종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,-164,-8721,530824,-1006000,▼,-7000
'003230,삼양식품,-50,-6419,1290071,+1147000,▲,+47000
'0126Z0,삼성에피스홀딩스,-84,-4477,530774,+547000,▲,+15000
'009150,삼성전기,-136,-3521,258636,-462000,▼,-17500
'036570,엔씨소프트,-132,-2801,211529,+226000,▲,+5000
'039490,키움증권,-61,-1737,284374,+464000,▲,+15000
'009420,한올바이오파마,-336,-1724,51290,+55900,▲,+400
'006400,삼성SDI,-51,-1560,303628,-399500,▼,-3000
'006040,동원산업,-308,-1328,43188,+40600,▲,+1550
'298040,효성중공업,-6,-1224,1977960,+2719000,▲,+26000
'086790,하나금융지주,-113,-1073,94537,-112400,▼,-800
'006800,미래에셋증권,-490,-1062,21692,+67900,▲,+1200
'010950,S-Oil,-114,-913,80203,+111800,▲,+600
'088980,맥쿼리인프라,-738,-861,11656,+11510,▲,+70
'128940,한미약품,-20,-848,420634,+555000,▲,+36000
'483650,달바글로벌,-60,-777,128486,+159000,▲,+4100
'001450,현대해상,-248,-750,30208,+31300,▲,+1000
'0120G0,삼양바이오팜,-116,-729,62632,+100100,▲,+12200
'035420,NAVER,-28,-692,247079,+221000,▲,+500
'014680,한솔케미칼,-27,-633,230316,+290000,▲,+6500
'060980,HL홀딩스,-111,-589,53192,+46300,▲,+1500
'499790,GS피앤엘,-120,-581,48285,-48450,▼,-1300
'028670,팬오션,-1317,-564,4284,+5330,▲,+280
'161390,한국타이어앤테크놀로지,-91,-563,61994,+57500,▲,+500
'383220,F&F,-77,-554,72312,+62100,▲,+2000
'402340,SK스퀘어,-17,-506,296899,-604000,▼,-7000
'071050,한국금융지주,-30,-495,163100,+233500,▲,+4500
'002020,코오롱,-92,-475,51808,+54300,▲,+1000
'092200,디아이씨,-415,-466,11223,9170,-,0
'300720,한일시멘트,-253,-461,18251,+17460,▲,+890
'002380,KCC,-10,-422,424615,+543000,▲,+9000
'082740,한화엔진,-98,-418,42734,+49000,▲,+450
'316140,우리금융지주,-144,-406,28301,+33800,▲,+200
'030200,KT,-76,-403,52720,+60000,▲,+700
'161890,한국콜마,-61,-400,65037,+77100,▲,+7300
'034730,SK,-15,-381,261744,+358000,▲,+12000
'017800,현대엘리베이터,-40,-366,91380,+88400,▲,+1000
'011790,SKC,-32,-354,109385,+99300,▲,+200
'005385,현대차우,-16,-337,206556,-265000,▼,-4000
'454910,두산로보틱스,-42,-312,74461,+89800,▲,+600
'259960,크래프톤,-12,-299,245947,+236000,▲,+4000
'329180,HD현대중공업,-5,-278,537066,-561000,▼,-6000
'192820,코스맥스,-16,-270,164782,+197800,▲,+18600
'000100,유한양행,-22,-259,116239,+99700,▲,+1000
'042660,한화오션,-24,-259,106684,-129500,▼,-500
'090430,아모레퍼시픽,-21,-253,123059,+140000,▲,+5300
'285130,SK케미칼,-35,-249,70772,+59100,▲,+2000
'077970,STX엔진,-70,-242,34435,+34400,▲,+300
'120110,코오롱인더,-52,-232,44913,-69900,▼,-600
'021240,코웨이,-27,-232,87113,+74400,▲,+1400
'029780,삼성카드,-42,-227,53821,+60200,▲,+400
'003300,한일홀딩스,-134,-225,16726,+18320,▲,+270
'271560,오리온,-21,-216,103520,+135200,▲,+4600
'007340,DN오토모티브,-77,-213,27758,+39650,▲,+50
'042700,한미반도체,-16,-189,119164,+309500,▲,+2500
'026960,동서,-68,-187,27497,+26300,▲,+650
'002030,아세아,-5,-180,370971,-274500,▼,-2000
'302440,SK바이오사이언스,-31,-169,53776,+42650,▲,+700
'272210,한화시스템,-34,-161,46821,-135800,▼,-5200
'267270,HD건설기계,-17,-159,95272,+133600,▲,+1900
'145720,덴티움,-31,-159,50639,+52700,▲,+800
'009450,경동나비엔,-27,-157,58649,-66500,▼,-300
'032830,삼성생명,-9,-148,157919,-226500,▼,-4000
'432320,KB스타리츠,-400,-147,3688,+2645,▲,+90
'006280,녹십자,-10,-140,135151,+147100,▲,+1900
'326030,SK바이오팜,-10,-134,132364,+98300,▲,+800
