종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'028300,HLB,-687,-3521,51242,+53500,[^],+200
'087010,펩트론,-70,-2127,302388,-295500,[v],-7500
'348370,엔켐,-331,-2003,60518,-40950,[v],-1750
'473980,노머스,-599,-1928,32170,-17150,[v],-330
'005290,동진쎄미켐,-417,-1333,32004,-44500,[v],-2000
'247540,에코프로비엠,-108,-1212,112098,+205000,[^],+2500
'199430,케이엔알시스템,-888,-1129,12701,-21450,[v],-1050
'298380,에이비엘바이오,-158,-1128,71223,-171600,[v],-8500
'052400,코나아이,-175,-1119,63853,-53500,[v],-2700
'049470,비트플래닛,-4017,-1117,2780,-691,[v],-14
'476040,오가노이드사이언스,-267,-1036,38773,-23800,[v],-1700
'141080,리가켐바이오,-55,-786,143656,-198700,[v],-14800
'310200,애니플러스,-1008,-581,5763,-2745,[v],-45
'226950,올릭스,-134,-551,41110,-187000,[v],-13500
'178320,서진시스템,-261,-548,20983,-42000,[v],-1350
'234030,싸이닉솔루션,-457,-543,11895,-6600,[v],-230
'119850,지엔씨에너지,-161,-537,33427,-31900,[v],-1300
'095500,미래나노텍,-455,-462,10140,+9100,[^],+60
'067390,아스트,-7054,-414,588,+730,[^],+4
'294570,쿠콘,-91,-412,45072,-28050,[v],-900
'086520,에코프로,-80,-382,48009,-147500,[v],-1500
'099430,바이오플러스,-489,-363,7412,-5040,[v],-130
'297090,씨에스베어링,-487,-361,7418,+8180,[^],+350
'419530,SAMG엔터,-46,-324,70765,-32950,[v],-1000
'112040,위메이드,-92,-313,34037,-21000,[v],-750
'009520,포스코엠텍,-239,-309,12957,+17720,[^],+400
'041190,우리기술투자,-286,-304,10634,-6290,[v],-220
'158430,아톤,-329,-303,9205,-6180,[v],-220
'408900,스튜디오미르,-631,-303,4797,2280,-,0
'287840,인투셀,-111,-274,24650,-41400,[v],-3450
'478560,블랙야크아이앤씨,-768,-267,3484,-3075,[v],-85
'093320,케이아이엔엑스,-28,-253,89135,-102700,[v],-1300
'290650,엘앤씨바이오,-87,-247,28481,-68700,[v],-4700
'418550,제이오,-265,-241,9094,-8000,[v],-30
'048870,시너지이노베이션,-807,-232,2881,-2185,[v],-35
'067310,하나마이크론,-208,-227,10904,-29300,[v],-1800
'310210,보로노이,-16,-222,138750,+318500,[^],+5000
'211050,인카금융서비스,-191,-221,11613,-11940,[v],-310
'357880,SKAI,-925,-218,2355,-3635,[v],-255
'445680,큐리옥스바이오시스템즈,-52,-214,41470,-110500,[v],-2700
'094480,갤럭시아머니트리,-170,-192,11281,-8130,[v],-320
'304100,솔트룩스,-44,-191,43268,-22050,[v],-950
'089140,넥스턴앤롤코리아,-712,-186,2618,-2115,[v],-55
'389470,인벤티지랩,-51,-185,36016,-71600,[v],-5200
'000250,삼천당제약,-10,-174,168743,+1150000,[^],+39000
'445090,에이직랜드,-53,-170,32310,+28000,[^],+800
'299660,셀리드,-422,-169,4007,-2520,[v],-70
'032190,다우데이타,-98,-166,16976,-23100,[v],-1050
'388720,유일로보틱스,-22,-164,73594,-89900,[v],-3000
'131970,두산테스나,-57,-163,28557,-102900,[v],-5400
'362320,청담글로벌,-165,-156,9475,-4835,[v],-135
'068760,셀트리온제약,-24,-142,58295,-56800,[v],-1700
'096350,대창솔루션,-3190,-142,445,-3150,[v],-135
'175140,휴먼테크놀로지,-251,-139,5562,+4065,[^],+90
'048410,현대바이오,-89,-134,15105,-13850,[v],-170
'031330,에스에이엠티,-422,-131,3107,-5040,[v],-200
'357780,솔브레인,-6,-124,213715,-385500,[v],-10500
'196170,알테오젠,-2,-122,534288,-354000,[v],-27000
'101490,에스앤에스텍,-25,-122,48224,-80400,[v],-3100
'098460,고영,-79,-120,15220,-26050,[v],-1250
'206640,바디텍메드,-83,-118,14222,-11330,[v],-470
'108490,로보티즈,-14,-116,82273,-242500,[v],-12500
'210120,캔버스엔,-257,-116,4488,-1604,[v],-6
'439580,블루엠텍,-214,-114,5333,-3400,[v],-135
'418420,라온텍,-239,-113,4722,-5410,[v],-340
'208370,셀바스헬스케어,-249,-109,4379,-4355,[v],-325
'092730,네오팜,-66,-109,16490,-17010,[v],-610
'039030,이오테크닉스,-5,-106,222144,-391000,[v],-26000
'032500,케이엠더블유,-70,-105,14894,-27800,[v],-1650
'042510,라온시큐어,-88,-104,11710,-8790,[v],-170
'226400,오스테오닉,-145,-101,6959,-6430,[v],-470
'042000,카페24,-22,-99,44426,-26950,[v],-850
'047920,HLB제약,-54,-96,17673,+16780,[^],+530
'047310,파워로직스,-199,-96,4815,-4555,[v],-200
'900110,이스트아시아홀딩스,-10016,-96,95,-779,[v],-12
'206400,베노티앤알,-378,-94,2483,-1200,[v],-1
'039200,오스코텍,-27,-94,34372,-52200,[v],-2100
'458650,성우,-70,-94,13283,-12410,[v],-220
'388050,지투파워,-96,-92,9632,-10980,[v],-210
'288330,파라택시스코리아,-351,-92,2621,-519,[v],-2
'419120,산돌,-72,-88,12186,-4095,[v],-15
'052020,에스티큐브,-115,-84,7301,-19440,[v],-70
'101160,월덱스,-34,-82,24236,-29850,[v],-150
'376900,로킷헬스케어,-47,-82,17356,+129700,[^],+5700
'240550,동방메디컬,-66,-81,12232,-6600,[v],-250
'228760,지노믹트리,-59,-79,13306,-18390,[v],-700
'023160,태광,-40,-79,19818,-34500,[v],-150
'276040,스코넥,-319,-76,2374,-420,[v],-80
'025320,시노펙스,-103,-73,7083,-5750,[v],-130
'462980,아이지넷,-244,-72,2939,+2400,[^],+135
'082800,비보존 제약,-96,-69,7200,-3185,[v],-240
'460940,피앤에스로보틱스,-50,-69,13815,-7720,[v],-250
'052300,오션인더블유,-208,-69,3312,-1888,[v],-95
'281740,레이크머티리얼즈,-54,-68,12586,-19720,[v],-780
'279600,미디어젠,-55,-68,12443,+6570,[^],+350
'063080,컴투스홀딩스,-25,-68,27621,-17310,[v],-690
'123840,뉴온,-479,-67,1393,+550,[^],+16
'213420,덕산네오룩스,-16,-66,40106,-50100,[v],-2900
'035900,JYP Ent.,-8,-62,74808,-62400,[v],-1900
'067160,SOOP,-7,-61,92864,-59200,[v],-2000
