종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,+329,+9242,280568,-877000,[v],-45000
'000150,두산,+128,+7566,591363,-1116000,[v],-87000
'483650,달바글로벌,+295,+6185,209418,-148300,[v],-6200
'402340,SK스퀘어,+331,+5628,170218,-513000,[v],-31000
'012450,한화에어로스페이스,+65,+5262,812452,-1298000,[v],-37000
'055550,신한지주,+728,+5150,70748,-90900,[v],-2600
'034020,두산에너빌리티,+730,+4803,65797,-94300,[v],-3800
'010140,삼성중공업,+2728,+4717,17289,-24550,[v],-1450
'003490,대한항공,+1748,+4167,23845,-24450,[v],-850
'003230,삼양식품,+26,+3653,1422376,-1169000,[v],-14000
'105560,KB금융,+298,+3578,119901,-146700,[v],-5500
'499790,GS피앤엘,+850,+3416,40202,-43750,[v],-4250
'329180,HD현대중공업,+84,+3247,387414,-481000,[v],-17500
'012330,현대모비스,+100,+3104,310118,-397500,[v],-11000
'033780,KT&G,+216,+2930,135893,-157200,[v],-800
'001040,CJ,+185,+2875,155662,-199000,[v],-7500
'039490,키움증권,+124,+2806,225968,-411500,[v],-23500
'278470,에이피알,+158,+2466,156021,+327500,[^],+500
'489790,한화비전,+445,+2390,53691,-75500,[v],-5000
'071050,한국금융지주,+153,+2186,142827,-210000,[v],-10000
'010060,OCI홀딩스,+244,+2065,84625,+193100,[^],+14300
'000270,기아,+197,+1957,99513,-151100,[v],-4700
'042700,한미반도체,+194,+1854,95609,-262500,[v],-13000
'006800,미래에셋증권,+865,+1770,20454,-62900,[v],-4200
'015760,한국전력,+446,+1750,39265,-42050,[v],-1850
'042660,한화오션,+222,+1697,76526,-119100,[v],-4100
'032830,삼성생명,+122,+1577,129061,-220000,[v],-3000
'010130,고려아연,+17,+1473,867793,-1463000,[v],-20000
'082740,한화엔진,+559,+1457,26075,-44650,[v],-2000
'012510,더존비즈온,+156,+1268,81217,-119100,[v],-200
'002380,KCC,+37,+1211,329015,-503000,[v],-22000
'017670,SK텔레콤,+204,+1115,54794,-78100,[v],-1800
'078930,GS,+221,+1104,49978,-65900,[v],-2000
'138930,BNK금융지주,+768,+1093,14229,-18260,[v],-420
'175330,JB금융지주,+452,+1076,23800,-30500,[v],-600
'259960,크래프톤,+29,+1058,363330,-251500,[v],-3000
'000210,DL,+188,+991,52686,-62300,[v],-300
'353200,대덕전자,+546,+976,17884,-82700,[v],-2700
'035250,강원랜드,+461,+920,19964,-17900,[v],-360
'028260,삼성물산,+54,+895,166125,-260500,[v],-8500
'034230,파라다이스,+513,+885,17237,-16650,[v],-1180
'036570,엔씨소프트,+41,+858,210542,-222000,[v],-8000
'251270,넷마블,+139,+858,61774,-49900,[v],-2300
'028050,삼성E&A,+333,+791,23734,+33350,[^],+250
'001430,세아베스틸지주,+243,+786,32391,-67100,[v],-2400
'035720,카카오,+124,+756,61198,-47150,[v],-1650
'001450,현대해상,+270,+748,27738,-31150,[v],-300
'093240,형지엘리트,+2064,+743,3599,-991,[v],-3
'014680,한솔케미칼,+43,+712,167388,-266500,[v],-6500
'007660,이수페타시스,+137,+707,51468,-105200,[v],-5300
'009540,HD한국조선해양,+18,+588,322156,-350000,[v],-17000
'161390,한국타이어앤테크놀로지,+136,+587,43297,-55100,[v],-2900
'00680K,미래에셋증권2우B,+671,+579,8632,-19340,[v],-1160
'016580,환인제약,+487,+565,11604,-10420,[v],-30
'248070,솔루엠,+333,+557,16728,-16690,[v],-320
'000880,한화,+61,+533,87535,-108600,[v],-2900
'021240,코웨이,+53,+530,100156,-72000,[v],-1500
'035420,NAVER,+20,+520,262662,-207500,[v],-5000
'071055,한국금융지주우,+45,+424,94683,-154800,[v],-8600
'006650,대한유화,+37,+368,100523,-127200,[v],-6200
'003690,코리안리,+347,+365,10520,+13390,[^],+60
'066575,LG전자우,+98,+361,36976,-49350,[v],-1850
'005830,DB손해보험,+28,+358,128127,-164300,[v],-8600
'003540,대신증권,+134,+356,26549,-36000,[v],-1850
'272210,한화시스템,+67,+355,52937,-118400,[v],-5700
'064400,LG씨엔에스,+41,+341,83062,-59000,[v],-2100
'100840,SNT에너지,+92,+338,36821,+53300,[^],+5100
'030000,제일기획,+152,+320,21014,-19430,[v],-400
'024110,기업은행,+157,+310,19803,-22100,[v],-1450
'009155,삼성전기우,+49,+307,62858,-165500,[v],-3700
'100090,SK오션플랜트,+147,+305,20798,+27800,[^],+950
'032350,롯데관광개발,+170,+301,17715,-18340,[v],-1510
