종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'012330,현대모비스,+1162,+44046,379115,-375500,▼,-25000
'079550,LIG넥스원,+654,+41537,635150,-623000,▼,-38000
'012450,한화에어로스페이스,+243,+31056,1278861,-1242000,▼,-78000
'032830,삼성생명,+1021,+22380,219299,-212500,▼,-19000
'039200,오스코텍,+3570,+18887,52907,-50800,▼,-5200
'272210,한화시스템,+1445,+17953,124256,-120000,▼,-16000
'090710,휴림로봇,+10731,+14860,13847,+14320,▲,+300
'440110,파두,+2483,+13834,55710,-56000,▼,-3200
'058610,에스피지,+1183,+13130,111011,-106800,▼,-13700
'055550,신한지주,+1363,+12719,93318,-89600,▼,-8300
'196170,알테오젠,+386,+12717,329557,-323500,▼,-30000
'476830,알지노믹스,+510,+10390,203537,-199200,▼,-15300
'033780,KT&G,+627,+9590,153075,-151000,▼,-6500
'017960,한국카본,+2000,+9365,46823,-46000,▼,-3800
'089030,테크윙,+1568,+8786,56039,-53900,▼,-4100
'200710,에이디테크놀로지,+1517,+7510,49513,+48500,▲,+800
'277810,레인보우로보틱스,+119,+7227,606538,-587000,▼,-72000
'011070,LG이노텍,+248,+7035,283322,-283500,▼,-12500
'192820,코스맥스,+344,+6866,199338,-192400,▼,-3700
'348370,엔켐,+1569,+6804,43354,-39550,▼,-9500
'439260,대한조선,+685,+6095,88984,-87800,▼,-3400
'174900,앱클론,+836,+5955,71242,-70700,▼,-7600
'417200,LS머트리얼즈,+2379,+5658,23788,-22850,▼,-2450
'066970,엘앤에프,+487,+5645,115803,-110500,▼,-1600
'035900,JYP Ent.,+887,+5443,61386,-61700,▼,-4500
'389470,인벤티지랩,+752,+5391,71653,-71500,▼,-8400
'099320,쎄트렉아이,+298,+4915,164925,-159100,▼,-17000
'131290,티에스이,+413,+4813,116427,-115200,▼,-6600
'097950,CJ제일제당,+231,+4784,207266,-205500,▼,-6500
'082920,비츠로셀,+1603,+4758,29684,-27700,▼,-2450
'090430,아모레퍼시픽,+342,+4709,137507,-134500,▼,-6300
'170920,엘티씨,+1475,+4572,31002,-30150,▼,-3850
'124500,아이티센글로벌,+839,+4545,54154,-51000,▼,-10500
'010950,S-Oil,+424,+4495,106076,-103000,▼,-8800
'011780,금호석유화학,+342,+4349,127013,-125500,▼,-6400
'456160,지투지바이오,+542,+4327,79757,-74800,▼,-14400
'189300,인텔리안테크,+360,+4261,118216,-115900,▼,-5600
'005850,에스엘,+719,+4241,59019,-57400,▼,-5700
'004170,신세계,+131,+4207,321122,-315000,▼,-29000
'084370,유진테크,+330,+4155,125985,-122900,▼,-6500
'007340,DN오토모티브,+1092,+4092,37488,-36250,▼,-3500
'001820,삼화콘덴서,+751,+4088,54432,-51800,▼,-6600
'098460,고영,+1507,+4087,27119,-27100,▼,-1950
'089970,브이엠,+905,+4055,44805,-43300,▼,-4350
'023530,롯데쇼핑,+395,+4047,102392,-101400,▼,-12100
'171090,선익시스템,+422,+4008,95044,-95100,▼,-8100
'319660,피에스케이,+482,+3985,82639,-78300,▼,-8100
'310210,보로노이,+127,+3866,303577,-297000,▼,-27500
'237690,에스티팜,+253,+3600,142243,-141600,▼,-9200
'027360,아주IB투자,+5327,+3566,6694,-6500,▼,-790
'491000,리브스메드,+470,+3555,75562,-72600,▼,-8900
'322000,HD현대에너지솔루션,+256,+3554,139073,+135300,▲,+4300
'356860,티엘비,+463,+3535,76424,-71600,▼,-6500
'272110,케이엔제이,+1003,+3512,35017,-34550,▼,-1850
'241560,두산밥캣,+563,+3424,60850,-59000,▼,-4100
'086520,에코프로,+250,+3365,134496,-137300,▼,-13600
'009150,삼성전기,+82,+3303,400638,-420000,▼,-44500
'112610,씨에스윈드,+526,+3295,62605,-60600,▼,-5500
'204320,HL만도,+639,+3291,51520,-50700,▼,-3200
'120110,코오롱인더,+488,+3290,67358,-65300,▼,-4800
'028260,삼성물산,+115,+3184,277513,-270500,▼,-27000
'140410,메지온,+370,+3165,85645,-84100,▼,-7500
'338840,와이바이오로직스,+985,+3105,31535,-30100,▼,-4550
'214450,파마리서치,+98,+3031,310180,-305000,▼,-20000
'051900,LG생활건강,+120,+2982,248458,-242500,▼,-13000
'348340,뉴로메카,+471,+2936,62361,-62300,▼,-4700
'033160,엠케이전자,+1727,+2922,16923,-16300,▼,-1770
'450080,에코프로머티,+461,+2846,61679,-61000,▼,-1500
'490470,세미파이브,+922,+2780,30168,-30100,▼,-800
'000810,삼성화재,+60,+2763,459781,-453500,▼,-21000
'222080,씨아이에스,+2303,+2722,11816,-11610,▼,-900
'098070,한텍,+447,+2710,60590,+56700,▲,+8800
'253590,네오셈,+1501,+2686,17899,-17650,▼,-1450
'388210,씨엠티엑스,+183,+2645,144180,-140600,▼,-10600
'214370,케어젠,+245,+2576,105146,-102800,▼,-9200
'048410,현대바이오,+1749,+2506,14327,-14100,▼,-600
'001430,세아베스틸지주,+388,+2340,60255,-58900,▼,-7300
'038110,에코플라스틱,+6481,+2309,3563,+3910,-,+900
'011170,롯데케미칼,+284,+2277,80229,-79000,▼,-5200
'213420,덕산네오룩스,+456,+2224,48796,+48500,▲,+550
'025980,아난티,+3299,+2209,6698,-6740,▼,-710
'0007C0,아크릴,+619,+2204,35600,-34900,▼,-3900
'074600,원익QnC,+672,+2184,32498,-31550,▼,-2350
'290740,액트로,+1158,+2181,18833,-19120,▼,-2980
'003000,부광약품,+3600,+2139,5944,+6040,▲,+50
'161890,한국콜마,+287,+2082,72664,-76000,▼,-700
'052400,코나아이,+374,+2004,53599,-53200,▼,-4400
'024850,HLB이노베이션,+4301,+1994,4637,-4555,▼,-390
'106190,하이텍팜,+925,+1970,21299,+21200,▲,+1860
'077360,덕산하이메탈,+1728,+1944,11256,-11170,▼,-690
'122870,와이지엔터테인먼트,+371,+1890,50943,-53100,▼,-6700
'175330,JB금융지주,+656,+1888,28777,-28250,▼,-2700
'458870,씨어스테크놀로지,+102,+1846,180088,-177900,▼,-5000
'092220,KEC,+12388,+1818,1468,+1705,▲,+298
'046890,서울반도체,+1789,+1814,10136,-9670,▼,-890
'247540,에코프로비엠,+103,+1806,176146,-175800,▼,-16100
'457190,이수스페셜티케미컬,+207,+1765,85442,-84100,▼,-7100
'088980,맥쿼리인프라,+1535,+1759,11459,-11370,▼,-140
'060370,LS마린솔루션,+590,+1756,29758,-29050,▼,-2550
'322310,오로스테크놀로지,+551,+1742,31601,-30400,▼,-2650
