종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,+20141,+379938,188643,-185300,▼,-14100
'000660,SK하이닉스,+809,+76355,944185,-933000,▼,-74000
'259960,크래프톤,+295,+6901,233723,-227500,▼,-8000
'375500,DL이앤씨,+820,+5529,67390,-62500,▼,-4900
'479080,1Q 머니마켓액티브,+1000,+5299,52990,+52990,▲,+5
'000720,현대건설,+296,+4607,155774,-149600,▼,-14400
'006800,미래에셋증권,+722,+4543,62924,-60300,▼,-7400
'005490,POSCO홀딩스,+132,+4347,330156,-322000,▼,-21500
'047040,대우건설,+2178,+3811,17497,-17060,▼,-2050
'445680,큐리옥스바이오시스템즈,+316,+3576,113093,-110000,▼,-11700
'000270,기아,+196,+3161,161312,-161600,▼,-6900
'000250,삼천당제약,+32,+3054,945560,+923000,▲,+16000
'035720,카카오,+595,+2831,47588,-46400,▼,-3600
'001040,CJ,+136,+2722,200275,-191000,▼,-16000
'180640,한진칼,+221,+2660,120620,-116600,▼,-13400
'468530,프로티나,+344,+2575,74825,-70900,▼,-10000
'006280,녹십자,+172,+2453,142710,-140000,▼,-6900
'005935,삼성전자우,+167,+2242,134287,-130900,▼,-8300
'046970,우리로,+6260,+2200,3515,+3520,-,+810
'329180,HD현대중공업,+43,+2186,511004,-505000,▼,-54000
'034730,SK,+62,+2061,332591,-325000,▼,-35000
'352820,하이브,+69,+1908,276254,-282500,▼,-61500
'277810,레인보우로보틱스,+32,+1898,600873,-587000,▼,-72000
'402340,SK스퀘어,+32,+1806,558318,-550000,▼,-58000
'028050,삼성E&A,+453,+1695,37397,-34250,▼,-1050
'006260,LS,+61,+1691,275814,-270500,▼,-33000
'140410,메지온,+194,+1607,83030,-84100,▼,-7500
'006400,삼성SDI,+43,+1599,370922,-371500,▼,-29000
'047810,한국항공우주,+90,+1572,174254,-166200,▼,-19500
'206650,유바이오로직스,+1131,+1572,13902,-13970,▼,-150
'361390,제노코,+534,+1482,27783,-27700,▼,-1900
'196170,알테오젠,+44,+1461,330023,-323500,▼,-30000
'141080,리가켐바이오,+72,+1421,196344,-188500,▼,-24500
'053690,한미글로벌,+493,+1374,27896,-27050,▼,-150
'006910,보성파워텍,+1149,+1373,11949,-11330,▼,-1520
'330860,네패스아크,+489,+1366,27915,+28000,▲,+3000
'009830,한화솔루션,+204,+1329,65154,-45000,▼,-6700
'267270,HD건설기계,+97,+1262,129973,-126400,▼,-6600
'272210,한화시스템,+92,+1253,136046,-120000,▼,-16000
'0126Z0,삼성에피스홀딩스,+23,+1209,519681,-505000,▼,-47000
'096770,SK이노베이션,+106,+1138,106993,-104800,▼,-9100
'443060,HD현대마린솔루션,+65,+1124,171965,-169400,▼,-13300
'069540,빛과전자,+3960,+1120,2828,+2845,-,+655
'207940,삼성바이오로직스,+7,+1114,1532908,-1520000,▼,-81000
'298040,효성중공업,+4,+1103,2589746,-2570000,▼,-165000
'005940,NH투자증권,+326,+1092,33506,-32350,▼,-3250
'000990,DB하이텍,+130,+1084,83331,-82300,▼,-5800
'003490,대한항공,+430,+1053,24486,-24200,▼,-2150
'044490,태웅,+199,+1022,51416,-51300,▼,-6000
'015760,한국전력,+205,+945,45977,-45500,▼,-3650
'009540,HD한국조선해양,+24,+924,379347,-367500,▼,-37000
'011070,LG이노텍,+31,+920,294518,-283500,▼,-12500
'086280,현대글로비스,+40,+862,217917,-214500,▼,-16000
'403870,HPSP,+167,+857,51421,-49200,▼,-2000
'035420,NAVER,+41,+831,204604,-207500,▼,-14000
'047050,포스코인터내셔널,+102,+804,78821,-75600,▼,-1400
'298050,HS효성첨단소재,+37,+803,217430,-214000,▼,-11500
'014680,한솔케미칼,+29,+798,275053,-268500,▼,-25500
'006360,GS건설,+258,+794,30817,-30050,▼,-1750
'263750,펄어비스,+188,+780,41571,-40100,▼,-1400
'950160,코오롱티슈진,+81,+750,92136,-90100,▼,-8100
'005440,현대지에프홀딩스,+499,+735,14717,-14210,▼,-1420
'055550,신한지주,+79,+731,92731,-89600,▼,-8300
'100840,SNT에너지,+130,+717,55303,-52600,▼,-700
'010140,삼성중공업,+268,+709,26504,-26050,▼,-2500
'028670,팬오션,+1337,+661,4944,-4820,▼,-510
'475150,SK이터닉스,+121,+640,53055,-51600,▼,-8300
'036460,한국가스공사,+171,+617,36074,-35450,▼,-2250
'034220,LG디스플레이,+534,+611,11443,-11190,▼,-840
'004020,현대제철,+167,+577,34489,-34150,▼,-3300
'086900,메디톡스,+55,+570,103442,-100900,▼,-6700
'090430,아모레퍼시픽,+41,+553,136524,-134500,▼,-6300
'376900,로킷헬스케어,+41,+505,122361,-125000,▼,-5400
'030200,KT,+87,+502,57637,-57500,▼,-3200
'005385,현대차우,+19,+479,246253,-247000,▼,-18000
'022100,포스코DX,+155,+470,30374,-29050,▼,-3350
'032820,우리기술,+177,+470,26523,-26350,▼,-2050
'437730,삼현,+91,+470,51530,-49100,▼,-6400
'088350,한화생명,+917,+453,4935,-4800,▼,-430
'03473K,SK우,+18,+449,245911,-245500,▼,-15000
