종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'009540,HD한국조선해양,-183,-6139,336073,-350000,[v],-17000
'009830,한화솔루션,-1802,-5370,29802,+35800,[^],+150
'298040,효성중공업,-45,-5318,1190538,-2509000,[v],-167000
'000150,두산,-93,-5272,569186,-1116000,[v],-87000
'001040,CJ,-339,-4880,144101,-199000,[v],-7500
'005930,삼성전자,-693,-4812,69474,-177000,[v],-2700
'373220,LG에너지솔루션,-118,-4419,374293,+409500,[^],+15000
'017800,현대엘리베이터,-477,-3781,79316,-86000,[v],-1100
'012450,한화에어로스페이스,-39,-3634,929477,-1298000,[v],-37000
'103140,풍산,-239,-3198,133796,-89200,[v],-2500
'375500,DL이앤씨,-681,-3034,44557,+68600,[^],+2800
'249420,일동제약,-1576,-2949,18711,-29050,[v],-1200
'015760,한국전력,-603,-2243,37186,-42050,[v],-1850
'004170,신세계,-132,-2233,168909,-308000,[v],-29000
'064400,LG씨엔에스,-305,-2103,69018,-59000,[v],-2100
'439260,대한조선,-288,-2035,70574,-82100,[v],-3600
'006280,녹십자,-140,-1913,136434,-146000,[v],-5000
'483650,달바글로벌,-83,-1603,194025,-148300,[v],-6200
'000720,현대건설,-190,-1248,65689,-147600,[v],-2200
'004020,현대제철,-377,-1224,32477,-34500,[v],-500
'029530,신도리코,-255,-1201,47034,-50700,[v],-1300
'051910,LG화학,-41,-1197,290501,+323000,[^],+10000
'042660,한화오션,-96,-1075,112008,-119100,[v],-4100
'039490,키움증권,-50,-1014,202480,-411500,[v],-23500
'097950,CJ제일제당,-40,-982,245562,+218000,[^],+3500
'484870,엠앤씨솔루션,-59,-945,159590,-99500,[v],-3700
'018260,삼성에스디에스,-55,-853,153955,-153800,[v],-2500
'097230,HJ중공업,-790,-809,10249,-22550,[v],-2000
'499790,GS피앤엘,-212,-791,37323,-43750,[v],-4250
'012330,현대모비스,-27,-782,285028,-397500,[v],-11000
'329180,HD현대중공업,-17,-771,455050,-481000,[v],-17500
'007310,오뚜기,-19,-765,397871,-355500,[v],-4000
'090430,아모레퍼시픽,-59,-763,130194,-140600,[v],-3800
'093240,형지엘리트,-2579,-761,2953,-991,[v],-3
'005490,POSCO홀딩스,-23,-674,289396,-342500,[v],-500
'034120,SBS,-347,-667,19221,-16000,[v],-250
'030190,NICE평가정보,-424,-655,15463,-16330,[v],-550
'002020,코오롱,-142,-635,44718,-66500,[v],-3300
'010140,삼성중공업,-341,-633,18534,-24550,[v],-1450
'183190,아세아시멘트,-410,-598,14590,-10850,[v],-390
'010950,S-Oil,-98,-585,59754,-108800,[v],-900
'047050,포스코인터내셔널,-122,-581,47493,+75700,[^],+1200
'011790,SKC,-54,-527,97051,-96000,[v],-2700
'475150,SK이터닉스,-222,-522,23555,+58300,[^],+5900
'489790,한화비전,-75,-441,58492,-75500,[v],-5000
'207940,삼성바이오로직스,-4,-434,1037469,-1532000,[v],-74000
'103590,일진전기,-99,-406,41068,-71400,[v],-3700
'012510,더존비즈온,-55,-380,69595,-119100,[v],-200
'180640,한진칼,-35,-380,108760,-112100,[v],-5100
'161890,한국콜마,-40,-370,92582,-77000,[v],-3200
'006260,LS,-22,-354,163320,-263000,[v],-5000
'011780,금호석유화학,-28,-317,115221,-120300,[v],-6200
'008930,한미사이언스,-71,-315,44408,-37300,[v],-1100
'267250,HD현대,-24,-310,128508,-247000,[v],-10500
'033920,무학,-378,-294,7764,-8600,[v],-240
'030200,KT,-52,-290,55976,-60500,[v],-300
'000080,하이트진로,-142,-283,19959,-16530,[v],-200
'006360,GS건설,-145,-273,18861,-26050,[v],-300
'036460,한국가스공사,-61,-248,40869,-34950,[v],-450
'066970,엘앤에프,-36,-237,66233,+156800,[^],+1500
'031210,서울보증보험,-58,-232,40188,-53500,[v],-300
'014830,유니드,-28,-224,80610,-81500,[v],-2500
'100840,SNT에너지,-47,-222,46971,+53300,[^],+5100
'350520,이지스레지던스리츠,-552,-221,4006,-3670,[v],-10
'192080,더블유게임즈,-35,-193,55303,-49800,[v],-700
'000880,한화,-20,-184,90161,-108600,[v],-2900
'034730,SK,-10,-181,186463,-324500,[v],-9500
'001450,현대해상,-64,-166,25905,-31150,[v],-300
'145720,덴티움,-27,-165,61944,-52100,[v],-900
'001200,유진투자증권,-495,-158,3193,-4715,[v],-245
'007540,샘표,-34,-157,45900,-53500,[v],-900
'016610,DB증권,-186,-157,8441,-12640,[v],-910
'069620,대웅제약,-11,-155,140892,-163700,[v],-3300
'004000,롯데정밀화학,-37,-152,40989,-49950,[v],-1850
'460860,동국제강,-148,-151,10208,-9040,[v],-220
'096770,SK이노베이션,-14,-146,101768,+113100,[^],+1700
'007700,F&F홀딩스,-79,-143,18096,-18560,[v],-580
'077970,STX엔진,-59,-143,24140,-31900,[v],-1600
'004370,농심,-4,-143,383215,-367000,[v],-8500
