종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'041510,에스엠,-285,-4217,147966,-89200,[v],-1800
'083650,비에이치아이,-609,-2710,44513,+95100,[^],+300
'247540,에코프로비엠,-174,-2320,133414,+205000,[^],+2500
'049180,셀루메드,-24063,-1474,612,1009,-,0
'039030,이오테크닉스,-59,-1312,221577,-391000,[v],-26000
'298380,에이비엘바이오,-145,-1262,86754,-171600,[v],-8500
'338840,와이바이오로직스,-1116,-1256,11253,-33000,[v],-1950
'214450,파마리서치,-19,-1243,670644,-304500,[v],-9000
'226950,올릭스,-209,-1223,58417,-187000,[v],-13500
'484590,삼양컴텍,-696,-1137,16353,+12020,[^],+90
'086520,에코프로,-189,-1084,57397,-147500,[v],-1500
'347850,디앤디파마텍,-66,-959,145083,-71300,[v],-6300
'403870,HPSP,-313,-832,26546,-42900,[v],-2250
'214430,아이쓰리시스템,-94,-811,86583,-91000,[v],-2300
'142760,모아라이프플러스,-3708,-721,1944,+950,[^],+2
'331740,아우토크립트,-379,-625,16476,-15340,[v],-1130
'318160,셀바이오휴먼텍,-697,-572,8198,-6910,[v],-390
'040350,크레오에스지,-16976,-561,330,-787,[v],-13
'458870,씨어스테크놀로지,-131,-440,33454,-52000,[v],-3900
'099430,바이오플러스,-657,-418,6365,-5040,[v],-130
'045340,토탈소프트,-464,-413,8919,-6950,[v],-140
'119850,지엔씨에너지,-130,-399,30663,-31900,[v],-1300
'068760,셀트리온제약,-63,-342,54099,-56800,[v],-1700
'090710,휴림로봇,-1348,-337,2501,-12140,[v],-780
'313760,캐리,-1091,-333,3054,-531,[v],-46
'064800,포니링크,-3371,-325,964,+735,[^],+14
'033500,동성화인텍,-111,-317,28435,-22050,[v],-1250
'124500,아이티센글로벌,-170,-303,17797,-46500,[v],-400
'288330,파라택시스코리아,-1149,-301,2618,-519,[v],-2
'126340,비나텍,-78,-296,37989,-113000,[v],-8100
'272290,이녹스첨단소재,-116,-292,25120,-30250,[v],-1950
'079940,가비아,-122,-284,23336,-25950,[v],-900
'039830,오로라,-144,-276,19197,-9450,[v],-590
'489460,바이오비쥬,-159,-271,16998,-8230,[v],-360
'059090,미코,-179,-257,14378,-13050,[v],-530
'484120,도우인시스,-78,-251,32203,-19530,[v],-870
'192410,오늘이엔엠,-1557,-237,1520,+4695,[^],+110
'416180,신성에스티,-59,-228,38909,-33650,[v],-100
'145020,휴젤,-7,-226,310209,-247000,[v],-12500
'105740,디케이락,-266,-225,8475,-9370,[v],-280
'222800,심텍,-93,-225,24321,-52200,[v],-4000
'328130,루닛,-61,-225,36718,-34100,[v],-500
'234690,녹십자웰빙,-227,-216,9526,-13490,[v],-1180
'101490,에스앤에스텍,-40,-211,52458,-80400,[v],-3100
'240810,원익IPS,-47,-194,41600,-114500,[v],-6500
'036200,유니셈,-241,-187,7776,-9060,[v],-390
'036620,감성코퍼레이션,-320,-186,5821,-5340,[v],-440
'223310,사토시홀딩스,-470,-181,3856,+1510,[^],+11
'042000,카페24,-44,-170,38891,-26950,[v],-850
'317330,덕산테코피아,-90,-159,17811,+18820,[^],+2940
'194700,노바렉스,-77,-154,19942,-13650,[v],-350
'460930,현대힘스,-67,-150,22454,-17860,[v],-1000
'295310,에이치브이엠,-49,-149,30393,-87700,[v],-7500
'058970,엠로,-34,-147,43462,-27800,[v],-800
'043100,알파AI,-671,-147,2192,-588,[v],-37
'257720,실리콘투,-31,-139,44664,-37800,[v],-1000
'161580,필옵틱스,-43,-133,30812,-38200,[v],-1300
'424870,이뮨온시아,-229,-120,5244,-9000,[v],-760
'419530,SAMG엔터,-19,-119,62023,-32950,[v],-1000
'033340,좋은사람들,-448,-117,2606,-1630,[v],-65
'287840,인투셀,-42,-110,26339,-41400,[v],-3450
'036830,솔브레인홀딩스,-24,-110,45989,-47600,[v],-1250
'228760,지노믹트리,-63,-106,16662,-18390,[v],-700
'017510,세명전기,-87,-103,11848,-8990,[v],-320
'039840,디오,-56,-102,18013,-16580,[v],-110
'376300,디어유,-20,-101,51756,-30900,[v],-1550
'047820,초록뱀미디어,-197,-100,5065,+4340,[^],+5
'065680,우주일렉트로,-23,-99,42877,-27400,[v],-1550
'064090,인크레더블버즈,-371,-99,2658,798,-,0
'251970,펌텍코리아,-15,-99,66462,-46200,[v],-1400
'122870,와이지엔터테인먼트,-10,-99,98577,-53900,[v],-2300
'119610,인터로조,-53,-98,18497,-18890,[v],-620
'347700,스피어,-80,-96,12063,-48400,[v],-2500
'413630,씨피시스템,-575,-94,1641,-3490,[v],-140
'420770,기가비스,-38,-94,24717,-75200,[v],-2800
'445680,큐리옥스바이오시스템즈,-24,-93,38511,-110500,[v],-2700
'138360,앤로보틱스,-1068,-92,858,-1848,[v],-212
'473980,노머스,-27,-90,32957,-17150,[v],-330
'108490,로보티즈,-10,-88,85324,-242500,[v],-12500
'101160,월덱스,-44,-88,20061,-29850,[v],-150
'394280,오픈엣지테크놀로지,-72,-87,12107,-16200,[v],-1420
'474650,링크솔루션,-41,-84,20254,-59100,[v],-3100
'039010,현대에이치티,-120,-83,6976,-8080,[v],-180
'065710,서호전기,-23,-83,36642,-43600,[v],-600
'067160,SOOP,-10,-82,79224,-59200,[v],-2000
'095610,테스,-30,-82,27396,-57400,[v],-3500
'049630,재영솔루텍,-832,-80,960,+2860,[^],+10
'302550,리메드,-248,-79,3186,-3030,[v],-85
'389650,넥스트바이오메디컬,-14,-76,53837,-75900,[v],-3400
'014620,성광벤드,-24,-75,31601,+34450,[^],+1300
'309930,조이웍스앤코,-254,-75,2955,-815,[v],-12
'389020,자람테크놀로지,-20,-74,37685,-49850,[v],-3450
'277810,레인보우로보틱스,-3,-73,270074,-544000,[v],-23000
'104830,원익머트리얼즈,-30,-72,24475,-41550,[v],-450
'362320,청담글로벌,-88,-72,8163,-4835,[v],-135
'214150,클래시스,-13,-71,54440,-52900,[v],-1100
'226590,엠디바이스,-57,-71,12332,-24950,[v],-2250
'075130,플랜티넷,-239,-70,2918,-2215,[v],-35
'251120,바이오에프디엔씨,-36,-69,19039,-13930,[v],-220
'303810,동국생명과학,-155,-69,4440,-3320,[v],-95
