종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'196170,알테오젠,-138,-5788,420547,-354000,[v],-27000
'376300,디어유,-473,-2389,50473,-30900,[v],-1550
'247540,에코프로비엠,-157,-1993,126971,+205000,[^],+2500
'058470,리노공업,-328,-1549,47178,-99700,[v],-5200
'035900,JYP Ent.,-211,-1548,73214,-62400,[v],-1900
'039030,이오테크닉스,-74,-1540,208050,-391000,[v],-26000
'357780,솔브레인,-69,-1428,206722,-385500,[v],-10500
'086520,에코프로,-234,-1232,52652,-147500,[v],-1500
'041510,에스엠,-85,-1185,138929,-89200,[v],-1800
'036830,솔브레인홀딩스,-274,-1086,39635,-47600,[v],-1250
'122870,와이지엔터테인먼트,-102,-1028,100563,-53900,[v],-2300
'253450,스튜디오드래곤,-209,-960,45936,-37000,[v],-700
'123330,제닉,-308,-870,28236,-30450,[v],-2150
'114840,아이패밀리에스씨,-315,-772,24490,-11040,[v],-490
'119850,지엔씨에너지,-247,-747,30283,-31900,[v],-1300
'308430,셀비온,-200,-543,27232,+31700,[^],+500
'473980,노머스,-161,-533,33178,-17150,[v],-330
'083450,GST,-266,-532,20015,-25900,[v],-1150
'340570,티앤엘,-95,-507,53252,-49800,[v],-2600
'214450,파마리서치,-7,-462,690246,-304500,[v],-9000
'095660,네오위즈,-188,-455,24206,-24450,[v],-650
'403870,HPSP,-175,-444,25338,-42900,[v],-2250
'108490,로보티즈,-46,-425,91774,-242500,[v],-12500
'005290,동진쎄미켐,-134,-400,29729,-44500,[v],-2000
'033500,동성화인텍,-121,-387,31916,-22050,[v],-1250
'107640,한중엔시에스,-113,-375,33239,-51000,[v],-400
'121600,나노신소재,-64,-342,53539,+68000,[^],+100
'237690,에스티팜,-36,-340,93134,-150100,[v],-9200
'237880,클리오,-230,-338,14679,-11740,[v],-190
'310200,애니플러스,-725,-337,4643,-2745,[v],-45
'095610,테스,-113,-336,29789,-57400,[v],-3500
'042000,카페24,-84,-327,39069,-26950,[v],-850
'347700,스피어,-259,-311,12035,-48400,[v],-2500
'101490,에스앤에스텍,-54,-300,55415,-80400,[v],-3100
'131970,두산테스나,-78,-277,35665,-102900,[v],-5400
'257720,실리콘투,-61,-277,45707,-37800,[v],-1000
'183300,코미코,-32,-264,83120,-103400,[v],-4100
'251970,펌텍코리아,-40,-262,65523,-46200,[v],-1400
'051500,CJ프레시웨이,-68,-202,29492,-30650,[v],-250
'036190,금화피에스시,-55,-183,33305,+38050,[^],+700
'035760,CJ ENM,-25,-183,73711,-58200,[v],-1100
'179900,유티아이,-74,-167,22659,-16450,[v],-790
'092730,네오팜,-89,-167,18660,-17010,[v],-610
'416180,신성에스티,-44,-158,36054,-33650,[v],-100
'290650,엘앤씨바이오,-50,-155,30758,-68700,[v],-4700
'014620,성광벤드,-43,-146,33480,+34450,[^],+1300
'389470,인벤티지랩,-29,-139,48059,-71600,[v],-5200
'348370,엔켐,-17,-135,79784,-40950,[v],-1750
'119610,인터로조,-69,-125,18024,-18890,[v],-620
'252990,샘씨엔에스,-260,-122,4698,-8830,[v],-560
'078600,대주전자재료,-17,-121,70684,+130300,[^],+100
'088280,쏘닉스,-541,-115,2134,-3590,[v],-455
'358570,지아이이노베이션,-68,-114,16789,-13890,[v],-790
'246710,티앤알바이오팹,-400,-110,2759,-2735,[v],-70
'189300,인텔리안테크,-23,-108,46673,-119600,[v],-9500
'054950,제이브이엠,-36,-105,29307,-24200,[v],-650
'240810,원익IPS,-25,-100,40662,-114500,[v],-6500
'226400,오스테오닉,-136,-97,7085,-6430,[v],-470
'039440,에스티아이,-49,-89,18172,-29600,[v],-1150
'112040,위메이드,-30,-87,28525,-21000,[v],-750
'178320,서진시스템,-44,-86,19613,-42000,[v],-1350
'240550,동방메디컬,-81,-86,10599,-6600,[v],-250
'140860,파크시스템스,-3,-80,245037,-243500,[v],-12000
'131290,티에스이,-21,-80,37898,+111100,[^],+800
'241710,코스메카코리아,-12,-77,62572,-81900,[v],-2700
'137400,피엔티,-19,-74,39107,-49900,[v],-800
'006730,서부T&D,-74,-70,9484,-13100,[v],-630
'112290,와이씨켐,-34,-67,19868,-23450,[v],-1000
'084370,유진테크,-12,-57,48182,-110900,[v],-5900
'281740,레이크머티리얼즈,-41,-51,12375,-19720,[v],-780
'205100,엑셈,-248,-50,2016,-1818,[v],-24
'043150,바텍,-23,-48,21210,-22200,[v],-400
'263720,디앤씨미디어,-26,-42,15992,+11580,[^],+120
'102710,이엔에프테크놀로지,-11,-41,38085,-48900,[v],-1700
'222080,씨아이에스,-53,-37,6878,-11950,[v],-270
'036930,주성엔지니어링,-13,-34,25155,-64200,[v],-5800
'322510,제이엘케이,-56,-34,5941,+7270,[^],+20
'100120,뷰웍스,-16,-33,20394,-27950,[v],-1200
'087010,펩트론,-1,-32,312990,-295500,[v],-7500
'089010,켐트로닉스,-13,-31,24840,-27300,[v],-900
'115180,큐리언트,-27,-31,11458,-38050,[v],-2450
'101360,에코앤드림,-14,-30,21505,+17440,[^],+110
'228850,레이언스,-47,-29,6123,-6310,[v],-30
'060370,LS마린솔루션,-11,-27,23623,+29150,[^],+750
'336570,원텍,-24,-24,9821,-6930,[v],-250
'005990,매일홀딩스,-20,-23,11251,-11200,[v],-30
'000250,삼천당제약,-1,-22,197991,+1150000,[^],+39000
'287840,인투셀,-7,-21,28780,-41400,[v],-3450
'054210,이랜텍,-25,-20,7792,-10240,[v],-530
'023910,대한약품,-6,-17,29596,-28700,[v],-300
'104540,코렌텍,-31,-17,5472,+5740,[^],+10
'039830,오로라,-8,-15,20542,-9450,[v],-590
'418550,제이오,-17,-15,8863,-8000,[v],-30
'236200,슈프리마,-4,-14,31478,-46050,[v],-2950
'092190,서울바이오시스,-45,-13,2893,+3360,[^],+20
'053030,바이넥스,-8,-13,16339,-11350,[v],-510
'038540,상상인,-68,-13,1889,-2225,[v],-20
'215200,메가스터디교육,-2,-12,46431,+48500,[^],+750
'214150,클래시스,-2,-9,52409,-52900,[v],-1100
'060280,큐렉소,-10,-9,8317,-16200,[v],-1260
