종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'062040,산일전기,+1276,+14825,116195,-143500,[v],-5800
'402340,SK스퀘어,+741,+13169,177712,-513000,[v],-31000
'011790,SKC,+678,+6835,100733,-96000,[v],-2700
'031210,서울보증보험,+1056,+5128,48572,-53500,[v],-300
'042660,한화오션,+452,+4964,109827,-119100,[v],-4100
'011070,LG이노텍,+275,+4505,163651,-309500,[v],-11000
'004370,농심,+82,+3665,446331,-367000,[v],-8500
'302440,SK바이오사이언스,+669,+3278,49012,-42350,[v],-850
'484870,엠앤씨솔루션,+133,+2791,210389,-99500,[v],-3700
'450080,에코프로머티,+495,+2404,48521,-72100,[v],-1300
'097950,CJ제일제당,+99,+2355,237168,+218000,[^],+3500
'018260,삼성에스디에스,+140,+2270,162490,-153800,[v],-2500
'005940,NH투자증권,+1069,+2205,20622,-31150,[v],-3100
'006260,LS,+116,+2112,182738,-263000,[v],-5000
'028260,삼성물산,+115,+2091,181606,-260500,[v],-8500
'0005G0,ITF K-AI반도체코어테크,+1520,+2087,13723,-28075,[v],-1175
'064350,현대로템,+95,+2082,219951,-179300,[v],-4900
'326030,SK바이오팜,+172,+1897,110585,-97500,[v],-2800
'012450,한화에어로스페이스,+19,+1817,957205,-1298000,[v],-37000
'009150,삼성전기,+95,+1755,184672,-429000,[v],-5000
'071970,HD현대마린엔진,+186,+1744,93824,-71600,[v],-5100
'032350,롯데관광개발,+1027,+1717,16719,-18340,[v],-1510
'128940,한미약품,+53,+1567,293854,-522000,[v],-27000
'462870,시프트업,+372,+1540,41423,-31750,[v],-550
'051910,LG화학,+54,+1525,280593,+323000,[^],+10000
'005935,삼성전자우,+247,+1459,59036,-121100,[v],-5100
'120110,코오롱인더,+372,+1419,38185,-77700,[v],-2300
'207940,삼성바이오로직스,+13,+1419,1075530,-1532000,[v],-74000
'001720,신영증권,+94,+1403,149259,-192900,[v],-13100
'029780,삼성카드,+250,+1324,53067,-53900,[v],-1100
'005440,현대지에프홀딩스,+1636,+1307,7992,-14080,[v],-280
'010130,고려아연,+14,+1277,895230,-1463000,[v],-20000
'010060,OCI홀딩스,+133,+1261,94491,+193100,[^],+14300
'336260,두산퓨얼셀,+409,+1236,30249,-36150,[v],-2000
'475150,SK이터닉스,+514,+1214,23622,+58300,[^],+5900
'298040,효성중공업,+8,+1153,1397714,-2509000,[v],-167000
'103590,일진전기,+265,+1030,38790,-71400,[v],-3700
'003670,포스코퓨처엠,+75,+980,130881,+218000,[^],+9000
'000990,DB하이텍,+185,+944,51037,-81800,[v],-2000
'483650,달바글로벌,+55,+925,168248,-148300,[v],-6200
'181710,NHN,+328,+897,27339,+42000,[^],+150
'011200,HMM,+357,+806,22552,-19570,[v],-90
'079550,LIG넥스원,+16,+795,505462,-669000,[v],-66000
'016880,웅진,+1528,+776,5075,+2730,[^],+10
'103140,풍산,+54,+668,122646,-89200,[v],-2500
'003530,한화투자증권,+1091,+661,6055,-6870,[v],-320
'011170,롯데케미칼,+95,+628,66062,-81700,[v],-1000
'489790,한화비전,+103,+594,57938,-75500,[v],-5000
'003570,SNT다이내믹스,+97,+576,59579,+49800,[^],+100
'096770,SK이노베이션,+51,+537,105884,+113100,[^],+1700
'003470,유안타증권,+1393,+522,3748,-4640,[v],-360
'100840,SNT에너지,+76,+498,65223,+53300,[^],+5100
'012630,HDC,+231,+493,21361,+28900,[^],+350
'017960,한국카본,+142,+482,34010,-39400,[v],-1100
'251270,넷마블,+73,+451,61602,-49900,[v],-2300
'028050,삼성E&A,+158,+448,28275,+33350,[^],+250
'086790,하나금융지주,+52,+445,85423,-107500,[v],-2900
'000320,노루홀딩스,+118,+404,34163,-21250,[v],-650
'011210,현대위아,+74,+389,52495,-80000,[v],-1700
'300720,한일시멘트,+186,+385,20739,-16450,[v],-80
'499790,GS피앤엘,+71,+381,53839,-43750,[v],-4250
'005810,풍산홀딩스,+93,+377,40666,-34800,[v],-550
'088350,한화생명,+1135,+372,3279,-4560,[v],-160
'018670,SK가스,+15,+368,240660,+261500,[^],+15000
'004000,롯데정밀화학,+79,+358,45376,-49950,[v],-1850
'036570,엔씨소프트,+17,+344,197674,-222000,[v],-8000
'353200,대덕전자,+126,+330,26074,-82700,[v],-2700
'361610,SK아이이테크놀로지,+119,+324,27201,+22200,[^],+550
'066970,엘앤에프,+45,+293,64813,+156800,[^],+1500
'454910,두산로보틱스,+45,+283,62330,-81000,[v],-3900
'017810,풀무원,+186,+273,14673,-11950,[v],-160
'005830,DB손해보험,+20,+268,136884,-164300,[v],-8600
'001440,대한전선,+151,+243,16020,-27800,[v],-450
'001800,오리온홀딩스,+113,+238,21087,-23500,[v],-1700
'036530,SNT홀딩스,+30,+235,78195,-59600,[v],-2600
'451800,한화리츠,+535,+215,4023,-5070,[v],-40
'439260,대한조선,+24,+206,87092,-82100,[v],-3600
'005930,삼성전자,+176,+192,10855,-177000,[v],-2700
'271940,일진하이솔루스,+105,+191,18221,-15310,[v],-570
'293940,신한알파리츠,+335,+190,5663,-5690,[v],-90
'018880,한온시스템,+555,+189,3411,-3860,[v],-80
'004990,롯데지주,+61,+185,30484,-28750,[v],-2200
'330590,롯데리츠,+451,+181,4019,+4695,[^],+55
'017940,E1,+23,+178,77662,+102000,[^],+500
'012030,DB,+1072,+177,1651,-1645,[v],-62
'105630,한세실업,+167,+174,10389,-11400,[v],-800
