종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'261520,이지스,-5510,-17145,31119,-9260,▼,-220
'064260,다날,-17150,-11448,6675,+7310,▲,+200
'126340,비나텍,-1461,-10449,71524,+143700,▲,+4300
'0009K0,에임드바이오,-1872,-8883,47465,-55800,▼,-500
'237690,에스티팜,-261,-3401,130073,+150100,▲,+600
'314130,지놈앤컴퍼니,-5036,-2395,4757,+8960,▲,+500
'196170,알테오젠,-52,-2328,451858,-354000,▼,-6000
'003380,하림지주,-1855,-1872,10089,+17700,▲,+2600
'006730,서부T&D,-1340,-1754,13082,14840,-,0
'108490,로보티즈,-56,-1643,292802,-260500,▼,-6500
'125490,한라캐스트,-912,-1601,17564,+17140,▲,+880
'394800,쓰리빌리언,-852,-1565,18359,+14740,▲,+60
'041830,인바디,-416,-1412,33949,+29650,▲,+1000
'419080,엔젯,-1844,-1327,7195,5280,-,0
'088800,에이스테크,-4281,-1324,3093,+3465,▲,+140
'347700,스피어,-1298,-1244,9582,-45250,▼,-600
'277810,레인보우로보틱스,-24,-1170,487127,-668000,▼,-50000
'226950,올릭스,-84,-1091,130160,+185700,▲,+3900
'0015S0,페스카로,-406,-1034,25454,+16600,▲,+170
'448900,한국피아이엠,-148,-796,53658,+120700,▲,+2200
'087010,펩트론,-28,-769,272485,+343500,▲,+26000
'039200,오스코텍,-120,-722,60115,-56400,▼,-1100
'086960,MDS테크,-4853,-653,1346,-1193,▼,-11
'107640,한중엔시에스,-125,-620,49806,+52000,▲,+300
'086520,에코프로,-53,-603,114740,-150900,▼,-200
'452200,민테크,-2500,-591,2363,+2345,▲,+80
'138080,오이솔루션,-427,-590,13808,+33900,▲,+2300
'232680,라온로보틱스,-565,-569,10071,15880,-,0
'0105P0,유진스팩12호,-1649,-561,3400,2015,-,0
'494120,큐리오시스,-73,-522,71990,-66100,▼,-2100
'331740,아우토크립트,-316,-515,16300,-17000,▼,-420
'030530,원익홀딩스,-150,-470,31371,+34350,▲,+1850
'102710,이엔에프테크놀로지,-105,-470,44733,-55400,▼,-1200
'178320,서진시스템,-137,-382,27800,+48000,▲,+2600
'473980,노머스,-176,-354,20081,+19100,▲,+1240
'089030,테크윙,-80,-344,43231,-58000,▼,-500
'323280,태성,-67,-343,51142,+69800,▲,+400
'222800,심텍,-61,-331,53840,+62500,▲,+2400
'389650,넥스트바이오메디컬,-37,-330,89073,+79100,▲,+3100
'403870,HPSP,-111,-327,29387,-51200,▼,-500
'389470,인벤티지랩,-34,-324,94087,+80900,▲,+2100
'189300,인텔리안테크,-67,-308,46110,-121800,▼,-1600
'191420,테고사이언스,-188,-293,15564,+12980,▲,+200
'376270,HEM파마,-57,-285,50186,-69800,▼,-200
'013030,하이록코리아,-86,-281,32686,+37700,▲,+2400
'014620,성광벤드,-101,-268,26471,+37500,▲,+5750
'036620,감성코퍼레이션,-407,-266,6538,-5430,▼,-50
'214150,클래시스,-44,-259,59274,+53700,▲,+1200
'108860,셀바스AI,-181,-250,13794,+11040,▲,+340
'032190,다우데이타,-120,-246,20570,+25850,▲,+2050
'389680,유디엠텍,-4000,-244,611,+642,▲,+20
'019010,베뉴지,-932,-242,2597,+4990,▲,+155
'380550,뉴로핏,-85,-237,27985,-22600,▼,-350
'085910,네오티스,-273,-227,8317,-18350,▼,-330
'294570,쿠콘,-70,-225,32224,+30950,▲,+1350
'204620,글로벌텍스프리,-430,-207,4809,+4830,▲,+370
'281740,레이크머티리얼즈,-131,-200,15206,+19980,▲,+160
'298380,에이비엘바이오,-10,-199,190567,+190200,▲,+200
'094170,동운아나텍,-73,-198,26970,-26800,▼,-50
'484590,삼양컴텍,-140,-185,13177,-12490,▼,-230
'457600,벡트,-556,-178,3198,+2340,▲,+70
'123330,제닉,-97,-178,18376,+24950,▲,+1400
'090710,휴림로봇,-300,-169,5626,-14020,▼,-310
'259630,엠플러스,-119,-161,13536,+13500,▲,+440
'077360,덕산하이메탈,-266,-159,5963,-11860,▼,-470
'032620,유비케어,-390,-154,3958,+3995,▲,+10
'208370,셀바스헬스케어,-247,-153,6178,+4450,▲,+80
'475960,토모큐브,-24,-140,57927,+57900,▲,+3100
'161580,필옵틱스,-30,-139,46152,-39050,▼,-1050
'078160,메디포스트,-72,-132,18301,-22200,▼,-1000
'211050,인카금융서비스,-85,-131,15412,+12660,▲,+40
'100120,뷰웍스,-64,-130,20423,+26450,▲,+500
'440110,파두,-54,-126,23491,+59200,▲,+2200
'095700,제넥신,-235,-121,5166,+4660,▲,+85
'032500,케이엠더블유,-76,-119,15691,+32450,▲,+3250
'486990,노타,-26,-119,44840,-43000,▼,-1850
'368770,파이버프로,-137,-112,8196,-16250,▼,-10
'310210,보로노이,-5,-112,221313,+324500,▲,+4500
'041440,현대에버다임,-133,-111,8342,+8620,▲,+530
'322780,코퍼스코리아,-803,-109,1356,-301,▼,-6
'105550,엣지파운드리,-581,-107,1839,+1318,▲,+13
'240810,원익IPS,-17,-106,63993,+124000,▲,+3100
'330860,네패스아크,-60,-102,17000,+25000,-,+5750
'215100,로보로보,-125,-102,8145,+7470,▲,+10
'046120,오르비텍,-248,-100,4047,+13700,▲,+2720
'066430,아이로보틱스,-651,-100,1535,-2050,▼,-35
'289220,자이언트스텝,-200,-94,4714,+3675,▲,+160
'319400,현대무벡스,-87,-94,10771,+30400,▲,+500
'318060,그래피,-41,-92,22324,+50900,▲,+4700
'300080,플리토,-48,-91,19000,-12270,▼,-260
'413630,씨피시스템,-190,-90,4735,+3965,▲,+70
'141080,리가켐바이오,-5,-90,184869,+213000,▲,+13100
'049630,재영솔루텍,-275,-89,3249,+3080,▲,+15
'054450,텔레칩스,-62,-89,14367,+13150,▲,+180
'039030,이오테크닉스,-3,-89,262292,+425000,▲,+12500
'121890,에스디시스템,-490,-86,1750,1329,-,0
'200710,에이디테크놀로지,-30,-85,28763,+47250,▲,+650
'096350,대창솔루션,-386,-85,2202,+3730,▲,+90
'214370,케어젠,-11,-84,73643,+111700,▲,+1700
'131970,두산테스나,-19,-83,42767,+99900,▲,+8000
