종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'005935,삼성전자우,+2746,+38628,140673,-130900,▼,-8300
'028260,삼성물산,+424,+12728,299943,-270500,▼,-27000
'034020,두산에너빌리티,+1063,+11365,106928,-99000,▼,-10600
'128940,한미약품,+188,+10487,556686,-495500,▼,-64500
'042660,한화오션,+702,+9117,129947,-116200,▼,-12900
'078600,대주전자재료,+656,+8285,126371,-121600,▼,-4600
'009830,한화솔루션,+1531,+8279,54089,-45000,▼,-6700
'100840,SNT에너지,+1399,+7485,53492,-52600,▼,-700
'011070,LG이노텍,+237,+6964,294187,-283500,▼,-12500
'042700,한미반도체,+196,+6046,309066,-295000,▼,-14500
'100090,SK오션플랜트,+2378,+5887,24751,+26150,▲,+600
'028050,삼성E&A,+1531,+5376,35112,-34250,▼,-1050
'010060,OCI홀딩스,+233,+4805,206112,-187500,▼,-15500
'052690,한전기술,+266,+4680,175783,-156900,▼,-18600
'192820,코스맥스,+213,+4270,200419,-192400,▼,-3700
'178320,서진시스템,+835,+3982,47706,-44250,▼,-3750
'377300,카카오페이,+610,+3871,63414,-58000,▼,-6300
'0126Z0,삼성에피스홀딩스,+66,+3663,551701,-505000,▼,-47000
'064760,티씨케이,+144,+3606,249683,-232500,▼,-20500
'015760,한국전력,+700,+3506,50078,-45500,▼,-3650
'051600,한전KPS,+470,+3149,66967,-62800,▼,-4700
'051910,LG화학,+101,+3119,308892,-288000,▼,-22000
'006400,삼성SDI,+74,+2976,402525,-371500,▼,-29000
'402340,SK스퀘어,+49,+2942,606318,-550000,▼,-58000
'023530,롯데쇼핑,+247,+2800,113554,-101400,▼,-12100
'003160,디아이,+727,+2796,38433,-34100,▼,-4650
'001120,LX인터내셔널,+592,+2795,47258,-46000,▼,-1150
'000250,삼천당제약,+33,+2772,848598,+923000,▲,+16000
'105560,KB금융,+174,+2723,156116,-144600,▼,-10600
'001040,CJ,+128,+2643,206419,-191000,▼,-16000
'319660,피에스케이,+314,+2608,83047,-78300,▼,-8100
'161890,한국콜마,+336,+2575,76565,-76000,▼,-700
'024110,기업은행,+1055,+2547,24151,-23050,▼,-1050
'031980,피에스케이홀딩스,+223,+2488,111739,-102100,▼,-9300
'445680,큐리옥스바이오시스템즈,+200,+2449,122311,-110000,▼,-11700
'003490,대한항공,+938,+2420,25794,-24200,▼,-2150
'267270,HD건설기계,+177,+2365,133458,-126400,▼,-6600
'456040,OCI,+238,+2332,97895,-93400,▼,-4400
'023160,태광,+665,+2329,35033,-34000,▼,-1700
'006360,GS건설,+740,+2271,30697,-30050,▼,-1750
'007810,코리아써키트,+345,+2234,64771,-59900,▼,-4700
'222800,심텍,+355,+2215,62477,-55400,▼,-7100
'010950,S-Oil,+191,+2144,112291,-103000,▼,-8800
'086790,하나금융지주,+187,+2130,114190,-105600,▼,-7600
'004020,현대제철,+555,+2090,37687,-34150,▼,-3300
'112610,씨에스윈드,+296,+1981,67000,-60600,▼,-5500
'000210,DL,+306,+1963,64232,-61800,▼,-3100
'120110,코오롱인더,+277,+1953,70605,-65300,▼,-4800
'217590,티엠씨,+818,+1880,22986,+25650,▲,+2050
'011780,금호석유화학,+138,+1841,133495,-125500,▼,-6400
'000270,기아,+109,+1830,168436,-161600,▼,-6900
'278470,에이피알,+49,+1760,361412,-321500,▼,-38000
