종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'036620,감성코퍼레이션,+2365,+1380,5836,-5340,[v],-440
'033100,제룡전기,+353,+1374,38943,-45600,[v],-1450
'014620,성광벤드,+404,+1364,33728,+34450,[^],+1300
'196170,알테오젠,+32,+1339,418787,-354000,[v],-27000
'347850,디앤디파마텍,+109,+1307,119575,-71300,[v],-6300
'257720,실리콘투,+232,+1255,54128,-37800,[v],-1000
'141080,리가켐바이오,+110,+1242,113190,-198700,[v],-14800
'087010,펩트론,+67,+1231,185079,-295500,[v],-7500
'030520,한글과컴퓨터,+371,+1183,31861,-19740,[v],-710
'298380,에이비엘바이오,+128,+954,74816,-171600,[v],-8500
'119850,지엔씨에너지,+282,+920,32645,-31900,[v],-1300
'115450,HLB테라퓨틱스,+851,+756,8884,-3035,[v],-35
'086900,메디톡스,+47,+754,161182,-101200,[v],-2400
'214450,파마리서치,+15,+722,496108,-304500,[v],-9000
'083650,비에이치아이,+157,+690,43887,+95100,[^],+300
'310200,애니플러스,+1384,+630,4556,-2745,[v],-45
'124500,아이티센글로벌,+228,+590,25876,-46500,[v],-400
'000250,삼천당제약,+32,+528,163302,+1150000,[^],+39000
'082270,젬백스,+70,+489,69915,-40950,[v],-100
'047560,이스트소프트,+213,+459,21574,-13060,[v],-600
'295310,에이치브이엠,+167,+456,27378,-87700,[v],-7500
'005290,동진쎄미켐,+151,+442,29398,-44500,[v],-2000
'194700,노바렉스,+239,+439,18384,-13650,[v],-350
'082920,비츠로셀,+126,+394,31262,+38050,[^],+3300
'475960,토모큐브,+128,+389,30432,-55200,[v],-2400
'204270,제이앤티씨,+191,+362,18930,-16500,[v],-470
'356860,티엘비,+170,+362,21301,-67200,[v],-5900
'098070,한텍,+83,+333,39869,+48500,[^],+2600
'389020,자람테크놀로지,+75,+326,43710,-49850,[v],-3450
'263860,지니언스,+149,+308,20616,-13070,[v],-390
'089030,테크윙,+86,+286,33216,-48900,[v],-3100
'060370,LS마린솔루션,+99,+280,28268,+29150,[^],+750
'071280,로체시스템즈,+196,+265,13467,-7590,[v],-360
'064260,다날,+411,+263,6392,-6180,[v],-250
'457370,한켐,+301,+255,8473,-8040,[v],-310
'348370,엔켐,+42,+239,56854,-40950,[v],-1750
'059090,미코,+158,+228,14407,-13050,[v],-530
'310210,보로노이,+24,+221,93973,+318500,[^],+5000
'419530,SAMG엔터,+25,+206,82321,-32950,[v],-1000
'033500,동성화인텍,+72,+201,27856,-22050,[v],-1250
'041510,에스엠,+14,+187,136071,-89200,[v],-1800
'091700,파트론,+273,+175,6404,-7940,[v],-460
'036930,주성엔지니어링,+55,+168,30786,-64200,[v],-5800
'042370,비츠로테크,+187,+168,8958,+11550,[^],+110
'086450,동국제약,+93,+160,17120,+23100,[^],+800
'158430,아톤,+179,+160,8892,-6180,[v],-220
'028300,HLB,+30,+153,50668,+53500,[^],+200
'304100,솔트룩스,+32,+150,47241,-22050,[v],-950
'397030,에이프릴바이오,+80,+145,18137,-58600,[v],-5000
'376300,디어유,+26,+139,53159,-30900,[v],-1550
'123330,제닉,+33,+138,41517,-30450,[v],-2150
'038010,제일테크노스,+200,+138,6894,-6040,[v],-150
'377030,비트맥스,+285,+134,4680,-700,[v],-15
'388050,지투파워,+115,+133,11523,-10980,[v],-210
'023160,태광,+57,+129,22443,-34500,[v],-150
'094480,갤럭시아머니트리,+103,+128,12478,-8130,[v],-320
'323350,다원넥스뷰,+178,+125,7011,-10410,[v],-890
'161580,필옵틱스,+30,+124,41806,-38200,[v],-1300
'136150,원일티엔아이,+42,+119,28239,-17730,[v],-440
'045660,에이텍,+72,+116,16249,-9370,[v],-130
'122640,예스티,+61,+111,18156,-20100,[v],-700
'900290,GRT,+371,+110,2950,-5400,[v],-30
'039200,오스코텍,+37,+103,28059,-52200,[v],-2100
'270660,에브리봇,+58,+98,17026,-16100,[v],-790
'460930,현대힘스,+47,+98,20768,-17860,[v],-1000
'067160,SOOP,+11,+94,88578,-59200,[v],-2000
'290650,엘앤씨바이오,+31,+91,29756,-68700,[v],-4700
'032190,다우데이타,+57,+89,15540,-23100,[v],-1050
'085660,차바이오텍,+81,+87,10728,-18530,[v],-1150
'347860,알체라,+356,+85,2378,-1821,[v],-26
'402030,코난테크놀로지,+23,+84,37053,-18350,[v],-650
'043360,디지아이,+371,+83,2248,+2540,[^],+85
'473980,노머스,+27,+78,28383,-17150,[v],-330
'042420,네오위즈홀딩스,+25,+76,31044,-23400,[v],-600
'098460,고영,+49,+76,15511,-26050,[v],-1250
'950160,코오롱티슈진,+17,+74,43396,-117300,[v],-9700
'058610,에스피지,+29,+72,24972,-106900,[v],-4400
'332570,PS일렉트로닉스,+191,+70,3664,-5080,[v],-230
'458650,성우,+55,+68,12520,-12410,[v],-220
'054040,한국컴퓨터,+136,+68,4995,-5090,[v],-80
'044490,태웅,+17,+68,39677,+47550,[^],+600
'057680,티사이언티픽,+469,+68,1441,-614,[v],-1
'090850,현대이지웰,+100,+65,6507,-6140,[v],-120
'189300,인텔리안테크,+13,+65,50998,-119600,[v],-9500
'036030,케이티알파,+136,+63,4651,-4845,[v],-25
'129920,대성하이텍,+109,+62,5691,-12630,[v],-1740
'131290,티에스이,+16,+62,39018,+111100,[^],+800
'340450,지씨지놈,+64,+61,9488,-7970,[v],-190
