종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'140410,메지온,-10175,-86487,85000,+91600,▲,+100
'047040,대우건설,-11117,-17941,16138,+19110,▲,+2940
'263750,펄어비스,-3739,-17553,46946,-41500,▼,-4500
'0131V0,1Q 미국우주항공테크,-8616,-10821,12559,+12690,▲,+135
'440110,파두,-1832,-10593,57837,+59200,▲,+2200
'017670,SK텔레콤,-1250,-9837,78673,+78800,▲,+600
'456160,지투지바이오,-984,-8606,87457,+89200,▲,+2300
'005380,현대차,-147,-7719,526085,522000,-,0
'089030,테크윙,-1169,-6866,58742,-58000,▼,-500
'373220,LG에너지솔루션,-183,-6806,372172,+374000,▲,+3000
'277810,레인보우로보틱스,-80,-5746,717754,-667000,▼,-51000
'310210,보로노이,-178,-5692,320598,+325500,▲,+5500
'005490,POSCO홀딩스,-163,-5502,338067,+343500,▲,+5500
'189300,인텔리안테크,-445,-5489,123470,-122300,▼,-1100
'352820,하이브,-154,-5448,353643,-346500,▼,-8000
'397030,에이프릴바이오,-825,-5161,62549,+64800,▲,+2300
'247540,에코프로비엠,-266,-5073,190599,+191200,▲,+1500
'043260,성호전자,-1255,-5070,40413,+45000,▲,+5000
'035420,NAVER,-214,-4728,220798,+221500,▲,+1000
'036930,주성엔지니어링,-759,-4667,61484,+72800,▲,+11800
'115180,큐리언트,-1022,-4525,44285,+45250,▲,+200
'000270,기아,-219,-3743,171003,-170400,▼,-100
'051910,LG화학,-122,-3727,305548,+309500,▲,+6000
'329180,HD현대중공업,-63,-3573,569759,-562000,▼,-5000
'015760,한국전력,-732,-3538,48362,+49100,▲,+800
'035720,카카오,-696,-3485,50070,+50200,▲,+200
'278470,에이피알,-93,-3415,368121,-361500,▼,-7500
'389470,인벤티지랩,-422,-3347,79332,+80600,▲,+1800
'171090,선익시스템,-301,-3152,104574,-103000,▼,-500
'402340,SK스퀘어,-52,-3128,603042,-602000,▼,-9000
