종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'402340,SK스퀘어,+186,+11273,605335,-550000,▼,-58000
'028260,삼성물산,+335,+10065,300091,-270500,▼,-27000
'131970,두산테스나,+834,+8171,97931,-102000,▼,-400
'090460,비에이치,+3729,+8074,21651,+23450,▲,+1300
'141080,리가켐바이오,+374,+8033,214662,-188500,▼,-24500
'009830,한화솔루션,+1150,+6203,53940,-45000,▼,-6700
'034020,두산에너빌리티,+544,+5997,110279,-99000,▼,-10600
'078600,대주전자재료,+434,+5525,127442,-121600,▼,-4600
'388210,씨엠티엑스,+349,+5240,149981,-140600,▼,-10600
'489790,한화비전,+555,+4837,87215,-77800,▼,-9600
'003160,디아이,+1178,+4527,38442,-34100,▼,-4650
'047050,포스코인터내셔널,+544,+4196,77118,-75600,▼,-1400
'028050,삼성E&A,+1083,+3833,35385,-34250,▼,-1050
'010060,OCI홀딩스,+165,+3398,205338,-187500,▼,-15500
'417200,LS머트리얼즈,+1322,+3359,25407,-22850,▼,-2450
'064760,티씨케이,+132,+3346,252553,-232500,▼,-20500
'083650,비에이치아이,+295,+3237,109682,-100700,▼,-8800
'241710,코스메카코리아,+402,+3155,78412,+77400,▲,+600
'032500,케이엠더블유,+1034,+3150,30473,-27800,▼,-5150
'006360,GS건설,+971,+2976,30645,-30050,▼,-1750
'222800,심텍,+472,+2924,62016,-55400,▼,-7100
'044490,태웅,+536,+2903,54183,-51300,▼,-6000
'257720,실리콘투,+740,+2900,39172,-37800,▼,-700
'138080,오이솔루션,+802,+2709,33798,-31600,▼,-2300
'105560,KB금융,+171,+2669,156280,-144600,▼,-10600
'036570,엔씨소프트,+115,+2618,228413,-213000,▼,-15000
'166090,하나머티리얼즈,+414,+2573,62107,-57900,▼,-4100
'100840,SNT에너지,+476,+2498,52527,-52600,▼,-700
'003230,삼양식품,+21,+2447,1146441,-1127000,▼,-24000
'140860,파크시스템스,+88,+2438,277050,-256000,▼,-17000
'213420,덕산네오룩스,+509,+2425,47694,+48500,▲,+550
'052900,KX하이텍,+21068,+2307,1095,-1105,▼,-64
'319660,피에스케이,+278,+2304,82912,-78300,▼,-8100
'006260,LS,+76,+2303,304744,-270500,▼,-33000
'218410,RFHIC,+267,+2198,82247,-70500,▼,-10400
'207940,삼성바이오로직스,+14,+2197,1618681,-1520000,▼,-81000
'024850,HLB이노베이션,+4250,+2147,5053,-4555,▼,-390
'000150,두산,+18,+2122,1184870,-1062000,▼,-124000
'006800,미래에셋증권,+307,+2120,69051,-60300,▼,-7400
'192820,코스맥스,+102,+2033,199030,-192400,▼,-3700
'097230,HJ중공업,+702,+1994,28420,-26400,▼,-2050
'322000,HD현대에너지솔루션,+143,+1954,136841,+135300,▲,+4300
'425420,티에프이,+315,+1917,60874,-59200,▼,-8300
'011170,롯데케미칼,+224,+1909,85339,-79000,▼,-5200
'088980,맥쿼리인프라,+1546,+1782,11524,-11370,▼,-140
