종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'000250,삼천당제약,+39,+2435,626043,+634000,[^],+25000
'058470,리노공업,+184,+1932,105054,+108200,[^],+9100
'214450,파마리서치,+65,+1897,292555,-290500,[v],-2000
'010170,대한광통신,+1315,+1680,12779,+12740,[^],+2620
'043260,성호전자,+362,+1623,44883,+45950,[^],+1950
'039200,오스코텍,+265,+1306,49235,+49100,[^],+300
'257720,실리콘투,+328,+1291,39366,+39350,[^],+200
'200710,에이디테크놀로지,+209,+1151,55027,+55200,[^],+7000
'440110,파두,+225,+1142,50797,+50500,[^],+1250
'050890,쏠리드,+609,+1017,16692,+16300,[^],+1230
'141080,리가켐바이오,+38,+666,174627,-175200,[v],-6200
'218410,RFHIC,+64,+580,91262,+88700,[^],+2300
'098460,고영,+210,+564,26893,+26450,[^],+250
'090710,휴림로봇,+512,+557,10875,+10880,[^],+80
'347700,스피어,+117,+548,46646,-45550,[v],-650
'263750,펄어비스,+81,+513,63275,-63200,[v],-3000
'178320,서진시스템,+110,+491,44645,-45200,[v],-750
'086520,에코프로,+33,+474,143002,-141900,[v],-500
'419530,SAMG엔터,+142,+470,33044,+32750,[^],+700
'046970,우리로,+560,+432,7711,+7700,[^],+300
'062970,한국첨단소재,+1088,+389,3577,+3575,-,+825
'473980,노머스,+215,+385,17932,+17930,[^],+280
'092070,디엔에프,+178,+352,19783,+19340,[^],+50
'086450,동국제약,+124,+337,27263,+27900,[^],+50
'005290,동진쎄미켐,+70,+322,46185,-45750,[v],-450
'196170,알테오젠,+8,+316,378993,+366000,[^],+14000
'388790,라이콤,+550,+297,5396,-5340,[v],-60
'086900,메디톡스,+30,+295,99818,-99400,[v],-100
'357780,솔브레인,+8,+286,372723,-373000,[v],-2000
'123860,아나패스,+164,+280,17062,+17100,[^],+470
'036540,SFA반도체,+429,+277,6448,+6420,[^],+140
'095340,ISC,+11,+271,242792,+237000,[^],+1000
'003380,하림지주,+198,+269,13614,-13540,[v],-80
'080220,제주반도체,+69,+269,39100,-38500,[v],-200
'174900,앱클론,+48,+267,55736,-56300,[v],-800
'058610,에스피지,+25,+266,106050,-106200,[v],-1600
'247540,에코프로비엠,+14,+261,192018,-192600,[v],-4300
'474610,RF시스템즈,+211,+260,12335,+12150,[^],+1520
'389260,대명에너지,+96,+257,26864,+26950,[^],+2300
'035600,KG이니시스,+234,+240,10271,+10250,[^],+180
'143160,아이디스,+132,+233,17636,+17510,[^],+90
'037460,삼지전자,+78,+231,29545,+28600,[^],+1000
'297090,씨에스베어링,+239,+220,9197,+9140,[^],+1180
'082920,비츠로셀,+52,+212,40668,+40400,[^],+1700
'192440,슈피겐코리아,+78,+203,26067,+26700,[^],+2200
'123330,제닉,+68,+202,29667,-28400,[v],-4000
'361390,제노코,+70,+199,28234,+28150,[^],+350
'114810,한솔아이원스,+156,+198,12750,-12750,[v],-250
'219130,타이거일렉,+73,+197,27202,+27450,[^],+400
'187870,디바이스,+90,+194,21667,+21200,[^],+1000
'189300,인텔리안테크,+16,+192,120436,+116300,[^],+1900
'053030,바이넥스,+170,+188,11050,-11020,[v],-150
'089970,브이엠,+45,+187,41805,+41400,[^],+750
'084370,유진테크,+16,+185,119258,-119900,[v],-5600
'014620,성광벤드,+45,+178,39531,+39350,[^],+3150
'458870,씨어스테크놀로지,+35,+171,48325,-47650,[v],-1550
'230240,에치에프알,+49,+170,34826,-33900,[v],-50
'468530,프로티나,+25,+160,63134,-63200,[v],-1200
'175140,휴먼테크놀로지,+376,+160,4246,+4190,[^],+155
'204610,티쓰리,+611,+156,2547,+2545,[^],+55
