종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,+5243,+537385,1025000,+1032000,[^],+5000
'012450,한화에어로스페이스,+305,+46861,1537485,+1537000,[^],+30000
'062040,산일전기,+2405,+40886,170023,+175000,[^],+21500
'402340,SK스퀘어,+547,+31013,566833,+576000,[^],+8000
'298040,효성중공업,+96,+28849,3006013,+3032000,[^],+92000
'007660,이수페타시스,+2432,+28834,118582,+118400,[^],+3500
'010130,고려아연,+138,+22601,1639508,+1654000,[^],+73000
'267260,HD현대일렉트릭,+211,+21151,1000901,+1005000,[^],+6000
'068270,셀트리온,+922,+18042,195767,-195500,[v],-4200
'008350,남선알미늄,+54384,+14708,2704,+2865,-,+660
'034020,두산에너빌리티,+1426,+14221,99764,-98700,[v],-1500
'000810,삼성화재,+277,+12944,467219,+470000,[^],+500
'192820,코스맥스,+643,+12695,197533,+199300,[^],+12600
'278470,에이피알,+313,+12532,400613,+400000,[^],+7000
'032830,삼성생명,+510,+11923,233874,+235500,[^],+1000
'489790,한화비전,+1548,+11371,73461,+74600,[^],+2100
'033780,KT&G,+671,+11098,165453,+165200,[^],+900
'352820,하이브,+417,+10396,249020,-249500,[v],-4500
'012330,현대모비스,+255,+9922,389402,-392000,[v],-10500
'017960,한국카본,+1715,+8592,50100,+51100,[^],+4550
'071970,HD현대마린엔진,+981,+8227,83862,+84400,[^],+4100
'028260,삼성물산,+276,+8194,296588,-289500,[v],-13000
'097950,CJ제일제당,+339,+8126,239941,+240500,[^],+2000
'128940,한미약품,+146,+7366,503536,+505000,[^],+5000
'139480,이마트,+791,+7286,92059,-92400,[v],-2000
'005935,삼성전자우,+435,+6018,138488,-138500,[v],-1900
'307950,현대오토에버,+158,+6005,380195,-384500,[v],-7000
'207940,삼성바이오로직스,+38,+5844,1549230,-1558000,[v],-13000
'336260,두산퓨얼셀,+1459,+5335,36553,+37000,[^],+800
'035720,카카오,+1110,+5218,47011,-47150,[v],-550
'096770,SK이노베이션,+382,+4644,121655,-121800,[v],-600
'483650,달바글로벌,+242,+4457,183921,+187900,[^],+8900
'229640,LS에코에너지,+965,+4214,43674,-43750,[v],-1000
'259960,크래프톤,+171,+4111,240234,+242000,[^],+4500
'001120,LX인터내셔널,+748,+3727,49804,+49400,[^],+2000
'051900,LG생활건강,+141,+3527,250646,-247000,[v],-2000
'009450,경동나비엔,+495,+3329,67256,+69000,[^],+4700
'007340,DN오토모티브,+938,+3233,34445,-35200,[v],-150
'018260,삼성에스디에스,+218,+3231,148189,-148400,[v],-300
'001680,대상,+1441,+3039,21089,+20950,[^],+100
'034730,SK,+87,+3006,346817,-349000,[v],-5000
'112610,씨에스윈드,+466,+2991,64198,-65800,[v],-1400
'066570,LG전자,+257,+2985,115959,-115000,[v],-3400
'015760,한국전력,+621,+2660,42815,-42150,[v],-1250
'003490,대한항공,+1039,+2491,23980,-24100,[v],-600
'282330,BGF리테일,+182,+2301,126537,-126600,[v],-4500
'443060,HD현대마린솔루션,+124,+2280,184071,-183800,[v],-2600
'000210,DL,+350,+2203,62946,-63000,[v],-2600
'004170,신세계,+64,+2195,343149,+343500,[^],+2500
'077970,STX엔진,+625,+2094,33508,+33650,[^],+450
'251270,넷마블,+391,+1994,50977,+50400,[^],+100
'120110,코오롱인더,+227,+1967,86748,-87200,[v],-200
'248070,솔루엠,+1039,+1904,18314,+18520,[^],+530
'006260,LS,+65,+1877,290553,293500,-,0
'217590,티엠씨,+528,+1827,34590,+31450,-,+7250
'005385,현대차우,+77,+1809,235279,-235000,[v],-4500
'002380,KCC,+36,+1791,500927,-505000,[v],-21000
'014830,유니드,+203,+1697,83786,+84200,[^],+2300
'271560,오리온,+128,+1679,131528,-131400,[v],-1000
'082740,한화엔진,+330,+1524,46162,+45900,[^],+150
'001250,GS글로벌,+4228,+1447,3422,-3475,[v],-85
'204320,HL만도,+288,+1423,49373,-49750,[v],-750
'001040,CJ,+69,+1392,201775,-201500,[v],-3500
'195870,해성디에스,+247,+1388,56321,+56600,[^],+1700
'001430,세아베스틸지주,+218,+1360,62426,+63300,[^],+200
'017900,광전자,+1037,+1317,12696,+13680,-,+3150
'023530,롯데쇼핑,+126,+1314,104242,-104300,[v],-2500
'008770,호텔신라,+267,+1308,48990,-48500,[v],-1600
'069620,대웅제약,+84,+1274,151515,+151600,[^],+1200
'004800,효성,+86,+1269,147192,-148100,[v],-1200
'241560,두산밥캣,+187,+1252,66903,-68100,[v],-1400
'003720,삼영,+1510,+1161,7684,+7850,[^],+450
'014680,한솔케미칼,+47,+1143,243720,-260500,[v],-16500
'103590,일진전기,+145,+1118,76956,+82800,[^],+1800
'051915,LG화학우,+67,+1116,165811,-164800,[v],-3700
'145720,덴티움,+201,+1060,52611,+52700,[^],+1200
'005940,NH투자증권,+316,+1058,33464,-33850,[v],-200
'454910,두산로보틱스,+108,+944,87459,-87700,[v],-1800
'005690,파미셀,+570,+930,16308,+16870,[^],+130
