종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'417200,LS머트리얼즈,+25767,+26002,10091,-18350,[v],-770
'039030,이오테크닉스,+574,+11948,208183,-391000,[v],-26000
'000250,삼천당제약,+562,+11440,203672,+1150000,[^],+39000
'200670,휴메딕스,+1023,+7497,73289,-34700,[v],-1100
'196170,알테오젠,+149,+7145,479539,-354000,[v],-27000
'389650,넥스트바이오메디컬,+788,+3980,50485,-75900,[v],-3400
'213420,덕산네오룩스,+951,+3932,41357,-50100,[v],-2900
'257720,실리콘투,+682,+3454,50617,-37800,[v],-1000
'083650,비에이치아이,+971,+3392,34936,+95100,[^],+300
'098460,고영,+2300,+3368,14639,-26050,[v],-1250
'086900,메디톡스,+182,+2766,152282,-101200,[v],-2400
'263750,펄어비스,+719,+2649,36874,+69200,[^],+10400
'107640,한중엔시에스,+899,+2586,28773,-51000,[v],-400
'082270,젬백스,+458,+2408,52595,-40950,[v],-100
'389140,포바이포,+1497,+2392,15978,-8660,[v],-490
'087010,펩트론,+80,+2308,288951,-295500,[v],-7500
'051980,중앙첨단소재,+8012,+2265,2827,-1490,[v],-61
'014620,성광벤드,+708,+2231,31526,+34450,[^],+1300
'308430,셀비온,+815,+2078,25485,+31700,[^],+500
'028300,HLB,+399,+2004,50173,+53500,[^],+200
'195940,HK이노엔,+460,+1997,43389,-50300,[v],-2800
'445680,큐리옥스바이오시스템즈,+465,+1803,38768,-110500,[v],-2700
'357780,솔브레인,+86,+1785,207783,-385500,[v],-10500
'189300,인텔리안테크,+354,+1766,49944,-119600,[v],-9500
'048410,현대바이오,+1164,+1641,14099,-13850,[v],-170
'084370,유진테크,+356,+1516,42600,-110900,[v],-5900
'452430,사피엔반도체,+487,+1511,31020,-30950,[v],-1900
'089030,테크윙,+522,+1450,27771,-48900,[v],-3100
'352480,씨앤씨인터내셔널,+328,+1449,44223,-26300,[v],-600
'052400,코나아이,+258,+1431,55475,-53500,[v],-2700
'140860,파크시스템스,+50,+1374,274541,-243500,[v],-12000
'222800,심텍,+576,+1304,22657,-52200,[v],-4000
'323280,태성,+462,+1302,28186,-54800,[v],-3200
'241710,코스메카코리아,+192,+1272,66320,-81900,[v],-2700
'158430,아톤,+1450,+1257,8670,-6180,[v],-220
'114190,강원에너지,+1043,+1246,11952,-12470,[v],-370
'015750,성우하이텍,+1959,+1210,6176,-8630,[v],-330
'007390,네이처셀,+439,+1199,27335,-17810,[v],-470
'025980,아난티,+1311,+1188,9060,-6690,[v],-330
'240810,원익IPS,+417,+1152,27597,-114500,[v],-6500
'053300,한국정보인증,+1519,+1115,7343,-5710,[v],-160
'096530,씨젠,+350,+1046,29907,-22500,[v],-850
'086390,유니테스트,+783,+1023,13059,-16400,[v],-790
'101490,에스앤에스텍,+218,+1017,46577,-80400,[v],-3100
'094480,갤럭시아머니트리,+989,+1010,10212,-8130,[v],-320
'033100,제룡전기,+266,+1005,37827,-45600,[v],-1450
'095610,테스,+395,+977,24696,-57400,[v],-3500
