종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'078160,메디포스트,+1810,+2041,11281,-23200,[v],-1200
'222800,심텍,+552,+1291,23394,-52200,[v],-4000
'012700,리드코프,+1559,+965,6189,+3565,[^],+5
'083650,비에이치아이,+239,+959,40077,+95100,[^],+300
'058470,리노공업,+149,+738,49444,-99700,[v],-5200
'332570,PS일렉트로닉스,+1954,+702,3590,-5080,[v],-230
'082270,젬백스,+118,+686,57911,-40950,[v],-100
'031980,피에스케이홀딩스,+184,+650,35342,-98800,[v],-900
'000250,삼천당제약,+39,+650,164712,+1150000,[^],+39000
'094480,갤럭시아머니트리,+472,+582,12336,-8130,[v],-320
'232140,와이씨,+517,+538,10399,-17850,[v],-890
'108490,로보티즈,+85,+506,59499,-242500,[v],-12500
'403870,HPSP,+190,+493,25906,-42900,[v],-2250
'214150,클래시스,+78,+472,60225,-52900,[v],-1100
'042000,카페24,+90,+432,48248,-26950,[v],-850
'358570,지아이이노베이션,+183,+393,21475,-13890,[v],-790
'064260,다날,+626,+379,6056,-6180,[v],-250
'115450,HLB테라퓨틱스,+444,+372,8392,-3035,[v],-35
'131970,두산테스나,+109,+311,28476,-102900,[v],-5400
'192250,케이사인,+223,+283,12673,+10190,[^],+110
'293490,카카오게임즈,+156,+264,16954,-12260,[v],-940
'123330,제닉,+64,+256,39778,-30450,[v],-2150
'323350,다원넥스뷰,+360,+253,7021,-10410,[v],-890
'092070,디엔에프,+191,+246,12853,-19120,[v],-1280
'025980,아난티,+274,+230,8395,-6690,[v],-330
'007390,네이처셀,+76,+226,29715,-17810,[v],-470
'005290,동진쎄미켐,+73,+225,30831,-44500,[v],-2000
'402030,코난테크놀로지,+48,+210,43483,-18350,[v],-650
'030520,한글과컴퓨터,+75,+210,28114,-19740,[v],-710
'049960,쎌바이오텍,+148,+200,13470,-14340,[v],-350
'183300,코미코,+28,+196,71149,-103400,[v],-4100
'019210,와이지-원,+300,+186,6190,+12950,[^],+380
'095610,테스,+76,+186,24490,-57400,[v],-3500
'419530,SAMG엔터,+27,+184,68847,-32950,[v],-1000
'204270,제이앤티씨,+94,+183,19338,-16500,[v],-470
'063080,컴투스홀딩스,+49,+180,36633,-17310,[v],-690
'448280,에코아이,+136,+178,13107,-11560,[v],-360
'473980,노머스,+57,+175,30588,-17150,[v],-330
'161580,필옵틱스,+46,+173,37861,-38200,[v],-1300
'036000,예림당,+404,+167,4135,-3155,[v],-75
'452430,사피엔반도체,+71,+162,22839,-30950,[v],-1900
'059210,메타바이오메드,+332,+154,4653,-4305,[v],-190
'476060,온코닉테라퓨틱스,+65,+153,23698,-22900,[v],-150
'033500,동성화인텍,+58,+151,26175,-22050,[v],-1250
'122690,서진오토모티브,+536,+146,2717,-2525,[v],-25
'080160,모두투어,+113,+138,12210,-10860,[v],-350
'348370,엔켐,+21,+134,63734,-40950,[v],-1750
'006730,서부T&D,+158,+130,8226,-13100,[v],-630
'089010,켐트로닉스,+51,+126,24528,-27300,[v],-900
'377030,비트맥스,+288,+124,4321,-700,[v],-15
'203650,드림시큐리티,+313,+122,3905,-1620,[v],-60
'277810,레인보우로보틱스,+4,+121,291865,-544000,[v],-23000
'117730,티로보틱스,+100,+120,11996,-17580,[v],-730
'035610,솔본,+275,+120,4352,-3480,[v],-55
'090850,현대이지웰,+175,+119,6798,-6140,[v],-120
'234340,헥토파이낸셜,+54,+115,21293,-24650,[v],-1900
'059090,미코,+83,+114,13776,-13050,[v],-530
'091700,파트론,+173,+114,6598,-7940,[v],-460
'053030,바이넥스,+62,+110,17731,-11350,[v],-510
'305090,마이크로디지탈,+114,+108,9508,-6150,[v],-300
'114810,한솔아이원스,+112,+107,9522,-13590,[v],-410
'297090,씨에스베어링,+128,+104,8094,+8180,[^],+350
'106190,하이텍팜,+76,+102,13340,-22300,[v],-2700
'287840,인투셀,+27,+101,37665,-41400,[v],-3450
'060250,NHN KCP,+108,+101,9388,-16310,[v],-740
'114840,아이패밀리에스씨,+50,+98,19763,-11040,[v],-490
'080220,제주반도체,+66,+91,13892,-37050,[v],-3100
'372320,큐로셀,+29,+91,31176,-49850,[v],-1150
'323280,태성,+36,+91,25016,-54800,[v],-3200
'158430,아톤,+135,+90,6614,-6180,[v],-220
'015750,성우하이텍,+149,+89,5980,-8630,[v],-330
'340570,티앤엘,+14,+88,64533,-49800,[v],-2600
'217270,넵튠,+105,+86,8187,-4035,[v],-160
'044490,태웅,+27,+80,30090,+47550,[^],+600
'095190,이엠코리아,+374,+80,2136,-2175,[v],-85
'144960,뉴파워프라즈마,+144,+79,5486,-5100,[v],-280
'009780,엠에스씨,+89,+78,8809,-6870,[v],-130
'388720,유일로보틱스,+10,+78,77197,-89900,[v],-3000
'396270,넥스트칩,+102,+77,7560,-3805,[v],-195
'253840,수젠텍,+93,+75,8099,-4665,[v],-70
