종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'214450,파마리서치,-225,-8960,398084,+327500,▲,+7000
'310210,보로노이,-348,-7675,220770,+324500,▲,+4500
'108490,로보티즈,-265,-7129,269096,-260500,▼,-6500
'141080,리가켐바이오,-384,-6710,174951,+213000,▲,+13100
'196170,알테오젠,-123,-5568,450879,-354000,▼,-6000
'490470,세미파이브,-889,-3661,41179,-30900,▼,-350
'257720,실리콘투,-946,-3592,37992,+38600,▲,+2100
'358570,지아이이노베이션,-1298,-2333,17973,-14590,▼,-30
'458870,씨어스테크놀로지,-177,-2238,126392,-184800,▼,-4200
'058610,에스피지,-262,-2227,85066,-120300,▼,-2900
'277810,레인보우로보틱스,-40,-1899,478361,-668000,▼,-50000
'0015N0,아로마티카,-1843,-1657,8995,+9870,▲,+190
'237690,에스티팜,-138,-1654,120071,+150100,▲,+600
'213420,덕산네오룩스,-445,-1637,36818,+47700,▲,+3200
'0015S0,페스카로,-976,-1535,15732,+16600,▲,+170
'290650,엘앤씨바이오,-202,-1255,61980,+75700,▲,+300
'100790,미래에셋벤처투자,-919,-1178,12817,-22300,▼,-550
'261520,이지스,-1019,-1143,11219,-9260,▼,-220
'950250,테라뷰,-1437,-1083,7537,-8080,▼,-480
'464490,쿼드메디슨,-617,-945,15309,+15310,▲,+260
'469610,이노테크,-324,-829,25582,-19870,▼,-130
'126340,비나텍,-113,-737,65158,+143700,▲,+4300
'138080,오이솔루션,-531,-705,13289,+33900,▲,+2300
'298830,슈어소프트테크,-829,-697,8404,+7580,▲,+320
'220100,퓨쳐켐,-220,-671,30552,21000,-,0
'486990,노타,-152,-667,43835,-43000,▼,-1850
'089970,브이엠,-234,-664,28334,-47800,▼,-1000
'098460,고영,-248,-585,23592,-29050,▼,-650
'376930,노을,-2968,-562,1893,+1645,▲,+56
'124500,아이티센글로벌,-165,-542,32848,-61600,▼,-3600
'065660,안트로젠,-114,-525,46283,-42400,▼,-1500
'317690,퀀타매트릭스,-1047,-514,4907,+3675,▲,+75
'950140,잉글우드랩,-400,-449,11213,-12550,▼,-240
'452430,사피엔반도체,-122,-437,35893,-34900,▼,-1150
'0098T0,교보19호스팩,-2138,-429,2005,2065,-,0
'222800,심텍,-81,-408,50157,+62500,▲,+2400
'299170,더블유에스아이,-1578,-394,2495,+2635,▲,+40
'084370,유진테크,-53,-391,74285,-129200,▼,-2700
'013030,하이록코리아,-126,-388,30902,+37700,▲,+2400
'328130,루닛,-90,-369,41196,-36800,▼,-2100
'086890,이수앱지스,-675,-354,5250,+4875,▲,+15
'348210,넥스틴,-49,-348,71541,-79800,▼,-200
'006730,서부T&D,-252,-314,12467,14840,-,0
'140860,파크시스템스,-15,-312,207740,-272500,▼,-5000
'101360,에코앤드림,-165,-306,18470,+17340,▲,+40
'251970,펌텍코리아,-57,-300,52334,+47350,▲,+1750
'466100,클로봇,-47,-299,63708,+57000,▲,+800
'122870,와이지엔터테인먼트,-46,-296,64645,+60200,▲,+100
'036620,감성코퍼레이션,-503,-294,5849,-5430,▼,-50
'476830,알지노믹스,-17,-284,167277,+215000,▲,+1000
'388720,유일로보틱스,-33,-278,84816,-100200,▼,-700
'272110,케이엔제이,-128,-275,21527,-36400,▼,-1650
'084110,휴온스글로벌,-53,-257,48514,-67300,▼,-900
'437730,삼현,-45,-256,56511,-55400,▼,-600
'101160,월덱스,-118,-252,21314,+31200,▲,+150
'032820,우리기술,-675,-247,3663,-28400,▼,-550
'099320,쎄트렉아이,-39,-247,63514,-177800,▼,-8400
'039830,오로라,-168,-244,14497,+10320,▲,+90
'419530,SAMG엔터,-60,-233,38834,+35900,▲,+1450
'114840,아이패밀리에스씨,-166,-221,13338,+11700,▲,+510
'199800,툴젠,-33,-200,60076,+48250,▲,+650
'456010,아이씨티케이,-120,-193,16128,+14370,▲,+300
'161580,필옵틱스,-42,-186,44353,-39050,▼,-1050
'357780,솔브레인,-7,-185,256039,+430000,▲,+8000
'033500,동성화인텍,-69,-176,25728,+26650,▲,+400
'468530,프로티나,-15,-173,113830,-80500,▼,-1300
'464080,에스오에스랩,-116,-171,14788,+17120,▲,+440
'098070,한텍,-49,-152,31175,+47550,▲,+2950
'140410,메지온,-17,-148,87231,+91600,▲,+100
'315640,딥노이드,-448,-144,3218,+3615,▲,+105
'318060,그래피,-56,-131,23599,+50900,▲,+4700
'232140,와이씨,-87,-127,14496,+21150,▲,+450
'247540,에코프로비엠,-8,-126,156307,+190100,▲,+400
'119850,지엔씨에너지,-40,-125,31401,+35400,▲,+1750
'327260,RF머트리얼즈,-54,-123,22712,+73900,▲,+13400
'086390,유니테스트,-86,-118,13655,+19460,▲,+1140
'388870,파로스아이바이오,-115,-108,9417,-10100,▼,-290
'061090,세나테크놀로지,-24,-107,45082,+37300,▲,+200
'203400,에이비온,-352,-106,3022,-2710,▼,-45
'145020,휴젤,-5,-102,224857,+263500,▲,+1500
'214370,케어젠,-15,-100,67213,+111700,▲,+1700
'179900,유티아이,-48,-100,20565,20550,-,0
'030530,원익홀딩스,-21,-95,46137,+34350,▲,+1850
'216080,제테마,-150,-94,6247,+8650,▲,+130
'059090,미코,-70,-93,13429,+15080,▲,+510
'263720,디앤씨미디어,-74,-91,12365,+11900,▲,+310
'123410,코리아에프티,-107,-88,8193,-7250,▼,-80
'086450,동국제약,-51,-88,17298,+18800,▲,+900
'080580,오킨스전자,-83,-87,10452,-20350,▼,-500
'089890,코세스,-38,-81,21542,-25550,▼,-1250
'204270,제이앤티씨,-40,-80,19869,+18010,▲,+80
'101490,에스앤에스텍,-16,-79,48185,-85700,▼,-200
'058470,리노공업,-13,-76,60036,-112000,▼,-5100
'461300,아이스크림미디어,-43,-76,17579,-18810,▼,-180
'125490,한라캐스트,-35,-75,21387,+17140,▲,+880
'348340,뉴로메카,-22,-74,33901,-67000,▼,-2700
'484590,삼양컴텍,-56,-73,13061,-12490,▼,-230
'473980,노머스,-28,-71,25468,+19100,▲,+1240
'078600,대주전자재료,-10,-67,66220,+127500,▲,+7800
'246710,티앤알바이오팹,-185,-67,3639,-3040,▼,-30
