종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
332570,PS일렉트로닉스,KOSDAQ,,5370,+260,+5.09,+5140,+5410,+5120,751551,+136.20,253800000000,47265000
005440,현대지에프홀딩스,KOSPI,,15630,+670,+4.48,-14880,+15720,-14870,570594,+222.45,2436800000000,155904000
008930,한미사이언스,KOSPI,,38450,+850,+2.26,37600,+39000,37600,217102,+228.75,2629700000000,68392000
317330,덕산테코피아,KOSDAQ,,15860,-60,-0.38,15920,+16150,-15820,63993,+112.17,324800000000,20477000
001530,DI동일,KOSPI,,21850,-100,-0.46,+22000,+22050,-21400,71159,+192.75,431100000000,19729000
067310,하나마이크론,KOSDAQ,,34750,+1250,+3.73,+34000,+35350,+33700,1768323,+109.10,2308400000000,66428000
036010,아비코전자,KOSDAQ,,9390,+430,+4.80,+9090,+9800,-8950,431519,+108.09,124800000000,13293000
028050,삼성E&A,KOSPI,,35300,+2700,+8.28,+34500,+36150,+33850,3479926,+425.13,6918800000000,196000000
003670,포스코퓨처엠,KOSPI,,199200,+1200,+0.61,+201000,+202000,198000,213964,-71.74,17718100000000,88946000
014680,한솔케미칼,KOSPI,,294000,+10500,+3.70,+286500,+300000,+286000,53893,+118.73,3342800000000,11370000
140410,메지온,KOSDAQ,,91600,+100,+0.11,+96100,+97000,91500,837234,-24.71,2782900000000,30381000
192400,쿠쿠홀딩스,KOSPI,,29000,+500,+1.75,+28700,+29050,-28300,25937,+217.87,1031300000000,35562000
041510,에스엠,KOSDAQ,,98200,+1100,+1.13,+98000,+99800,+97600,83858,-78.92,2248300000000,22895000
052690,한전기술,KOSPI,,175500,+7500,+4.46,+170100,+178300,+169000,685396,+242.88,6707600000000,38220000
034020,두산에너빌리티,KOSPI,,109600,+3300,+3.10,+107500,+112100,-105600,8066734,+242.20,70205500000000,640561000
086450,동국제약,KOSDAQ,,18760,+860,+4.80,+18160,+19140,+18060,393207,+199.74,848500000000,45230000
084730,팅크웨어,KOSDAQ,,8860,+200,+2.31,8660,+8870,-8590,25405,+227.03,98400000000,11109000
084370,유진테크,KOSDAQ,,129400,-2500,-1.90,+132400,+133500,-129000,139388,-58.32,2965300000000,22916000
013890,지누스,KOSPI,,11430,-70,-0.61,11500,+11740,-11430,38198,-91.86,254400000000,22255000
200710,에이디테크놀로지,KOSDAQ,,47700,+1100,+2.36,+46700,+47750,-45450,177009,-84.86,641100000000,13441000
347850,디앤디파마텍,KOSDAQ,,78100,-800,-1.01,+81000,+81100,-78100,401148,-94.49,3400100000000,43535000
002840,미원상사,KOSPI,,137400,+1800,+1.33,+135700,+138200,+135700,1499,-80.20,652700000000,4750000
101970,우양에이치씨,KOSDAQ,,13800,+1700,+14.05,-12010,+13910,-11990,158937,+1729.08,204100000000,14790000
017960,한국카본,KOSPI,,49800,+1450,+3.00,+49350,+50800,-48200,398898,+101.28,2585000000000,51908000
272210,한화시스템,KOSPI,,136000,-5000,-3.55,-138200,-140500,-136000,1048257,-59.01,25693000000000,188919000
041440,현대에버다임,KOSDAQ,,8620,+530,+6.55,+8160,+8740,+8160,363699,+358.27,154400000000,17916000
178920,PI첨단소재,KOSPI,,22700,-400,-1.73,+23250,+23250,-21450,431629,+113.99,666600000000,29366000
014940,오리엔탈정공,KOSDAQ,,7170,+80,+1.13,+7130,+7300,-7030,181792,+112.56,326800000000,45574000
001430,세아베스틸지주,KOSPI,,66200,+1100,+1.69,+65500,+67700,+65500,143488,+110.66,2374100000000,35862000
018880,한온시스템,KOSPI,,4140,+30,+0.73,+4115,+4265,-4070,15391729,+110.64,4248700000000,1026263000
474650,링크솔루션,KOSDAQ,,62000,+200,+0.32,+62100,+63600,-61100,74902,-68.09,354300000000,5714000
123330,제닉,KOSDAQ,,24950,+1400,+5.94,+23800,+25350,-23500,193061,-79.71,198800000000,7969000
009150,삼성전기,KOSPI,,464500,-15000,-3.13,+487500,+488500,-455500,659890,-71.49,34695200000000,74694000
380550,뉴로핏,KOSDAQ,,22600,-350,-1.53,+23200,+23300,-22450,235940,-75.83,273300000000,12092000
136540,윈스테크넷,KOSDAQ,,11650,+210,+1.84,+11500,+11650,-11410,24057,+194.73,143100000000,12280000
089850,유비벨록스,KOSDAQ,,5500,+120,+2.23,+5660,+5710,+5480,169516,+581.05,81000000000,14730000
042660,한화오션,KOSPI,,129100,-900,-0.69,130000,+131600,-127700,853925,+147.33,39558000000000,306413000
336260,두산퓨얼셀,KOSPI,,41900,-4000,-8.71,+47850,+48000,-40250,2556676,+302.44,2744200000000,65494000
126340,비나텍,KOSDAQ,,143700,+4300,+3.08,+141200,+149700,+141200,82346,-68.47,998300000000,6947000
430690,한싹,KOSDAQ,,3870,+90,+2.38,+3925,+3925,-3730,34518,+126.58,42200000000,10895000
042000,카페24,KOSDAQ,,29850,+650,+2.23,+29650,+30100,-29100,77278,-85.39,724000000000,24253000
290550,디케이티,KOSDAQ,,21800,+2310,+11.85,+19890,+22850,+19630,1556973,+323.86,436000000000,20001000
007070,GS리테일,KOSPI,,20450,+500,+2.51,+20050,+20600,+20000,153995,+151.15,1709800000000,83607000
397030,에이프릴바이오,KOSDAQ,,64500,+2000,+3.20,+63100,+65600,+62600,931208,+301.44,1505600000000,23343000
090430,아모레퍼시픽,KOSPI,,140800,+6100,+4.53,+136100,+142900,+136000,282631,+298.89,8235800000000,58493000
085660,차바이오텍,KOSDAQ,,18950,+200,+1.07,+19230,+19640,+18880,516478,+112.66,1751500000000,92426000
441270,파인엠텍,KOSDAQ,,11560,+910,+8.54,+10810,+11770,+10730,1882752,+371.14,479300000000,41459000
005810,풍산홀딩스,KOSPI,,38450,+600,+1.59,+38000,+38550,-37800,47221,-90.32,554300000000,14417000
460930,현대힘스,KOSDAQ,,18020,+460,+2.62,+17750,+18130,+17660,177758,+221.94,639900000000,35511000
053030,바이넥스,KOSDAQ,,12570,+170,+1.37,+12530,+12930,+12440,162884,-75.54,410800000000,32684000
032960,동일기연,KOSDAQ,,16550,+110,+0.67,16440,+16590,-16390,11508,+168.64,58200000000,3519000
077970,STX엔진,KOSPI,,34350,+250,+0.73,+34250,+35300,-34000,131603,+127.43,1379100000000,40148000
137400,피엔티,KOSDAQ,,47900,+1150,+2.46,+47700,+49000,+47150,219226,+206.96,1134800000000,23691000
282720,금양그린파워,KOSDAQ,,16570,+270,+1.66,+16970,+17750,+16350,1594751,-44.09,200800000000,12120000
950160,코오롱티슈진,KOSDAQ,,98200,+1000,+1.03,97200,+99600,-96500,203785,-52.58,8175800000000,83256000
488280,에스투더블유,KOSDAQ,,15640,-60,-0.38,+15940,+16090,-15530,60349,+120.51,168400000000,10769000
192080,더블유게임즈,KOSPI,,50900,+600,+1.19,+50700,+52000,50300,89471,+131.11,1077700000000,21173000
088980,맥쿼리인프라,KOSPI,,11510,+70,+0.61,+11450,+11550,+11445,1794368,+129.42,5512400000000,478922000
417200,LS머트리얼즈,KOSDAQ,,25300,+1550,+6.53,+24150,+27000,+24100,12476503,+175.98,1711600000000,67653000
068760,셀트리온제약,KOSDAQ,,61300,+1100,+1.83,+60400,+61300,+60300,69614,-84.58,2677800000000,43684000
019990,에너토크,KOSDAQ,,9760,+610,+6.67,+9200,+9920,+9200,554766,+308.89,95200000000,9756000
179530,애드바이오텍,KOSDAQ,,1923,+132,+7.37,+1792,+1940,-1760,531496,+251.58,37800000000,19680000
089970,브이엠,KOSDAQ,,47650,-1150,-2.36,-48050,-48100,-45700,510867,-65.48,1163200000000,24412000
112040,위메이드,KOSDAQ,,22000,-100,-0.45,-22050,+22500,-21950,110842,-80.89,746900000000,33948000
047810,한국항공우주,KOSPI,,185700,-4700,-2.47,+191100,+191300,-185700,494496,-88.95,18101100000000,97475000
097800,윈팩,KOSDAQ,,418,+5,+1.21,413,+421,-405,420062,+147.76,57000000000,136450000
006260,LS,KOSPI,,303500,+13000,+4.48,+302500,+312000,+299000,169133,-85.76,9469200000000,31200000
025540,한국단자,KOSPI,,76500,+2200,+2.96,74300,+76900,74300,27891,+136.07,773800000000,10115000
092040,아미코젠,KOSDAQ,,1392,-6,-0.43,1398,+1448,-1353,2649069,+318.67,98400000000,70655000
100790,미래에셋벤처투자,KOSDAQ,,22300,-550,-2.41,+23250,+23250,-22300,922419,-75.33,1184700000000,53125000
199480,뱅크웨어글로벌,KOSDAQ,,4805,+75,+1.59,+4770,+4845,-4695,23872,-68.23,49000000000,10197000
033340,좋은사람들,KOSDAQ,,1721,+11,+0.64,1710,+1759,-1706,1286647,-70.94,166900000000,96951000
009830,한화솔루션,KOSPI,,51700,+1950,+3.92,+52900,+56800,+51300,14424069,+712.53,8886800000000,171893000
496130,TRUSTON 코리아밸류업액티브,KOSPI,,21850,+70,+0.32,+22065,+22095,+21845,1256,+102.11,13100000000,600000
078930,GS,KOSPI,,69000,+3600,+5.50,+65900,+70000,+65700,566567,+241.14,6411200000000,92915000
032640,LG유플러스,KOSPI,,15820,+200,+1.28,-15520,+16000,-15520,3319705,+267.75,6799900000000,429828000
226590,엠디바이스,KOSDAQ,,36200,-50,-0.14,+36900,+36950,-34850,602233,-31.02,384800000000,10631000
000270,기아,KOSPI,,168500,-2000,-1.17,+172100,+172500,-168500,2000787,+221.17,65784600000000,390413000
017040,광명전기,KOSPI,,1180,+34,+2.97,+1149,+1198,+1149,1195570,+128.00,51100000000,43338000
452430,사피엔반도체,KOSDAQ,,34850,-1200,-3.33,-35850,+36200,-34750,45353,-98.62,286400000000,8218000
120110,코오롱인더,KOSPI,,70100,-400,-0.57,-70100,+72500,-69000,240823,+131.63,1929100000000,27519000
223250,드림씨아이에스,KOSDAQ,,5160,+180,+3.61,+5030,+5230,+4990,72918,-84.20,126800000000,24577000
064960,SNT모티브,KOSPI,,32600,+350,+1.09,+32350,+32950,-32100,42716,-73.70,865200000000,26540000
294870,HDC현대산업개발,KOSPI,,24100,+2550,+11.83,+22200,+24300,+22050,926988,+369.51,1588400000000,65907000
006280,녹십자,KOSPI,,146900,+1700,+1.17,+146300,+149900,+146100,39979,-58.21,1716800000000,11687000
048470,대동스틸,KOSDAQ,,3350,+135,+4.20,+3225,+3360,3215,65233,+341.71,32300000000,9650000
356890,싸이버원,KOSDAQ,,3195,+50,+1.59,-3135,+3270,-3135,21601,-68.68,38200000000,11954000
212710,아이에스티이,KOSDAQ,,7970,+30,+0.38,+8030,+8070,-7900,67790,+103.30,76700000000,9623000
101360,에코앤드림,KOSDAQ,,17230,-70,-0.40,+17360,+17670,-17170,76128,-91.27,306500000000,17786000
078160,메디포스트,KOSDAQ,,22500,-700,-3.02,-22950,23200,-21900,177810,-89.62,882100000000,39205000
093520,매커스,KOSDAQ,,24850,-150,-0.60,+25250,+25250,-24700,47237,-80.23,352000000000,14163000
259630,엠플러스,KOSDAQ,,13500,+440,+3.37,+13260,+13710,+13080,255100,+109.42,163000000000,12074000
017670,SK텔레콤,KOSPI,,78800,+600,+0.77,+78300,+79000,-77100,1316759,+130.38,16925500000000,214790000
004370,농심,KOSPI,,380500,+9500,+2.56,+373500,+382000,+373500,19464,+100.15,2314400000000,6083000
451800,한화리츠,KOSPI,,5190,+50,+0.97,-5080,+5190,-5070,117788,-84.33,932100000000,179600000
023440,제이스코홀딩스,KOSDAQ,,652,-34,-4.96,686,+691,-651,553825,-69.30,58800000000,90143000
112290,와이씨켐,KOSDAQ,,26650,-150,-0.56,+26950,+27300,-26500,130188,-95.57,269400000000,10111000
249420,일동제약,KOSPI,,31300,-100,-0.32,+31950,+31950,-30600,165344,+104.98,990300000000,31638000
357580,아모센스,KOSDAQ,,21400,-400,-1.83,+22250,+22750,-21350,242933,+100.26,249400000000,11654000
000660,SK하이닉스,KOSPI,,1007000,-6000,-0.59,+1023000,+1026000,-1002000,3426646,+102.36,717691300000000,712702000
484870,엠앤씨솔루션,KOSPI,,115800,-1300,-1.11,-115800,-117000,-112900,19754,-51.93,1060000000000,9154000
108320,LX세미콘,KOSPI,,51200,+300,+0.59,+51200,+51700,+51000,67520,+129.53,832700000000,16264000
100090,SK오션플랜트,KOSPI,,25550,+5870,+29.83,+23650,+25550,+23250,12841455,+1301.26,1596300000000,62478000
174900,앱클론,KOSDAQ,,78300,-1500,-1.88,+80300,+81700,-77700,292158,-85.97,1560200000000,19926000
084110,휴온스글로벌,KOSDAQ,,67500,-700,-1.03,+68400,+69700,-65600,43558,-40.53,854500000000,12660000
252990,샘씨엔에스,KOSDAQ,,10470,+30,+0.29,+10550,+10590,-10230,411676,-78.50,630500000000,60218000
247540,에코프로비엠,KOSDAQ,,191900,+2200,+1.16,+190800,+193000,-188800,410787,-93.45,18773700000000,97830000
000400,롯데손해보험,KOSPI,,2120,+70,+3.41,+2060,+2150,2050,513402,+100.45,657900000000,310336000
000150,두산,KOSPI,,1186000,+37000,+3.22,+1170000,+1202000,+1161000,78524,+147.01,19205900000000,16194000
063570,NICE인프라,KOSDAQ,,4200,+50,+1.20,4150,+4240,4150,37286,-69.52,143400000000,34148000
007660,이수페타시스,KOSPI,,126800,-2700,-2.08,+131200,+131500,-125400,1707706,-80.84,9308300000000,73409000
003570,SNT다이내믹스,KOSPI,,47450,-600,-1.25,+48100,+48100,-47200,47445,+130.02,1577800000000,33253000
476040,오가노이드사이언스,KOSDAQ,,27200,+950,+3.62,+26600,+27850,-25800,96087,-87.27,179100000000,6586000
240810,원익IPS,KOSDAQ,,125000,+4100,+3.39,+122900,+126500,+121300,427484,-96.99,6135500000000,49084000
101240,씨큐브,KOSDAQ,,3915,+30,+0.77,-3855,+3940,-3850,8559,-50.62,42500000000,10861000
145990,삼양사,KOSPI,,47100,+850,+1.84,+46950,+47650,+46400,8004,+106.95,485800000000,10313000
382900,범한퓨얼셀,KOSDAQ,,29450,-1050,-3.44,+31900,+31900,-28700,126747,+205.80,258000000000,8761000
