종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,+2432,+48753,200441,-185300,▼,-14100
'000660,SK하이닉스,+294,+29826,1015053,-933000,▼,-74000
'044490,태웅,+1444,+8316,57578,-51300,▼,-6000
'402340,SK스퀘어,+119,+7194,605115,-550000,▼,-58000
'259960,크래프톤,+302,+7097,234793,-227500,▼,-8000
'316140,우리금융지주,+1634,+5574,34117,-31600,▼,-2300
'445680,큐리옥스바이오시스템즈,+298,+3667,123211,-110000,▼,-11700
'352820,하이브,+99,+3482,352076,-282500,▼,-61500
'489790,한화비전,+351,+3097,88130,-77800,▼,-9600
'196170,알테오젠,+82,+2909,354077,-323500,▼,-30000
'486990,노타,+638,+2765,43357,-39300,▼,-4450
'042660,한화오션,+206,+2685,130073,-116200,▼,-12900
'000810,삼성화재,+52,+2496,479280,-453500,▼,-21000
'007660,이수페타시스,+191,+2417,126285,-114400,▼,-12400
'009150,삼성전기,+45,+2139,476029,-420000,▼,-44500
'032500,케이엠더블유,+658,+2113,32093,-27800,▼,-5150
'476830,알지노믹스,+98,+2072,211336,-199200,▼,-15300
'088350,한화생명,+3943,+2044,5185,-4800,▼,-430
'005380,현대차,+35,+1849,525066,-483000,▼,-34000
'263750,펄어비스,+411,+1783,43435,-40100,▼,-1400
'064350,현대로템,+97,+1763,182134,-165100,▼,-15000
'267270,HD건설기계,+112,+1509,134993,-126400,▼,-6600
'078600,대주전자재료,+113,+1442,127516,-121600,▼,-4600
'058470,리노공업,+129,+1414,109887,-103500,▼,-8200
'004020,현대제철,+374,+1388,37076,-34150,▼,-3300
'051600,한전KPS,+181,+1192,65959,-62800,▼,-4700
'024110,기업은행,+447,+1079,24151,-23050,▼,-1050
'006800,미래에셋증권,+152,+1036,68195,-60300,▼,-7400
'298050,HS효성첨단소재,+46,+1035,225882,-214000,▼,-11500
'012330,현대모비스,+25,+1021,406225,-375500,▼,-25000
'028050,삼성E&A,+284,+985,34670,-34250,▼,-1050
'298040,효성중공업,+3,+956,2769768,-2570000,▼,-165000
'010950,S-Oil,+85,+954,111899,-103000,▼,-8800
'005440,현대지에프홀딩스,+617,+949,15387,-14210,▼,-1420
'089980,상아프론테크,+338,+861,25496,-23150,▼,-2600
'105560,KB금융,+54,+839,156072,-144600,▼,-10600
'005935,삼성전자우,+58,+829,142745,-130900,▼,-8300
'003490,대한항공,+312,+817,26169,-24200,▼,-2150
'403870,HPSP,+158,+795,50314,-49200,▼,-2000
'095340,ISC,+32,+788,246027,-230500,▼,-16500
'361390,제노코,+265,+787,29706,-27700,▼,-1900
'028300,HLB,+152,+780,51397,-48350,▼,-3350
'347850,디앤디파마텍,+96,+763,79490,-69400,▼,-8700
'195870,해성디에스,+131,+752,57341,-52600,▼,-5900
'192820,코스맥스,+37,+740,198830,-192400,▼,-3700
'000720,현대건설,+43,+735,170819,-149600,▼,-14400
'083650,비에이치아이,+69,+710,103106,-100700,▼,-8800
'017670,SK텔레콤,+90,+704,78493,-73600,▼,-5200
'005940,NH투자증권,+193,+681,35382,-32350,▼,-3250
'062040,산일전기,+44,+666,150992,-149600,▼,-9600
