종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'086520,에코프로,+500,+7754,155227,-150900,▼,-200
'114810,한솔아이원스,+3614,+6496,17974,-15260,▼,-340
'388210,씨엠티엑스,+424,+5721,135070,+150100,▲,+100
'347850,디앤디파마텍,+585,+4959,84738,78900,-,0
'213420,덕산네오룩스,+1027,+4667,45469,+47700,▲,+3200
'089970,브이엠,+1123,+3985,35468,-47800,▼,-1000
'067310,하나마이크론,+1125,+3887,34552,+34750,▲,+1250
'494120,큐리오시스,+500,+3818,76309,-66100,▼,-2100
'277810,레인보우로보틱스,+54,+3703,679592,-668000,▼,-50000
'247540,에코프로비엠,+165,+3420,207167,+190100,▲,+400
'456160,지투지바이오,+358,+3405,95103,+88700,▲,+1800
'376900,로킷헬스케어,+340,+2250,66101,+130700,▲,+2000
'119850,지엔씨에너지,+556,+2210,39718,+35400,▲,+1750
'183300,코미코,+203,+2204,108703,+119900,▲,+1000
'036930,주성엔지니어링,+419,+2092,49958,+72800,▲,+11800
'196170,알테오젠,+54,+2071,384821,-354000,▼,-6000
'137400,피엔티,+327,+1697,51952,+47750,▲,+1000
'298380,에이비엘바이오,+71,+1334,189009,+190200,▲,+200
'440110,파두,+233,+1280,54922,+59200,▲,+2200
'102710,이엔에프테크놀로지,+210,+1253,59548,-55400,▼,-1200
'000250,삼천당제약,+23,+1205,525075,+900000,▲,+105000
'309710,아이티켐,+353,+1158,32837,-32550,▼,-2600
'108490,로보티즈,+35,+1007,284363,-260500,▼,-6500
'348370,엔켐,+119,+942,79445,-48950,▼,-4150
'043260,성호전자,+395,+926,23443,+45000,▲,+5000
'036890,진성티이씨,+539,+909,16879,+16910,▲,+790
'252990,샘씨엔에스,+688,+816,11854,+10470,▲,+30
'028300,HLB,+147,+766,52104,+51300,▲,+900
'354320,알멕,+108,+759,70505,+47200,▲,+100
'059090,미코,+373,+629,16833,+15080,▲,+510
'088130,동아엘텍,+679,+605,8913,+8670,▲,+220
'323280,태성,+79,+584,73978,+69800,▲,+400
'032820,우리기술,+416,+564,13568,-28400,▼,-550
'348340,뉴로메카,+68,+557,82589,-67000,▼,-2700
'033500,동성화인텍,+182,+529,29080,+26650,▲,+400
'121600,나노신소재,+71,+510,72043,+61800,▲,+1200
'085910,네오티스,+401,+509,12687,-18350,▼,-330
'241710,코스메카코리아,+48,+489,101932,+77500,▲,+3700
'126700,하이비젼시스템,+240,+474,19774,-18380,▼,-20
'0015S0,페스카로,+196,+469,23950,+16600,▲,+170
'475230,엔알비,+197,+468,23740,+24750,▲,+2700
'141080,리가켐바이오,+26,+468,179763,+213000,▲,+13100
'463020,뉴엔AI,+279,+467,16719,+13050,▲,+50
'080220,제주반도체,+103,+466,45060,+44300,▲,+1400
'178320,서진시스템,+126,+461,36558,+48000,▲,+2600
'380550,뉴로핏,+154,+453,29511,-22600,▼,-350
'474650,링크솔루션,+64,+444,69392,+62000,▲,+200
'101490,에스앤에스텍,+49,+437,89517,-85700,▼,-200
'104830,원익머트리얼즈,+94,+410,43763,-42500,▼,-700
'419530,SAMG엔터,+88,+388,44110,+35900,▲,+1450
'140410,메지온,+26,+381,146810,+91600,▲,+100
'488900,비츠로넥스텍,+175,+373,21318,-18960,▼,-660
'085660,차바이오텍,+174,+362,20775,+19020,▲,+270
'089030,테크윙,+82,+360,44122,-58000,▼,-500
'218410,RFHIC,+69,+348,50343,+81600,▲,+2900
'357780,솔브레인,+9,+341,395394,+430000,▲,+8000
'005290,동진쎄미켐,+64,+332,51891,+49850,▲,+1300
'031980,피에스케이홀딩스,+44,+328,75216,+111000,▲,+4200
'475830,오름테라퓨틱,+27,+325,118441,+125300,▲,+400
'376300,디어유,+76,+325,42939,+35950,▲,+200
'161580,필옵틱스,+61,+300,49285,-39050,▼,-1050
'287840,인투셀,+56,+289,51250,-47450,▼,-150
'448900,한국피아이엠,+36,+272,76055,+120700,▲,+2200
'204620,글로벌텍스프리,+473,+257,5442,+4830,▲,+370
'263750,펄어비스,+46,+245,53694,-41100,▼,-4900
