종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'003490,대한항공,-4513,-10992,24358,+26150,▲,+1600
'373220,LG에너지솔루션,-249,-9892,397850,+373000,▲,+2000
'483650,달바글로벌,-333,-5565,167040,+159000,▲,+4100
'114090,GKL,-3555,-4737,13324,+12280,▲,+270
'105560,KB금융,-336,-4718,140441,-153800,▼,-1900
'322000,HD현대에너지솔루션,-604,-4704,77878,-131000,▼,-5300
'278470,에이피알,-159,-4392,275622,-361500,▼,-7500
'055550,신한지주,-453,-4144,91401,-96100,▼,-400
'352820,하이브,-87,-3180,364803,-347000,▼,-7500
'000050,경방,-1937,-2586,13352,+9880,▲,+690
'039490,키움증권,-44,-1885,425284,+464000,▲,+15000
'010060,OCI홀딩스,-122,-1707,139497,+205000,▲,+6800
'003230,삼양식품,-15,-1614,1089277,+1147000,▲,+47000
'323410,카카오뱅크,-535,-1478,27602,+25000,▲,+350
'006800,미래에셋증권,-278,-1372,49422,+67900,▲,+1200
'031210,서울보증보험,-250,-1300,51888,-56300,▼,-200
'068270,셀트리온,-59,-1288,217736,-201000,▼,-1000
'001430,세아베스틸지주,-148,-1185,80017,+65900,▲,+800
'012330,현대모비스,-26,-1148,447317,-403500,▼,-9500
'145990,삼양사,-232,-1121,48412,+47300,▲,+1050
'079900,전진건설로봇,-151,-929,61375,+56900,▲,+4100
'071970,HD현대마린엔진,-111,-913,82078,+79600,▲,+2000
'001800,오리온홀딩스,-376,-845,22487,+24850,▲,+100
'032350,롯데관광개발,-316,-840,26551,+21550,▲,+600
'0126Z0,삼성에피스홀딩스,-14,-807,592405,+547000,▲,+15000
'042660,한화오션,-54,-766,142913,-129500,▼,-500
'006120,SK디스커버리,-131,-714,54348,+62300,▲,+2000
'005385,현대차우,-29,-708,246950,-265000,▼,-4000
'036460,한국가스공사,-160,-659,41219,+37500,▲,+1250
'011790,SKC,-58,-657,112491,+99300,▲,+200
'138930,BNK금융지주,-363,-652,17990,+18800,▲,+320
'086790,하나금융지주,-57,-640,112877,-112400,▼,-800
'009970,영원무역홀딩스,-26,-568,214921,-221000,▼,-500
'005750,대림바스,-1046,-563,5381,+5970,▲,+140
'007160,사조산업,-77,-519,67044,+56900,▲,+6000
'007810,코리아써키트,-93,-514,55210,+64500,▲,+2400
'000490,대동,-372,-481,12930,+10180,▲,+300
'175330,JB금융지주,-160,-454,28350,30200,-,0
'003610,방림,-729,-427,5856,-5430,▼,-50
'007660,이수페타시스,-35,-419,118559,-126900,▼,-2600
'003160,디아이,-137,-418,30467,-38300,▼,-150
'030000,제일기획,-189,-393,20734,+21300,▲,+350
'017960,한국카본,-105,-362,34519,+49300,▲,+950
'011200,HMM,-174,-353,20340,+21250,▲,+400
'001040,CJ,-16,-328,210877,+207000,▲,+10000
'088980,맥쿼리인프라,-287,-324,11269,+11510,▲,+70
'316140,우리금융지주,-95,-307,32387,+33800,▲,+200
'00680K,미래에셋증권2우B,-169,-289,17132,+21600,▲,+1400
'004060,SG세계물산,-6437,-289,448,+527,▲,+12
'033240,자화전자,-77,-286,37283,-39050,▼,-100
'336260,두산퓨얼셀,-79,-282,35665,-42900,▼,-3000
'475150,SK이터닉스,-137,-277,20277,+58600,▲,+4900
'073240,금호타이어,-434,-269,6202,+6190,▲,+160
'010660,화천기계,-446,-267,5992,+5890,▲,+110
'207940,삼성바이오로직스,-2,-261,1703758,+1602000,▲,+17000
'066575,LG전자우,-51,-252,49798,+53700,▲,+700
'001120,LX인터내셔널,-60,-249,41470,+47300,▲,+2800
'000990,DB하이텍,-23,-244,105622,-87400,▼,-500
'214320,이노션,-120,-235,19638,+19700,▲,+130
'003670,포스코퓨처엠,-10,-221,214925,+198900,▲,+900
'000320,노루홀딩스,-89,-217,24317,+24250,▲,+1000
'018260,삼성에스디에스,-13,-217,168945,+162000,▲,+500
'307950,현대오토에버,-5,-213,433346,+429500,▲,+3500
'0120G0,삼양바이오팜,-21,-209,97855,+100100,▲,+12200
'077970,STX엔진,-61,-206,33734,+34400,▲,+300
'241560,두산밥캣,-29,-190,64626,+63300,▲,+1500
'192650,드림텍,-239,-188,7871,-7160,▼,-20
'487570,HS효성,-29,-182,61854,+57800,▲,+1100
'018880,한온시스템,-434,-181,4165,+4140,▲,+30
'108320,LX세미콘,-33,-180,54855,+51100,▲,+200
'011070,LG이노텍,-7,-178,245283,+295500,▲,+9500
'034120,SBS,-94,-172,18363,+17280,▲,+360
'010140,삼성중공업,-60,-167,27865,+28650,▲,+150
'042700,한미반도체,-8,-164,199388,+309500,▲,+2500
