종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,-3809,-71928,188833,-185300,▼,-14100
'352820,하이브,-772,-22661,293409,-282500,▼,-61500
'005387,현대차2우B,-562,-14056,250056,-248500,▼,-16000
'010140,삼성중공업,-4957,-13207,26642,-26050,▼,-2500
'015760,한국전력,-2724,-12579,46181,-45500,▼,-3650
'000660,SK하이닉스,-129,-12504,971142,-933000,▼,-74000
'034020,두산에너빌리티,-1069,-11424,106858,-99000,▼,-10600
'005935,삼성전자우,-686,-9183,133865,-130900,▼,-8300
'012330,현대모비스,-218,-8265,379542,-375500,▼,-25000
'005385,현대차우,-328,-8165,248985,-247000,▼,-18000
'035420,NAVER,-370,-7856,212244,-207500,▼,-14000
'131970,두산테스나,-748,-7851,104993,-102000,▼,-400
'042660,한화오션,-626,-7639,121987,-116200,▼,-12900
'058610,에스피지,-651,-7190,110513,-106800,▼,-13700
'005490,POSCO홀딩스,-196,-6425,328262,-322000,▼,-21500
'012450,한화에어로스페이스,-49,-6258,1278471,-1242000,▼,-78000
'000720,현대건설,-377,-5912,156867,-149600,▼,-14400
'022100,포스코DX,-1679,-5022,29916,-29050,▼,-3350
'122870,와이지엔터테인먼트,-903,-4913,54384,-53100,▼,-6700
'277810,레인보우로보틱스,-76,-4562,598810,-587000,▼,-72000
'006400,삼성SDI,-114,-4383,383934,-371500,▼,-29000
'028260,삼성물산,-156,-4373,279542,-270500,▼,-27000
'278470,에이피알,-125,-4065,325705,-321500,▼,-38000
'039490,키움증권,-97,-4062,417173,-416500,▼,-44000
'005380,현대차,-78,-3849,495566,-483000,▼,-34000
'005290,동진쎄미켐,-810,-3743,46227,-44850,▼,-4950
'064350,현대로템,-215,-3708,172270,-165100,▼,-15000
'058470,리노공업,-336,-3609,107546,-103500,▼,-8200
'005850,에스엘,-520,-3068,59009,-57400,▼,-5700
'071050,한국금융지주,-138,-2932,212555,-210500,▼,-24000
'160190,하이젠알앤엠,-761,-2855,37521,-37650,▼,-14450
'009540,HD한국조선해양,-74,-2840,381615,-367500,▼,-37000
'042700,한미반도체,-87,-2732,314220,-295000,▼,-14500
'006800,미래에셋증권,-422,-2655,62973,-60300,▼,-7400
'329180,HD현대중공업,-52,-2642,507877,-505000,▼,-54000
'207940,삼성바이오로직스,-17,-2624,1531901,-1520000,▼,-81000
'017670,SK텔레콤,-347,-2598,74965,-73600,▼,-5200
'489790,한화비전,-317,-2579,81239,-77800,▼,-9600
'002380,KCC,-51,-2577,503604,-494000,▼,-52000
'052690,한전기술,-153,-2523,164785,-156900,▼,-18600
