종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'138930,BNK금융지주,-4860,-7500,15432,+18800,▲,+320
'373220,LG에너지솔루션,-108,-4755,442336,+373000,▲,+2000
'207940,삼성바이오로직스,-22,-3984,1780347,+1602000,▲,+17000
'009150,삼성전기,-91,-2387,262189,-462000,▼,-17500
'000050,경방,-1741,-2289,13148,+9880,▲,+690
'035720,카카오,-356,-2132,59817,+50300,▲,+300
'010950,S-Oil,-231,-1973,85501,+111800,▲,+600
'217590,티엠씨,-972,-1907,19607,+23900,▲,+4320
'003230,삼양식품,-15,-1851,1237626,+1147000,▲,+47000
'034020,두산에너빌리티,-234,-1798,76817,+109600,▲,+3300
'285130,SK케미칼,-236,-1785,75774,+59100,▲,+2000
'055550,신한지주,-198,-1540,77968,-96100,▼,-400
'006400,삼성SDI,-41,-1235,303721,-399500,▼,-3000
'005690,파미셀,-740,-1196,16170,+16100,▲,+170
'010120,LS ELECTRIC,-23,-1119,482977,+889000,▲,+16000
'417310,코람코더원리츠,-1256,-1069,8508,+9640,▲,+260
'017960,한국카본,-342,-1053,30820,+49300,▲,+950
'000720,현대건설,-124,-871,70162,-167200,▼,-2300
'329180,HD현대중공업,-15,-821,553205,-561000,▼,-6000
'010140,삼성중공업,-308,-802,26022,+28650,▲,+150
'353200,대덕전자,-173,-784,45284,+82800,▲,+5500
'006260,LS,-34,-637,187517,+305000,▲,+14500
'088980,맥쿼리인프라,-443,-518,11694,+11510,▲,+70
'439260,대한조선,-66,-499,76075,-91200,▼,-3700
'007070,GS리테일,-217,-489,22528,+20500,▲,+550
'483650,달바글로벌,-30,-466,153218,+159000,▲,+4100
'032640,LG유플러스,-302,-454,15059,+15690,▲,+70
'086280,현대글로비스,-21,-391,184301,-230000,▼,-500
'001800,오리온홀딩스,-156,-336,21497,+24850,▲,+100
'272210,한화시스템,-58,-330,56684,-135800,▼,-5200
'004370,농심,-7,-319,441195,+377500,▲,+6500
'011070,LG이노텍,-11,-304,282826,+295500,▲,+9500
'033240,자화전자,-99,-234,23566,-39050,▼,-100
'007810,코리아써키트,-65,-233,35820,+64500,▲,+2400
'317450,명인제약,-28,-217,78354,+58600,▲,+200
'000880,한화,-25,-206,82060,-121000,▼,-600
'002200,한국수출포장,-594,-190,3207,-3025,▼,-5
'432320,KB스타리츠,-480,-172,3579,+2645,▲,+90
'069620,대웅제약,-9,-170,183775,+160400,▲,+400
'100090,SK오션플랜트,-82,-166,20271,+25550,-,+5870
'097230,HJ중공업,-69,-165,23812,+28450,▲,+650
'003550,LG,-19,-161,82883,+94500,▲,+4000
'031440,신세계푸드,-33,-160,47850,+50300,▲,+1850
'030200,KT,-30,-156,52502,+60000,▲,+700
'034220,LG디스플레이,-126,-155,12336,+12030,▲,+310
'005800,신영와코루,-77,-155,20091,+16530,▲,+310
'377300,카카오페이,-32,-151,46823,+63700,▲,+3500
'018670,SK가스,-6,-143,242336,+266500,▲,+17500
'026960,동서,-50,-142,28411,+26300,▲,+650
'078000,텔코웨어,-89,-140,15648,-17840,▼,-10
'018260,삼성에스디에스,-8,-130,173297,+162000,▲,+500
'033780,KT&G,-9,-129,142609,-156200,▼,-800
'001060,JW중외제약,-46,-125,27126,+31750,▲,+750
'003670,포스코퓨처엠,-5,-123,236017,+198900,▲,+900
'000070,삼양홀딩스,-20,-121,61860,+71900,▲,+2400
'078930,GS,-21,-120,56848,+69200,▲,+3800
'005305,롯데칠성우,-16,-117,74847,+82800,▲,+2500
'300720,한일시멘트,-54,-109,20115,+17460,▲,+890
'062040,산일전기,-7,-107,147678,+157200,▲,+5500
'007340,DN오토모티브,-37,-105,28183,+39650,▲,+50
