종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'010140,삼성중공업,+51040,+160571,31460,+28650,▲,+150
'352820,하이브,+2984,+106101,355533,-347000,▼,-7500
'006400,삼성SDI,+3235,+99024,306094,-399500,▼,-3000
'066570,LG전자,+7630,+78580,102985,+117300,▲,+1100
'017670,SK텔레콤,+10351,+59096,57093,+78300,▲,+100
'329180,HD현대중공업,+612,+39406,643640,-561000,▼,-6000
'012450,한화에어로스페이스,+270,+35860,1328899,-1315000,▼,-60000
'047050,포스코인터내셔널,+5636,+34433,61093,+77700,▲,+5900
'454910,두산로보틱스,+3123,+31345,100362,+89800,▲,+600
'457190,이수스페셜티케미컬,+4667,+30958,66336,-91300,▼,-1000
'015760,한국전력,+5038,+28076,55725,+49050,▲,+750
'066970,엘앤에프,+2320,+25771,111066,+110700,▲,+2400
'307950,현대오토에버,+518,+25285,488305,+429500,▲,+3500
'267260,HD현대일렉트릭,+258,+23830,923299,-957000,▼,-1000
'055550,신한지주,+2704,+21536,79660,-96100,▼,-400
'128940,한미약품,+482,+21361,443375,+555000,▲,+36000
'373220,LG에너지솔루션,+541,+21166,391393,+373000,▲,+2000
'009150,삼성전기,+671,+19583,291764,-462000,▼,-17500
'082740,한화엔진,+3527,+19470,55202,+49000,▲,+450
'042700,한미반도체,+1027,+18410,179202,+309500,▲,+2500
'042660,한화오션,+1212,+18079,149154,-129500,▼,-500
'086790,하나금융지주,+1868,+17996,96362,-112400,▼,-800
'000270,기아,+1031,+17520,169994,-170200,▼,-300
'003670,포스코퓨처엠,+882,+17143,194306,+198900,▲,+900
'033780,KT&G,+1181,+17111,144939,-156200,▼,-800
'005380,현대차,+531,+15643,294547,522000,-,0
'000880,한화,+1251,+15605,124731,-121000,▼,-600
'011790,SKC,+1391,+15334,110261,+99300,▲,+200
'028260,삼성물산,+507,+14863,293204,+299000,▲,+8000
'051910,LG화학,+329,+10968,332919,+308000,▲,+4500
'012510,더존비즈온,+1136,+10847,95469,+119300,▲,+200
'079550,LIG넥스원,+181,+9938,550517,-664000,▼,-38000
'088980,맥쿼리인프라,+8693,+9882,11368,+11510,▲,+70
'271560,오리온,+830,+9284,111847,+135200,▲,+4600
'005490,POSCO홀딩스,+253,+8916,352453,+343000,▲,+5000
'071970,HD현대마린엔진,+923,+8801,95361,+79600,▲,+2000
'103140,풍산,+688,+8457,122876,-99300,▼,-600
'207940,삼성바이오로직스,+42,+8101,1927335,+1602000,▲,+17000
'068270,셀트리온,+379,+7802,206004,-201000,▼,-1000
'018260,삼성에스디에스,+418,+7689,183998,+162000,▲,+500
