종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'277810,레인보우로보틱스,+85,+2731,321366,-668000,▼,-50000
'196170,알테오젠,+48,+2226,468559,-354000,▼,-6000
'108490,로보티즈,+117,+1766,151573,-260500,▼,-6500
'014620,성광벤드,+420,+1410,33570,+37500,▲,+5750
'005290,동진쎄미켐,+311,+1294,41603,+49850,▲,+1300
'089030,테크윙,+212,+1243,58785,-58000,▼,-500
'263750,펄어비스,+330,+1214,36788,-41100,▼,-4900
'257720,실리콘투,+245,+1093,44652,+38600,▲,+2100
'031980,피에스케이홀딩스,+227,+1085,47811,+111000,▲,+4200
'098070,한텍,+228,+1027,45047,+47550,▲,+2950
'456160,지투지바이오,+47,+1001,211074,+88700,▲,+1800
'102710,이엔에프테크놀로지,+170,+931,54840,-55400,▼,-1200
'290650,엘앤씨바이오,+148,+886,60003,+75700,▲,+300
'060250,NHN KCP,+481,+865,17979,+20300,▲,+880
'194700,노바렉스,+416,+863,20758,-13400,▼,-30
'425420,티에프이,+200,+858,42912,+65900,▲,+5200
'064760,티씨케이,+44,+713,161755,+253500,▲,+11000
'122870,와이지엔터테인먼트,+72,+683,95550,+60200,▲,+100
'023160,태광,+248,+626,25207,+35200,▲,+6300
'466100,클로봇,+185,+607,32757,+57000,▲,+800
'083650,비에이치아이,+121,+581,48026,+109800,▲,+5500
'419530,SAMG엔터,+100,+572,57194,+35900,▲,+1450
'420770,기가비스,+147,+572,38896,+78700,▲,+300
'140860,파크시스템스,+22,+572,264987,-272500,▼,-5000
'403870,HPSP,+162,+561,34624,-51200,▼,-500
'476060,온코닉테라퓨틱스,+100,+529,52944,-23900,▼,-1200
'234340,헥토파이낸셜,+253,+477,18882,+40000,▲,+1450
'214370,케어젠,+77,+470,60636,+111700,▲,+1700
'226950,올릭스,+42,+402,96015,+185700,▲,+3900
'018290,브이티,+130,+398,30629,+15930,▲,+1280
'456010,아이씨티케이,+226,+364,16090,+14370,▲,+300
'033500,동성화인텍,+114,+352,30931,+26650,▲,+400
'295310,에이치브이엠,+131,+324,24796,92200,-,0
'074600,원익QnC,+127,+307,24218,+34300,▲,+550
'025980,아난티,+323,+297,9207,+7450,▲,+80
'078160,메디포스트,+200,+293,14665,-22200,▼,-1000
'039030,이오테크닉스,+12,+284,240528,+425000,▲,+12500
'125490,한라캐스트,+300,+261,8706,+17140,▲,+880
'127120,제이에스링크,+100,+243,24269,+39700,▲,+450
'399720,가온칩스,+44,+216,49583,+66000,▲,+600
'039200,오스코텍,+47,+212,44859,-56400,▼,-1100
'204270,제이앤티씨,+86,+190,21958,+18010,▲,+80
'099190,아이센스,+94,+187,19873,+20550,▲,+250
'078350,한양디지텍,+111,+177,15926,+27400,▲,+400
'171090,선익시스템,+39,+177,45555,-102400,▼,-1100
'251370,와이엠티,+107,+177,16471,+12800,▲,+400
'194480,데브시스터즈,+33,+176,52655,-40250,▼,-250
'056080,유진로봇,+150,+175,11699,+28900,▲,+300
'080220,제주반도체,+90,+172,19057,+44300,▲,+1400
'042000,카페24,+37,+161,43236,+29600,▲,+400
'036890,진성티이씨,+122,+156,12861,+16910,▲,+790
'222800,심텍,+36,+150,41821,+62500,▲,+2400
'319660,피에스케이,+45,+147,32382,+85500,▲,+3000
'090360,로보스타,+30,+146,48517,-64600,▼,-1100
'353810,이지바이오,+234,+143,6135,+7220,▲,+360
'131970,두산테스나,+34,+137,40858,+99900,▲,+8000
'225570,넥슨게임즈,+87,+125,14470,+11070,▲,+150
'117730,티로보틱스,+100,+121,12081,-19940,▼,-10
'166090,하나머티리얼즈,+28,+115,40806,+62000,▲,+2900
'085910,네오티스,+300,+114,3793,-18350,▼,-330
'252990,샘씨엔에스,+154,+108,7016,+10470,▲,+30
'305090,마이크로디지탈,+100,+102,10220,+6800,▲,+50
'053610,프로텍,+31,+99,31471,-57700,▼,-1400
'031330,에스에이엠티,+273,+91,3325,-5310,▼,-10
'036810,에프에스티,+29,+89,31253,-42400,▼,-600
'251970,펌텍코리아,+14,+82,60865,+47350,▲,+1750
'119850,지엔씨에너지,+25,+78,31004,+35400,▲,+1750
'425040,티이엠씨,+81,+78,9590,-10880,▼,-1010
'388720,유일로보틱스,+10,+76,76085,-100200,▼,-700
'114810,한솔아이원스,+56,+74,13243,-15260,▼,-340
'481070,에이유브랜즈,+33,+73,22078,+18290,▲,+250
'138610,나이벡,+23,+61,26996,+30400,▲,+800
'317830,에스피시스템스,+50,+48,9662,+10190,▲,+110
'140410,메지온,+6,+41,67210,+91600,▲,+100
'107640,한중엔시에스,+10,+35,35300,+52000,▲,+300
'013030,하이록코리아,+10,+34,34660,+37700,▲,+2400
'082920,비츠로셀,+10,+30,30400,-29100,▼,-1850
'086520,에코프로,+6,+29,49962,-150900,▼,-200
'322310,오로스테크놀로지,+5,+14,28750,+33050,▲,+50
'010170,대한광통신,+50,+8,1528,+7440,▲,+50
'051780,큐로홀딩스,+0,+0,1378,+699,▲,+5
