종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'009540,HD한국조선해양,+1402,+63108,450012,-404500,▼,-9000
'005380,현대차,+1000,+37169,371623,522000,-,0
'010140,삼성중공업,+5271,+14844,28164,+28650,▲,+150
'005490,POSCO홀딩스,+310,+9569,308699,+343000,▲,+5000
'003670,포스코퓨처엠,+511,+9529,186359,+198900,▲,+900
'082740,한화엔진,+1705,+9087,53309,+49000,▲,+450
'373220,LG에너지솔루션,+236,+8875,375978,+373000,▲,+2000
'071970,HD현대마린엔진,+650,+6545,100770,+79600,▲,+2000
'017960,한국카본,+1637,+6503,39734,+49300,▲,+950
'042660,한화오션,+430,+6284,146156,-129500,▼,-500
'051910,LG화학,+195,+6257,320358,+308000,▲,+4500
'010120,LS ELECTRIC,+118,+5956,502670,+889000,▲,+16000
'443060,HD현대마린솔루션,+295,+5683,192847,+181500,▲,+3300
'034020,두산에너빌리티,+641,+5663,88327,+109600,▲,+3300
'267270,HD건설기계,+462,+5643,122063,+133600,▲,+1900
'009150,삼성전기,+199,+5542,278484,-462000,▼,-17500
'066970,엘앤에프,+435,+4893,112360,+110700,▲,+2400
'006400,삼성SDI,+168,+4666,277222,-399500,▼,-3000
'052690,한전기술,+437,+4439,101602,+175400,▲,+7400
'267250,HD현대,+189,+4131,218995,+263500,▲,+2500
'015760,한국전력,+771,+3918,50812,+49050,▲,+750
'000880,한화,+369,+3538,95852,-121000,▼,-600
'079550,LIG넥스원,+55,+3134,566579,-664000,▼,-38000
'006260,LS,+145,+3076,211757,+305000,▲,+14500
'007810,코리아써키트,+621,+3062,49346,+64500,▲,+2400
'267260,HD현대일렉트릭,+29,+2607,884836,-957000,▼,-1000
'003160,디아이,+826,+2392,28977,-38300,▼,-150
'204320,HL만도,+334,+1879,56196,+54000,▲,+1000
'010130,고려아연,+15,+1855,1212603,-1605000,▼,-7000
'077970,STX엔진,+454,+1798,39609,+34400,▲,+300
'004170,신세계,+58,+1565,270977,+339500,▲,+4000
'010950,S-Oil,+178,+1535,86436,+111800,▲,+600
'003490,대한항공,+637,+1402,22013,+26150,▲,+1600
'298040,효성중공업,+7,+1396,2050464,+2719000,▲,+26000
'011780,금호석유화학,+96,+1270,131642,-131700,▼,-2500
'450080,에코프로머티,+237,+1246,52659,+62500,▲,+1800
'195870,해성디에스,+245,+1211,49431,+58500,▲,+2500
'039490,키움증권,+38,+1198,314690,+464000,▲,+15000
'128940,한미약품,+24,+1176,487418,+555000,▲,+36000
'0112X0,마이티 200TR,+426,+1082,25406,+32560,▲,+120
'071050,한국금융지주,+55,+924,168780,+233500,▲,+4500
'006280,녹십자,+53,+849,161373,+147100,▲,+1900
'011790,SKC,+79,+821,103739,+99300,▲,+200
'047810,한국항공우주,+54,+814,151993,-186200,▼,-4200
'361610,SK아이이테크놀로지,+322,+761,23674,+22100,▲,+350
'439260,대한조선,+108,+756,70221,-91200,▼,-3700
'010060,OCI홀딩스,+71,+754,105657,+205000,▲,+6800
'003570,SNT다이내믹스,+131,+749,57094,-47700,▼,-350
'012450,한화에어로스페이스,+6,+745,1197051,-1315000,▼,-60000
'006650,대한유화,+52,+719,139246,+135200,▲,+1200
'457190,이수스페셜티케미컬,+117,+694,59193,-91300,▼,-1000
'005070,코스모신소재,+156,+671,43155,+49750,▲,+900
'075580,세진중공업,+295,+603,20432,+17980,▲,+1040
'005940,NH투자증권,+257,+541,21004,+35300,▲,+1900
'097230,HJ중공업,+205,+532,25912,+28450,▲,+650
'005385,현대차우,+22,+511,233297,-265000,▼,-4000
'051600,한전KPS,+96,+494,51585,+67400,▲,+6000
'006800,미래에셋증권,+152,+486,32050,+67900,▲,+1200
'079900,전진건설로봇,+96,+475,49439,+56900,▲,+4100
'011210,현대위아,+51,+449,88926,+84700,▲,+500
'020150,롯데에너지머티리얼즈,+148,+445,30005,+40800,▲,+3250
'000120,CJ대한통운,+42,+409,97837,+113300,▲,+500
'010955,S-Oil우,+84,+401,47742,+57400,▲,+500
'241560,두산밥캣,+57,+386,67797,+63300,▲,+1500
'103140,풍산,+30,+380,127385,-99300,▼,-600
