종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'214450,파마리서치,-399,-19251,482161,-304500,[v],-9000
'108490,로보티즈,-1804,-14223,78849,-242500,[v],-12500
'028300,HLB,-1694,-8535,50394,+53500,[^],+200
'052400,코나아이,-1170,-8470,72385,-53500,[v],-2700
'058470,리노공업,-1644,-8421,51220,-99700,[v],-5200
'042000,카페24,-1365,-7307,53541,-26950,[v],-850
'293490,카카오게임즈,-3275,-7094,21662,-12260,[v],-940
'030520,한글과컴퓨터,-1905,-6380,33496,-19740,[v],-710
'112040,위메이드,-1268,-5147,40585,-21000,[v],-750
'098460,고영,-2291,-3948,17229,-26050,[v],-1250
'158430,아톤,-2977,-3646,12246,-6180,[v],-220
'328130,루닛,-653,-3579,54779,-34100,[v],-500
'058610,에스피지,-1203,-3519,29266,-106900,[v],-4400
'403870,HPSP,-1186,-3299,27812,-42900,[v],-2250
'950160,코오롱티슈진,-734,-3287,44793,-117300,[v],-9700
'053300,한국정보인증,-3160,-3189,10092,-5710,[v],-160
'032820,우리기술,-6798,-3052,4490,-21600,[v],-1800
'201490,미투온,-3754,-2975,7924,-2915,[v],-70
'060370,LS마린솔루션,-889,-2898,32612,+29150,[^],+750
'287840,인투셀,-652,-2684,41169,-41400,[v],-3450
'094480,갤럭시아머니트리,-1796,-2511,13985,-8130,[v],-320
'464080,에스오에스랩,-1691,-2496,14764,-14960,[v],-640
'457550,우진엔텍,-670,-2275,33974,-24650,[v],-950
'093320,케이아이엔엑스,-230,-2230,97033,-102700,[v],-1300
'041190,우리기술투자,-2544,-2182,8576,-6290,[v],-220
'213420,덕산네오룩스,-554,-2011,36274,-50100,[v],-2900
'163730,핑거,-1199,-1993,16624,-9650,[v],-320
'310210,보로노이,-181,-1979,109193,+318500,[^],+5000
'340570,티앤엘,-329,-1958,59479,-49800,[v],-2600
'033100,제룡전기,-426,-1831,43022,-45600,[v],-1450
'160190,하이젠알앤엠,-385,-1818,47206,-35800,[v],-2000
'211050,인카금융서비스,-1374,-1810,13166,-11940,[v],-310
'340450,지씨지놈,-1817,-1779,9787,-7970,[v],-190
'475400,씨메스,-656,-1768,26965,-29900,[v],-1500
'000250,삼천당제약,-103,-1731,167295,+1150000,[^],+39000
'195940,HK이노엔,-395,-1702,43062,-50300,[v],-2800
'300080,플리토,-1498,-1666,11120,-11150,[v],-420
'117730,티로보틱스,-1267,-1657,13076,-17580,[v],-730
'056080,유진로봇,-1360,-1643,12079,-25300,[v],-900
'397030,에이프릴바이오,-884,-1575,17825,-58600,[v],-5000
'080220,제주반도체,-915,-1544,16878,-37050,[v],-3100
'253450,스튜디오드래곤,-286,-1529,53549,-37000,[v],-700
'302550,리메드,-3952,-1524,3857,-3030,[v],-85
'053030,바이넥스,-835,-1373,16445,-11350,[v],-510
'079810,디이엔티,-1783,-1347,7553,-4290,[v],-60
'140860,파크시스템스,-45,-1290,288059,-243500,[v],-12000
'083650,비에이치아이,-275,-1275,46316,+95100,[^],+300
'086900,메디톡스,-73,-1243,171207,-101200,[v],-2400
'214180,헥토이노베이션,-728,-1232,16931,-18230,[v],-500
'014620,성광벤드,-381,-1225,32143,+34450,[^],+1300
'214270,FSN,-4425,-1221,2760,+2425,[^],+60
'308430,셀비온,-618,-1209,19571,+31700,[^],+500
'023160,태광,-575,-1206,20970,-34500,[v],-150
'347700,스피어,-1121,-1196,10673,-48400,[v],-2500
'240550,동방메디컬,-906,-1189,13118,-6600,[v],-250
'452450,피아이이,-1152,-1188,10315,-5010,[v],-180
'090360,로보스타,-330,-1144,34689,-56800,[v],-2900
'348340,뉴로메카,-434,-1122,25861,-62500,[v],-3800
