종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'033500,동성화인텍,-2535,-5507,21719,-22050,[v],-1250
'145020,휴젤,-91,-3191,349359,-247000,[v],-12500
'086900,메디톡스,-120,-1971,163844,-101200,[v],-2400
'214150,클래시스,-318,-1833,57605,-52900,[v],-1100
'083650,비에이치아이,-450,-1667,37039,+95100,[^],+300
'089030,테크윙,-485,-1467,30208,-48900,[v],-3100
'064760,티씨케이,-115,-1162,100665,-225000,[v],-14000
'042000,카페24,-252,-1155,45848,-26950,[v],-850
'277810,레인보우로보틱스,-31,-824,267905,-544000,[v],-23000
'108860,셀바스AI,-547,-787,14397,-14450,[v],-1390
'319660,피에스케이,-386,-764,19808,-80300,[v],-1800
'287840,인투셀,-256,-730,28551,-41400,[v],-3450
'376300,디어유,-115,-689,59729,-30900,[v],-1550
'179900,유티아이,-254,-652,25635,-16450,[v],-790
'237690,에스티팜,-66,-553,83578,-150100,[v],-9200
'214450,파마리서치,-9,-516,557477,-304500,[v],-9000
'018290,브이티,-143,-488,34244,-15210,[v],-520
'033640,네패스,-453,-484,10704,-18170,[v],-140
'093320,케이아이엔엑스,-50,-447,89628,-102700,[v],-1300
'290650,엘앤씨바이오,-135,-427,31672,-68700,[v],-4700
'087010,펩트론,-21,-405,191546,-295500,[v],-7500
'086520,에코프로,-84,-397,47117,-147500,[v],-1500
'206640,바디텍메드,-247,-347,14051,-11330,[v],-470
'475400,씨메스,-144,-327,22717,-29900,[v],-1500
'195940,HK이노엔,-73,-310,42605,-50300,[v],-2800
'348210,넥스틴,-62,-307,49119,-69200,[v],-3800
'078020,LS증권,-459,-304,6633,-6820,[v],-230
'056190,에스에프에이,-123,-291,23600,-27300,[v],-450
'417200,LS머트리얼즈,-257,-278,10835,-18350,[v],-770
'058470,리노공업,-55,-278,50202,-99700,[v],-5200
'013030,하이록코리아,-94,-273,28972,-35550,[v],-1500
'377450,리파인,-158,-269,16943,+11810,[^],+60
'078340,컴투스,-63,-265,42126,-32650,[v],-350
'230240,에치에프알,-130,-239,18416,-28350,[v],-3200
'078600,대주전자재료,-31,-219,71307,+130300,[^],+100
'036810,에프에스티,-108,-217,20013,-38100,[v],-850
'035760,CJ ENM,-30,-207,69192,-58200,[v],-1100
'053800,안랩,-28,-187,66865,-60300,[v],-1600
'060720,KH바텍,-160,-182,11425,-12960,[v],-760
'036930,주성엔지니어링,-60,-182,30262,-64200,[v],-5800
'059090,미코,-116,-156,13466,-13050,[v],-530
'082920,비츠로셀,-50,-138,27608,+38050,[^],+3300
'183300,코미코,-21,-136,66203,-103400,[v],-4100
'148150,세경하이테크,-194,-123,6347,-4310,[v],-140
'272290,이녹스첨단소재,-42,-99,23713,-30250,[v],-1950
'317330,덕산테코피아,-59,-97,16350,+18820,[^],+2940
'054050,농우바이오,-100,-91,9065,-7930,[v],-40
'073490,이노와이어리스,-33,-70,21286,-40200,[v],-2650
'030520,한글과컴퓨터,-24,-70,29107,-19740,[v],-710
'251970,펌텍코리아,-10,-61,60747,-46200,[v],-1400
'393890,더블유씨피,-81,-59,7234,+13800,[^],+310
'418550,제이오,-68,-57,8484,-8000,[v],-30
'118990,모트렉스,-61,-56,9105,-8220,[v],-340
'260970,에스앤디,-4,-53,131275,-54000,[v],-2300
'123410,코리아에프티,-100,-50,5048,-7000,[v],-170
'166090,하나머티리얼즈,-20,-50,25134,-60700,[v],-2700
'475960,토모큐브,-18,-46,26256,-55200,[v],-2400
'122990,와이솔,-69,-45,6534,-6380,[v],-820
'108380,대양전기공업,-20,-43,21642,-25400,[v],-850
'336570,원텍,-25,-29,11507,-6930,[v],-250
'334970,프레스티지바이오로직스,-52,-24,4574,+2475,[^],+10
'043370,피에이치에이,-20,-24,11763,-12240,[v],-180
'310200,애니플러스,-29,-18,5952,-2745,[v],-45
'084650,랩지노믹스,-58,-14,2389,-1317,[v],-36
'033100,제룡전기,-3,-14,41048,-45600,[v],-1450
'102710,이엔에프테크놀로지,-3,-13,41371,-48900,[v],-1700
'315640,딥노이드,-19,-11,5591,-3465,[v],-105
'054950,제이브이엠,-3,-8,24889,-24200,[v],-650
'347890,엠투아이,-14,-8,5530,-5290,[v],-160
'228850,레이언스,-11,-7,6470,-6310,[v],-30
'064260,다날,-7,-6,8680,-6180,[v],-250
'003380,하림지주,-4,-4,9988,-13810,[v],-1040
'263750,펄어비스,-1,-4,40925,+69200,[^],+10400
'036620,감성코퍼레이션,-6,-4,6549,-5340,[v],-440
'089980,상아프론테크,-2,-3,18025,-23600,[v],-1700
'328130,루닛,-0,-1,47704,-34100,[v],-500
'084850,아이티엠반도체,-1,-1,12630,-11330,[v],-1140
'199480,뱅크웨어글로벌,-0,-0,9500,-4515,[v],-125
