종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'095610,테스,+714,+5308,74321,-65500,▼,-600
'131970,두산테스나,+451,+3166,70202,+99900,▲,+8000
'086520,에코프로,+163,+2957,181450,-150900,▼,-200
'357780,솔브레인,+66,+2870,433150,+430000,▲,+8000
'298380,에이비엘바이오,+122,+2345,191802,+190200,▲,+200
'247540,에코프로비엠,+106,+2345,220351,+190100,▲,+400
'420770,기가비스,+304,+2123,69851,+78700,▲,+300
'058610,에스피지,+129,+1938,150038,-120300,▼,-2900
'494120,큐리오시스,+243,+1934,79434,-66100,▼,-2100
'064760,티씨케이,+79,+1834,232959,+253500,▲,+11000
'000250,삼천당제약,+28,+1567,564630,+900000,▲,+105000
'458870,씨어스테크놀로지,+109,+1527,140278,-184800,▼,-4200
'178320,서진시스템,+382,+1498,39247,+48000,▲,+2600
'036930,주성엔지니어링,+278,+1456,52328,+72800,▲,+11800
'005290,동진쎄미켐,+252,+1386,54989,+49850,▲,+1300
'448900,한국피아이엠,+109,+1362,125349,+120700,▲,+2200
'114810,한솔아이원스,+812,+1315,16192,-15260,▼,-340
'110990,디아이티,+550,+1287,23400,21750,-,0
'031330,에스에이엠티,+2214,+1233,5571,-5310,▼,-10
'126340,비나텍,+96,+1200,125613,+143700,▲,+4300
'096240,크레버스,+983,+1164,11846,+11390,▲,+70
'031980,피에스케이홀딩스,+126,+1140,90228,+111000,▲,+4200
'166090,하나머티리얼즈,+164,+1035,63156,+62000,▲,+2900
'052400,코나아이,+149,+1030,68908,-57500,▼,-1000
'441270,파인엠텍,+897,+898,10011,+11360,▲,+710
'347850,디앤디파마텍,+100,+891,89144,78900,-,0
'456160,지투지바이오,+82,+852,103669,+88700,▲,+1800
'067310,하나마이크론,+220,+823,37336,+34750,▲,+1250
'083450,GST,+222,+706,31744,30000,-,0
'425420,티에프이,+148,+655,44305,+65900,▲,+5200
'089890,코세스,+241,+624,25864,-25550,▼,-1250
'240810,원익IPS,+47,+570,122541,+124000,▲,+3100
'183300,코미코,+50,+564,113158,+119900,▲,+1000
'082920,비츠로셀,+220,+500,22733,-29100,▼,-1850
'058470,리노공업,+43,+461,106978,-112000,▼,-5100
'086390,유니테스트,+230,+456,19779,+19460,▲,+1140
'348210,넥스틴,+51,+435,85415,-79800,▼,-200
'403870,HPSP,+82,+363,44020,-51200,▼,-500
'950160,코오롱티슈진,+35,+362,102766,+98200,▲,+1000
'038390,레드캡투어,+298,+354,11897,+10630,▲,+80
'397030,에이프릴바이오,+50,+347,69090,+64800,▲,+2300
'491000,리브스메드,+39,+345,88262,-81500,▼,-200
'124500,아이티센글로벌,+60,+345,57425,-61600,▼,-3600
'476830,알지노믹스,+24,+343,143300,+215000,▲,+1000
'036540,SFA반도체,+378,+300,7958,+7100,▲,+30
'053610,프로텍,+50,+300,59993,-57700,▼,-1400
'218410,RFHIC,+50,+285,57057,+81600,▲,+2900
'137400,피엔티,+51,+280,54683,+47750,▲,+1000
'102710,이엔에프테크놀로지,+46,+280,60484,-55400,▼,-1200
'319660,피에스케이,+42,+266,63877,+85500,▲,+3000
'140860,파크시스템스,+9,+263,284706,-272500,▼,-5000
'049520,유아이엘,+648,+263,4054,+3900,▲,+55
'290740,액트로,+96,+259,27057,-22100,▼,-600
'204620,글로벌텍스프리,+500,+259,5170,+4830,▲,+370
'013030,하이록코리아,+60,+232,38997,+37700,▲,+2400
'064290,인텍플러스,+138,+225,16351,-17180,▼,-770
'394800,쓰리빌리언,+150,+218,14555,+14740,▲,+60
'0009K0,에임드바이오,+41,+214,52009,-55800,▼,-500
'080220,제주반도체,+41,+209,51308,+44300,▲,+1400
'232140,와이씨,+85,+189,22315,+21150,▲,+450
'078600,대주전자재료,+19,+184,97186,+127500,▲,+7800
'099190,아이센스,+71,+179,25157,+20550,▲,+250
'437730,삼현,+30,+175,58468,-55400,▼,-600
'035600,KG이니시스,+141,+166,11786,+10580,▲,+160
'033500,동성화인텍,+56,+164,29519,+26650,▲,+400
'285490,노바텍,+61,+162,26408,+23050,▲,+550
'068930,디지털대성,+171,+155,9072,+8980,▲,+100
'046890,서울반도체,+110,+153,13883,-10540,▼,-610
'084370,유진테크,+11,+141,128857,-129200,▼,-2700
'101490,에스앤에스텍,+15,+139,95699,-85700,▼,-200
'098120,마이크로컨텍솔,+42,+133,31429,-27450,▼,-600
'095340,ISC,+5,+104,194835,+245000,▲,+500
'214370,케어젠,+6,+93,151980,+111700,▲,+1700
'058970,엠로,+20,+82,41112,-30550,▼,-200
'146320,비씨엔씨,+50,+80,16007,-16260,▼,-530
'424980,마이크로투나노,+55,+71,12886,-13860,▼,-220
'126700,하이비젼시스템,+32,+61,18871,-18380,▼,-20
'331740,아우토크립트,+30,+59,19732,-17000,▼,-420
'064260,다날,+52,+46,8847,+7310,▲,+200
'277810,레인보우로보틱스,+0,+30,2743182,-668000,▼,-50000
'104830,원익머트리얼즈,+6,+27,48081,-42500,▼,-700
'222080,씨아이에스,+20,+27,13892,-12510,▼,-60
'371950,풍원정밀,+10,+18,17700,-13210,▼,-40
'013120,동원개발,+50,+16,3230,+3090,▲,+180
'074600,원익QnC,+4,+15,35385,+34300,▲,+550
'003380,하림지주,+7,+12,16076,+17700,▲,+2600
'019210,와이지-원,+10,+9,9577,-12550,▼,-260
'053060,세동,+53,+7,1322,+1224,▲,+4
