종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'247540,에코프로비엠,+1907,+25054,131389,+205000,[^],+2500
'122870,와이지엔터테인먼트,+1625,+16530,101724,-53900,[v],-2300
'028300,HLB,+2907,+11941,41070,+53500,[^],+200
'348370,엔켐,+1414,+11865,83889,-40950,[v],-1750
'041510,에스엠,+637,+9059,142266,-89200,[v],-1800
'240810,원익IPS,+2443,+9040,36999,-114500,[v],-6500
'214450,파마리서치,+131,+8866,677724,-304500,[v],-9000
'086520,에코프로,+1371,+7473,54523,-147500,[v],-1500
'007390,네이처셀,+3341,+6982,20897,-17810,[v],-470
'101670,하이드로리튬,+24346,+6704,2754,+2035,[^],+95
'044490,태웅,+1513,+6559,43356,+47550,[^],+600
'251970,펌텍코리아,+910,+6379,70108,-46200,[v],-1400
'108490,로보티즈,+690,+6147,89149,-242500,[v],-12500
'222800,심텍,+1623,+4566,28134,-52200,[v],-4000
'035900,JYP Ent.,+535,+4418,82646,-62400,[v],-1900
'464080,에스오에스랩,+2919,+3476,11906,-14960,[v],-640
'131970,두산테스나,+873,+3150,36068,-102900,[v],-5400
'127120,제이에스링크,+1693,+2760,16301,+37950,[^],+100
'194480,데브시스터즈,+539,+2684,49824,-29250,[v],-3350
'058470,리노공업,+576,+2656,46150,-99700,[v],-5200
'226950,올릭스,+505,+2513,49766,-187000,[v],-13500
'218410,RFHIC,+792,+2087,26337,-81000,[v],-1400
'096240,크레버스,+1493,+1946,13034,-11210,[v],-140
'051980,중앙첨단소재,+6135,+1918,3127,-1490,[v],-61
'260970,에스앤디,+149,+1870,125622,-54000,[v],-2300
'473980,노머스,+532,+1839,34566,-17150,[v],-330
'441270,파인엠텍,+1686,+1747,10358,-10030,[v],-430
'083450,GST,+791,+1589,20092,-25900,[v],-1150
'035760,CJ ENM,+216,+1572,72790,-58200,[v],-1100
'078600,대주전자재료,+203,+1570,77412,+130300,[^],+100
'033100,제룡전기,+378,+1551,41036,-45600,[v],-1450
'033500,동성화인텍,+530,+1497,28233,-22050,[v],-1250
'114190,강원에너지,+1071,+1465,13683,-12470,[v],-370
'214680,디알텍,+7501,+1458,1944,-1687,[v],-73
'047920,HLB제약,+925,+1358,14680,+16780,[^],+530
'214430,아이쓰리시스템,+140,+1357,97259,-91000,[v],-2300
'032820,우리기술,+3544,+1347,3802,-21600,[v],-1800
'018290,브이티,+362,+1301,35959,-15210,[v],-520
'054300,팬스타엔터프라이즈,+11277,+1194,1058,-520,[v],-15
'299030,하나기술,+450,+1160,25781,-26600,[v],-700
'058610,에스피지,+452,+1146,25342,-106900,[v],-4400
'347850,디앤디파마텍,+84,+1104,131015,-71300,[v],-6300
'358570,지아이이노베이션,+572,+1055,18435,-13890,[v],-790
'041830,인바디,+375,+1055,28116,-28350,[v],-550
'098460,고영,+692,+1053,15226,-26050,[v],-1250
'003380,하림지주,+1035,+958,9262,-13810,[v],-1040
'131400,이브이첨단소재,+3715,+920,2475,-1470,[v],-5
'115450,HLB테라퓨틱스,+2560,+893,3488,-3035,[v],-35
'317330,덕산테코피아,+488,+860,17643,+18820,[^],+2940
'462860,더즌,+1488,+858,5767,-3290,[v],-130
'259630,엠플러스,+869,+848,9756,-13400,[v],-60
'005290,동진쎄미켐,+260,+825,31781,-44500,[v],-2000
'103840,우양,+1959,+824,4206,-3040,[v],-70
'214370,케어젠,+172,+793,46113,-91100,[v],-5800
'032190,다우데이타,+474,+745,15721,-23100,[v],-1050
'323280,태성,+221,+718,32511,-54800,[v],-3200
'145020,휴젤,+19,+689,365148,-247000,[v],-12500
'065350,신성델타테크,+100,+674,67116,-55600,[v],-2400
'023160,태광,+299,+669,22348,-34500,[v],-150
'064260,다날,+853,+663,7772,-6180,[v],-250
'298380,에이비엘바이오,+88,+655,74620,-171600,[v],-8500
'263750,펄어비스,+159,+636,39952,+69200,[^],+10400
'204620,글로벌텍스프리,+1378,+636,4615,-4900,[v],-160
'067630,HLB생명과학,+1524,+614,4026,-3930,[v],-70
'054950,제이브이엠,+222,+613,27650,-24200,[v],-650
'340930,유일에너테크,+3157,+610,1932,-793,[v],-72
'241520,DSC인베스트먼트,+961,+610,6346,-13870,[v],-1090
'095500,미래나노텍,+466,+602,12935,+9100,[^],+60
'053030,바이넥스,+363,+598,16476,-11350,[v],-510
'267320,나인테크,+1756,+595,3388,-3055,[v],-75
'378340,필에너지,+406,+572,14093,+14550,[^],+50
'044480,빌리언스,+10548,+559,530,-314,[v],-7
'039830,오로라,+332,+551,16597,-9450,[v],-590
'317770,엑스페릭스,+1493,+551,3690,-3100,[v],-130
'036930,주성엔지니어링,+190,+537,28223,-64200,[v],-5800
'067160,SOOP,+68,+536,79058,-59200,[v],-2000
'393890,더블유씨피,+642,+523,8158,+13800,[^],+310
'027050,코리아나,+1866,+520,2789,-1802,[v],-45
'099440,스맥,+1482,+518,3495,-4780,[v],-180
'009520,포스코엠텍,+342,+501,14628,+17720,[^],+400
'393970,대진첨단소재,+554,+494,8928,2825,-,0
'446540,메가터치,+1106,+494,4469,-4170,[v],-50
'389470,인벤티지랩,+158,+484,30748,-71600,[v],-5200
'144960,뉴파워프라즈마,+857,+476,5549,-5100,[v],-280
'417200,LS머트리얼즈,+438,+473,10788,-18350,[v],-770
'101360,에코앤드림,+200,+467,23347,+17440,[^],+110
'425420,티에프이,+138,+462,33486,-64100,[v],-4900
'228760,지노믹트리,+285,+450,15796,-18390,[v],-700
'418550,제이오,+474,+447,9442,-8000,[v],-30
'208640,썸에이지,+6266,+439,701,-196,[v],-2
'278280,천보,+91,+439,48450,-51800,[v],-200
'360070,탑머티리얼,+166,+437,26355,+18020,[^],+200
'091700,파트론,+636,+418,6565,-7940,[v],-460
'054540,삼영엠텍,+672,+411,6109,-10750,[v],-440
'030520,한글과컴퓨터,+159,+400,25188,-19740,[v],-710
'101490,에스앤에스텍,+78,+397,50930,-80400,[v],-3100
'006910,보성파워텍,+1148,+383,3332,-9750,[v],-430
'031980,피에스케이홀딩스,+113,+383,33937,-98800,[v],-900
'372320,큐로셀,+106,+378,35819,-49850,[v],-1150
'110990,디아이티,+294,+373,12698,-19200,[v],-560
