종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,-749,-75198,1003374,-1010000,▼,-3000
'005930,삼성전자,-947,-18490,195314,-199800,▼,-700
'089030,테크윙,-2096,-12316,58748,-58000,▼,-500
'373220,LG에너지솔루션,-282,-10572,374651,+374000,▲,+3000
'263750,펄어비스,-1859,-8775,47197,-41500,▼,-4500
'352820,하이브,-238,-8459,355023,-347000,▼,-7500
'005380,현대차,-156,-8192,525491,522000,-,0
'000100,유한양행,-757,-7480,98780,+99800,▲,+1100
'005490,POSCO홀딩스,-191,-6459,337993,+343500,▲,+5500
'012330,현대모비스,-150,-6178,412621,-403500,▼,-9500
'440110,파두,-962,-5503,57195,+59200,▲,+2200
'307950,현대오토에버,-119,-5093,428100,+428500,▲,+2500
'277810,레인보우로보틱스,-61,-4350,719034,-668000,▼,-50000
'025980,아난티,-5456,-4038,7401,+7450,▲,+80
'017670,SK텔레콤,-507,-3994,78731,+78800,▲,+600
'105560,KB금융,-228,-3484,153108,+155900,▲,+200
'329180,HD현대중공업,-55,-3135,570075,-562000,▼,-5000
'240810,원익IPS,-246,-2994,121864,+124700,▲,+3800
'439260,대한조선,-313,-2984,95329,-91500,▼,-3400
'058610,에스피지,-210,-2613,124190,-120600,▼,-2600
'047040,대우건설,-1405,-2425,17266,+19110,▲,+2940
'000150,두산,-20,-2275,1154248,+1178000,▲,+29000
'402340,SK스퀘어,-36,-2178,605038,-602000,▼,-9000
'232140,와이씨,-980,-2028,20692,+21150,▲,+450
'005290,동진쎄미켐,-401,-1969,49085,+50000,▲,+1450
'310210,보로노이,-59,-1880,318016,+325500,▲,+5500
'039560,다산네트웍스,-4169,-1793,4301,+4990,▲,+665
'295310,에이치브이엠,-195,-1773,91036,-92000,▼,-200
'047810,한국항공우주,-89,-1696,190195,-185800,▼,-4600
'099320,쎄트렉아이,-89,-1650,185998,-176900,▼,-9300
'128940,한미약품,-31,-1585,516223,+555000,▲,+36000
'221800,유투바이오,-748,-1571,20990,-19000,▼,-1750
'115180,큐리언트,-336,-1519,45182,+45250,▲,+200
'194480,데브시스터즈,-381,-1519,39840,-40200,▼,-300
