종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'119610,인터로조,-1515,-2370,15643,-18890,[v],-620
'214450,파마리서치,-38,-1481,393464,-304500,[v],-9000
'347850,디앤디파마텍,-157,-1397,88862,-71600,[v],-6000
'247540,에코프로비엠,-136,-1381,101329,+204000,[^],+1500
'196170,알테오젠,-36,-1263,349843,-356000,[v],-25000
'131970,두산테스나,-458,-1165,25441,-103300,[v],-5000
'376300,디어유,-252,-1103,43722,-31050,[v],-1400
'014620,성광벤드,-403,-1002,24874,+34350,[^],+1200
'257720,실리콘투,-195,-718,36900,-37700,[v],-1100
'145020,휴젤,-21,-709,342178,-247000,[v],-12500
'403870,HPSP,-285,-676,23745,-42900,[v],-2250
'204620,글로벌텍스프리,-1059,-582,5492,-4900,[v],-160
'352480,씨앤씨인터내셔널,-115,-422,36583,-26250,[v],-650
'357780,솔브레인,-20,-371,183525,-386500,[v],-9500
'448900,한국피아이엠,-158,-306,19338,-107200,[v],-13800
'161580,필옵틱스,-80,-258,32204,-38150,[v],-1350
'013030,하이록코리아,-85,-229,27096,-35500,[v],-1550
'241710,코스메카코리아,-53,-222,41940,-81500,[v],-3100
'255220,SG,-660,-180,2731,-2660,[v],-45
'170920,엘티씨,-165,-177,10765,-31900,[v],-2050
'190510,나무가,-126,-171,13588,-16820,[v],-410
'393890,더블유씨피,-197,-170,8607,+13800,[^],+310
'353810,이지바이오,-300,-156,5202,-7110,[v],-170
'078340,컴투스,-38,-151,39500,-32850,[v],-150
'041510,에스엠,-12,-149,121216,-89000,[v],-2000
'108380,대양전기공업,-77,-145,18821,-25400,[v],-850
'086520,에코프로,-31,-144,46609,-147700,[v],-1300
'078600,대주전자재료,-18,-142,81172,-129000,[v],-1200
'240810,원익IPS,-49,-111,22805,-115500,[v],-5500
'101970,우양에이치씨,-53,-105,19729,-12140,[v],-410
'472850,폰드그룹,-146,-98,6752,-5140,[v],-150
'074600,원익QnC,-54,-96,17812,-30550,[v],-1300
'450950,아스테라시스,-100,-94,9449,-11080,[v],-160
'082920,비츠로셀,-36,-91,24919,+37600,[^],+2850
'030520,한글과컴퓨터,-38,-86,22421,-19760,[v],-690
'137400,피엔티,-22,-85,38485,-49850,[v],-850
'194700,노바렉스,-69,-83,11974,-13670,[v],-330
'059090,미코,-70,-81,11501,-13070,[v],-510
'064290,인텍플러스,-70,-67,9610,-17280,[v],-1790
'206640,바디텍메드,-40,-64,15974,-11330,[v],-470
'120240,대정화금,-37,-51,13689,-13880,[v],-10
'253450,스튜디오드래곤,-11,-50,45119,-37000,[v],-700
'260970,에스앤디,-5,-50,99344,-54000,[v],-2300
'413640,비아이매트릭스,-38,-49,12850,-8090,[v],-110
'214370,케어젠,-13,-44,32926,-91100,[v],-5800
'065350,신성델타테크,-7,-42,59286,-55800,[v],-2200
'123410,코리아에프티,-80,-38,4713,-7000,[v],-170
'417200,LS머트리얼즈,-31,-35,11097,-18350,[v],-770
'122990,와이솔,-50,-34,6832,-6380,[v],-820
'028300,HLB,-6,-32,54458,+53600,[^],+300
'051360,토비스,-20,-32,15820,-15300,[v],-500
'140860,파크시스템스,-1,-30,236271,-243000,[v],-12500
'043370,피에이치에이,-30,-30,10154,-12230,[v],-190
'023160,태광,-15,-29,19084,+34700,[^],+50
'336570,원텍,-31,-27,8855,-6910,[v],-270
'003380,하림지주,-31,-20,6476,-13810,[v],-1040
'025770,한국정보통신,-22,-17,7671,+7750,[^],+60
'051500,CJ프레시웨이,-5,-13,25099,-30650,[v],-250
'112040,위메이드,-4,-12,26388,-21000,[v],-750
'950160,코오롱티슈진,-3,-10,33136,-117300,[v],-9700
'163730,핑거,-8,-10,12004,-9650,[v],-320
'015750,성우하이텍,-11,-6,5558,-8630,[v],-330
'476040,오가노이드사이언스,-1,-2,37965,-23800,[v],-1700
'179290,엠아이텍,-1,-1,8496,+7070,[^],+60
