종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'298380,에이비엘바이오,+3166,+50359,159072,+190200,▲,+200
'196170,알테오젠,+185,+10273,556616,-354000,▼,-6000
'086520,에코프로,+334,+3099,92755,-150900,▼,-200
'087010,펩트론,+72,+2256,314653,+343500,▲,+26000
'166090,하나머티리얼즈,+452,+2053,45362,+62000,▲,+2900
'078350,한양디지텍,+745,+1886,25326,+27400,▲,+400
'035900,JYP Ent.,+250,+1775,70969,-66800,▼,-100
'277810,레인보우로보틱스,+37,+1502,403135,-668000,▼,-50000
'140860,파크시스템스,+59,+1362,230922,-272500,▼,-5000
'141080,리가켐바이오,+79,+1319,168035,+213000,▲,+13100
'376900,로킷헬스케어,+294,+1243,42274,+130700,▲,+2000
'031980,피에스케이홀딩스,+236,+1185,50122,+111000,▲,+4200
'458870,씨어스테크놀로지,+117,+1164,99784,-184800,▼,-4200
'287840,인투셀,+196,+1129,57491,-47450,▼,-150
'108490,로보티즈,+47,+1094,232287,-260500,▼,-6500
'039440,에스티아이,+430,+1056,24571,+33700,▲,+550
'041510,에스엠,+96,+963,100794,+98000,▲,+900
'440110,파두,+354,+905,25539,+59200,▲,+2200
'039030,이오테크닉스,+29,+843,295395,+425000,▲,+12500
'039200,오스코텍,+123,+659,53668,-56400,▼,-1100
'214450,파마리서치,+13,+611,453235,+327500,▲,+7000
'241710,코스메카코리아,+73,+550,75650,+77500,▲,+3700
'418470,KT밀리의서재,+352,+517,14683,+13550,▲,+200
'124500,아이티센글로벌,+222,+516,23248,-61600,▼,-3600
'074600,원익QnC,+218,+490,22511,+34300,▲,+550
'394800,쓰리빌리언,+419,+457,10921,+14740,▲,+60
'086450,동국제약,+242,+441,18232,+18800,▲,+900
'220100,퓨쳐켐,+169,+437,25888,21000,-,0
'473980,노머스,+196,+429,21890,+19100,▲,+1240
'252990,샘씨엔에스,+540,+393,7291,+10470,▲,+30
'145020,휴젤,+17,+391,236612,+263500,▲,+1500
'086670,비엠티,+297,+390,13125,+14140,▲,+1000
'053610,프로텍,+114,+386,33828,-57700,▼,-1400
'475960,토모큐브,+75,+303,40579,+57900,▲,+3100
'300080,플리토,+150,+262,17465,-12270,▼,-260
'372320,큐로셀,+60,+251,41585,+49650,▲,+3350
'290650,엘앤씨바이오,+49,+245,49933,+75700,▲,+300
'131290,티에스이,+42,+242,57258,-121400,▼,-3400
'356860,티엘비,+32,+238,74681,-77400,▼,-2400
'123410,코리아에프티,+388,+237,6111,-7250,▼,-80
'082920,비츠로셀,+77,+213,27509,-29100,▼,-1850
'051360,토비스,+129,+200,15477,+16770,▲,+820
'084370,유진테크,+19,+182,97296,-129200,▼,-2700
'174900,앱클론,+61,+172,28076,-78300,▼,-1500
'211050,인카금융서비스,+129,+170,13209,+12660,▲,+40
'389650,넥스트바이오메디컬,+25,+166,65389,+79100,▲,+3100
'389470,인벤티지랩,+23,+151,66306,+80900,▲,+2100
'115180,큐리언트,+55,+149,27134,-44750,▼,-300
'214150,클래시스,+26,+148,57117,+53700,▲,+1200
'257720,실리콘투,+33,+140,42633,+38600,▲,+2100
'095610,테스,+30,+135,45084,-65500,▼,-600
'475230,엔알비,+101,+133,13172,+24750,▲,+2700
'160190,하이젠알앤엠,+26,+131,51339,-43600,▼,-10100
'253590,네오셈,+102,+125,12188,+19100,▲,+350
'382150,온코크로스,+102,+123,12044,+6790,▲,+80
'039830,오로라,+53,+118,22283,+10320,▲,+90
'263750,펄어비스,+30,+116,38875,-41100,▼,-4900
'187790,나노,+368,+114,3091,-4090,▼,-100
'083450,GST,+38,+114,29535,30000,-,0
'048910,대원미디어,+130,+113,8720,+8180,▲,+10
'060250,NHN KCP,+66,+112,17059,+20300,▲,+880
'388610,지에프씨생명과학,+67,+107,15894,+10330,▲,+250
'394280,오픈엣지테크놀로지,+87,+105,12104,+16820,▲,+860
'466100,클로봇,+25,+100,40224,+57000,▲,+800
'419530,SAMG엔터,+21,+90,42822,+35900,▲,+1450
'013030,하이록코리아,+26,+89,34078,+37700,▲,+2400
'234030,싸이닉솔루션,+80,+88,10940,+7290,▲,+40
'112040,위메이드,+30,+87,29193,-22000,▼,-100
'033100,제룡전기,+23,+87,37707,+49950,▲,+1350
'348210,넥스틴,+13,+86,64498,-79800,▼,-200
'036620,감성코퍼레이션,+155,+85,5489,-5430,▼,-50
'373160,데이원컴퍼니,+148,+82,5521,+4620,▲,+85
'102940,코오롱생명과학,+22,+81,37400,-57400,▼,-900
'432720,퀄리타스반도체,+50,+80,16093,+14350,▲,+610
'092300,현우산업,+206,+79,3810,+3205,▲,+40
'044490,태웅,+29,+78,26654,+58600,▲,+13300
'293490,카카오게임즈,+44,+75,16887,+13860,▲,+110
'092870,엑시콘,+43,+69,15931,-31250,▼,-500
'078340,컴투스,+19,+62,33400,+32600,▲,+700
'365590,하이딥,+1336,+61,454,+2285,▲,+45
'078600,대주전자재료,+8,+60,76968,+127500,▲,+7800
'095660,네오위즈,+22,+58,25930,25250,-,0
'049430,코메론,+48,+55,11456,+18610,▲,+280
'036810,에프에스티,+15,+55,36343,-42400,▼,-600
'102710,이엔에프테크놀로지,+12,+55,45848,-55400,▼,-1200
'028300,HLB,+10,+50,50463,+51300,▲,+900
'078150,HB테크놀러지,+240,+50,2086,-2195,▼,-5
'376300,디어유,+15,+50,34111,+35950,▲,+200
'451700,엔에이치스팩29호,+234,+49,2106,+2235,▲,+10
'096530,씨젠,+19,+49,25842,+22800,▲,+650
'950140,잉글우드랩,+33,+48,14360,-12550,▼,-240
'036830,솔브레인홀딩스,+11,+47,42626,+52300,▲,+600
'488280,에스투더블유,+21,+45,22071,-15540,▼,-160
'178320,서진시스템,+17,+43,24630,+48000,▲,+2600
'079370,제우스,+29,+41,14035,-17500,▼,-360
'099190,아이센스,+23,+40,17486,+20550,▲,+250
'054050,농우바이오,+47,+38,8150,+8250,▲,+90
'035760,CJ ENM,+6,+37,66548,+62500,▲,+900
'105740,디케이락,+34,+37,10905,+10100,▲,+450
'413390,엠오티,+47,+36,7708,+8170,▲,+230
