종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'042660,한화오션,+1077,+16048,148943,-129500,▼,-500
'010130,고려아연,+110,+15475,1403651,-1605000,▼,-7000
'005490,POSCO홀딩스,+399,+13977,350452,+343000,▲,+5000
'012330,현대모비스,+216,+9563,443264,-403500,▼,-9500
'010950,S-Oil,+1020,+9353,91692,+111800,▲,+600
'278470,에이피알,+382,+9041,236976,-361500,▼,-7500
'034730,SK,+253,+7620,300650,+358000,▲,+12000
'353200,대덕전자,+1313,+6589,50174,+82800,▲,+5500
'009150,삼성전기,+218,+6239,286004,-462000,▼,-17500
'298040,효성중공업,+26,+5944,2286277,+2719000,▲,+26000
'007660,이수페타시스,+468,+5613,120042,-126900,▼,-2600
'489790,한화비전,+992,+5368,54118,-86700,▼,-500
'047050,포스코인터내셔널,+904,+5249,58052,+77700,▲,+5900
'000270,기아,+344,+5107,148482,-170200,▼,-300
'011780,금호석유화학,+358,+5067,141642,-131700,▼,-2500
'006400,삼성SDI,+175,+5034,287280,-399500,▼,-3000
'000880,한화,+374,+4900,130956,-121000,▼,-600
'096770,SK이노베이션,+404,+4345,107542,+113600,▲,+3300
'022100,포스코DX,+1176,+4179,35529,+32200,▲,+450
'105560,KB금융,+318,+4173,131347,-153800,▼,-1900
'103140,풍산,+249,+3261,131134,-99300,▼,-600
'010140,삼성중공업,+1000,+2943,29432,+28650,▲,+150
'298020,효성티앤씨,+111,+2879,258929,-369500,▼,-19000
'004020,현대제철,+806,+2576,31974,+37100,▲,+1250
'271560,오리온,+224,+2428,108454,+135200,▲,+4600
'001430,세아베스틸지주,+317,+2124,67092,+65900,▲,+800
'192820,코스맥스,+117,+2111,180973,+197800,▲,+18600
'003670,포스코퓨처엠,+110,+2106,190584,+198900,▲,+900
'077970,STX엔진,+540,+2078,38478,+34400,▲,+300
'017670,SK텔레콤,+376,+2046,54380,+78300,▲,+100
'005935,삼성전자우,+188,+1972,105008,-139200,▼,-5000
'001120,LX인터내셔널,+549,+1971,35890,+47300,▲,+2800
'006650,대한유화,+124,+1964,158578,+135200,▲,+1200
'006280,녹십자,+96,+1646,171874,+147100,▲,+1900
'030000,제일기획,+625,+1315,21035,+21300,▲,+350
'047810,한국항공우주,+81,+1296,159001,-186200,▼,-4200
'329180,HD현대중공업,+20,+1259,641338,-561000,▼,-6000
'004800,효성,+80,+1221,151851,+150000,▲,+5000
'001720,신영증권,+73,+1088,149334,+208000,▲,+1000
'078930,GS,+178,+1082,60736,+69200,▲,+3800
'034230,파라다이스,+614,+1053,17153,-18270,▼,-620
'006800,미래에셋증권,+332,+1010,30383,+67900,▲,+1200
'00680K,미래에셋증권2우B,+778,+983,12622,+21600,▲,+1400
'018880,한온시스템,+3132,+982,3135,+4140,▲,+30
'015760,한국전력,+183,+944,51642,+49050,▲,+750
'021240,코웨이,+112,+865,77581,+74400,▲,+1400
'028670,팬오션,+1985,+823,4144,+5330,▲,+280
'032640,LG유플러스,+526,+798,15152,+15690,▲,+70
'052690,한전기술,+68,+772,114112,+175400,▲,+7400
'014830,유니드,+101,+731,72102,+85400,▲,+1800
'066970,엘앤에프,+65,+723,111970,+110700,▲,+2400
'000990,DB하이텍,+87,+712,81534,-87400,▼,-500
'456040,OCI,+92,+679,74126,+97300,▲,+1700
'139480,이마트,+83,+679,82316,+100200,▲,+5800
'006040,동원산업,+159,+660,41393,+40600,▲,+1550
'207940,삼성바이오로직스,+3,+630,1999000,+1602000,▲,+17000
'009970,영원무역홀딩스,+32,+622,193071,-221000,▼,-500
'005940,NH투자증권,+271,+607,22429,+35300,▲,+1900
'100090,SK오션플랜트,+292,+596,20404,+25550,-,+5870
'000500,가온전선,+54,+499,91628,+112700,▲,+1500
'00088K,한화3우B,+91,+476,52351,+48150,▲,+300
'005830,DB손해보험,+38,+470,122246,+185300,▲,+800
'007690,국도화학,+125,+451,35966,+37600,▲,+1150
'097230,HJ중공업,+154,+410,26657,+28450,▲,+650
'128940,한미약품,+9,+404,437121,+555000,▲,+36000
'034020,두산에너빌리티,+48,+398,82429,+109600,▲,+3300
'011785,금호석유화학우,+54,+370,68805,+60300,▲,+200
'030190,NICE평가정보,+211,+343,16236,+17000,▲,+820
'004990,롯데지주,+122,+339,27751,+32100,▲,+1400
'241560,두산밥캣,+54,+331,61770,+63300,▲,+1500
'017960,한국카본,+89,+323,36378,+49300,▲,+950
'003090,대웅,+137,+301,21978,+24550,▲,+900
'307950,현대오토에버,+6,+292,473718,+429500,▲,+3500
'007310,오뚜기,+7,+274,383055,+371000,▲,+2500
'010060,OCI홀딩스,+23,+270,115118,+205000,▲,+6800
'457190,이수스페셜티케미컬,+45,+266,59814,-91300,▼,-1000
'180640,한진칼,+19,+245,126542,128000,-,0
'000120,CJ대한통운,+23,+237,102112,+113300,▲,+500
'105630,한세실업,+168,+235,14034,+12340,▲,+200
'383220,F&F,+34,+231,67136,+62100,▲,+2000
'012750,에스원,+29,+227,77156,-87600,▼,-200
'039490,키움증권,+6,+213,330710,+464000,▲,+15000
'000725,현대건설우,+33,+206,62403,73900,-,0
'003570,SNT다이내믹스,+35,+199,56183,-47700,▼,-350
