종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005380,현대차,-7442,-161065,216440,-471000,[v],-24000
'034020,두산에너빌리티,-15091,-89841,59532,-94300,[v],-3800
'000270,기아,-5900,-60351,102291,-151100,[v],-4700
'006400,삼성SDI,-2628,-53156,202233,+416000,[^],+10500
'042660,한화오션,-2909,-32081,110270,-119100,[v],-4100
'035720,카카오,-4225,-27207,64387,-47150,[v],-1650
'105560,KB금융,-1820,-21943,120579,-146700,[v],-5500
'005385,현대차우,-1139,-18848,165428,-243500,[v],-13500
'017670,SK텔레콤,-3162,-17276,54633,-78100,[v],-1800
'004370,농심,-337,-17167,508865,-367000,[v],-8500
'000150,두산,-241,-14916,617683,-1116000,[v],-87000
'039490,키움증권,-521,-13975,268054,-411500,[v],-23500
'047810,한국항공우주,-1398,-13708,98057,-173600,[v],-12900
'068270,셀트리온,-795,-13539,170338,-201000,[v],-5000
'352820,하이브,-470,-13412,285157,-303000,[v],-4000
'033780,KT&G,-902,-12399,137453,-157200,[v],-800
'009150,삼성전기,-631,-11946,189194,-429000,[v],-5000
'079550,LIG넥스원,-211,-10539,500007,-669000,[v],-66000
'051900,LG생활건강,-350,-10216,291646,-242000,[v],-5500
'103140,풍산,-781,-10181,130276,-89200,[v],-2500
'010130,고려아연,-89,-9528,1068404,-1463000,[v],-20000
'042700,한미반도체,-952,-8766,92098,-262500,[v],-13000
'086790,하나금융지주,-879,-8024,91250,-107500,[v],-2900
'329180,HD현대중공업,-158,-7933,502310,-481000,[v],-17500
'035420,NAVER,-331,-7824,236079,-207500,[v],-5000
'071050,한국금융지주,-472,-7510,159107,-210000,[v],-10000
'005387,현대차2우B,-368,-6201,168528,-246000,[v],-11000
'032830,삼성생명,-374,-6119,163438,-220000,[v],-3000
'003670,포스코퓨처엠,-443,-5903,133324,+218000,[^],+9000
'000100,유한양행,-457,-5439,119010,-98200,[v],-2200
'011200,HMM,-2276,-5369,23588,-19570,[v],-90
'161390,한국타이어앤테크놀로지,-1335,-5303,39725,-55100,[v],-2900
'454910,두산로보틱스,-771,-4979,64593,-81000,[v],-3900
'377300,카카오페이,-763,-4168,54642,-50800,[v],-2700
'353200,대덕전자,-1489,-3931,26389,-82700,[v],-2700
'003490,대한항공,-1544,-3671,23768,-24450,[v],-850
'000720,현대건설,-615,-3666,59650,-147600,[v],-2200
'005850,에스엘,-1027,-3540,34477,-56900,[v],-2900
'005389,현대차3우B,-206,-3410,165338,-235000,[v],-10000
'036570,엔씨소프트,-150,-3390,226499,-222000,[v],-8000
'064400,LG씨엔에스,-440,-3162,71949,-59000,[v],-2100
'003530,한화투자증권,-4501,-2802,6224,-6870,[v],-320
'005070,코스모신소재,-641,-2722,42452,+53400,[^],+1700
'012450,한화에어로스페이스,-27,-2651,974149,-1298000,[v],-37000
'010140,삼성중공업,-1218,-2614,21466,-24550,[v],-1450
'249420,일동제약,-1075,-2457,22846,-29050,[v],-1200
'097950,CJ제일제당,-99,-2399,241387,+218000,[^],+3500
'093370,후성,-3005,-2241,7459,-7200,[v],-170
'055550,신한지주,-323,-2230,69032,-90900,[v],-2600
'008970,KBI동양철관,-7123,-2152,3021,+1721,[^],+13
'032350,롯데관광개발,-1260,-2151,17066,-18340,[v],-1510
'103590,일진전기,-571,-2140,37450,-71400,[v],-3700
'105840,우진,-1686,-1860,11032,-23400,[v],-1000
'007810,코리아써키트,-1043,-1817,17424,-75300,[v],-8700
'009470,삼화전기,-436,-1577,36198,-35750,[v],-950
'035250,강원랜드,-813,-1458,17932,-17900,[v],-360
'000120,CJ대한통운,-169,-1457,86328,-105000,[v],-3200
'010950,S-Oil,-234,-1386,59134,-108800,[v],-900
'090430,아모레퍼시픽,-114,-1366,119942,-140600,[v],-3800
'005490,POSCO홀딩스,-47,-1356,285658,-342500,[v],-500
'064960,SNT모티브,-344,-1297,37723,-33100,[v],-700
'003160,디아이,-831,-1245,14975,-31350,[v],-3150
'439260,대한조선,-146,-1220,83591,-82100,[v],-3600
'011790,SKC,-110,-1160,105694,-96000,[v],-2700
'088980,맥쿼리인프라,-938,-1084,11558,-11340,[v],-70
'003540,대신증권,-369,-1070,29034,-36000,[v],-1850
'008040,사조동아원,-7600,-1060,1395,-1016,[v],-14
'005810,풍산홀딩스,-234,-1000,42833,-34800,[v],-550
'195870,해성디에스,-388,-996,25703,-51100,[v],-3100
'302440,SK바이오사이언스,-185,-964,52097,-42350,[v],-850
'010690,화신,-1150,-963,8371,-10790,[v],-420
'008730,율촌화학,-290,-954,32944,-23850,[v],-100
'138930,BNK금융지주,-594,-933,15696,-18260,[v],-420
'005180,빙그레,-127,-928,73076,-72000,[v],-2200
'100840,SNT에너지,-147,-894,60756,+53300,[^],+5100
'018880,한온시스템,-2619,-889,3394,-3860,[v],-80
'012630,HDC,-407,-880,21613,+28900,[^],+350
'323410,카카오뱅크,-343,-860,25035,-24350,[v],-300
