종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'196170,알테오젠,+93,+4230,454891,-354000,[v],-27000
'357780,솔브레인,+148,+3684,249216,-385500,[v],-10500
'102710,이엔에프테크놀로지,+619,+2711,43784,-48900,[v],-1700
'247540,에코프로비엠,+215,+2428,113025,+205000,[^],+2500
'277810,레인보우로보틱스,+81,+2269,281678,-544000,[v],-23000
'084370,유진테크,+465,+2139,45997,-110900,[v],-5900
'403870,HPSP,+728,+2015,27685,-42900,[v],-2250
'036830,솔브레인홀딩스,+249,+1140,45851,-47600,[v],-1250
'044490,태웅,+287,+1136,39659,+47550,[^],+600
'086520,에코프로,+208,+1065,51242,-147500,[v],-1500
'064760,티씨케이,+94,+1031,109954,-225000,[v],-14000
'095610,테스,+340,+908,26702,-57400,[v],-3500
'213420,덕산네오룩스,+221,+902,40800,-50100,[v],-2900
'218410,RFHIC,+294,+819,27841,-81000,[v],-1400
'039030,이오테크닉스,+36,+781,218654,-391000,[v],-26000
'014620,성광벤드,+233,+764,32735,+34450,[^],+1300
'240810,원익IPS,+226,+755,33376,-114500,[v],-6500
'145020,휴젤,+18,+592,334040,-247000,[v],-12500
'348370,엔켐,+79,+564,71583,-40950,[v],-1750
'257720,실리콘투,+102,+519,50793,-37800,[v],-1000
'183300,코미코,+66,+489,73564,-103400,[v],-4100
'356860,티엘비,+169,+466,27514,-67200,[v],-5900
'481070,에이유브랜즈,+202,+432,21384,-17180,[v],-720
'353810,이지바이오,+653,+421,6453,-7110,[v],-170
'015750,성우하이텍,+659,+419,6350,-8630,[v],-330
'950140,잉글우드랩,+246,+356,14453,-12290,[v],-440
'107640,한중엔시에스,+98,+337,34371,-51000,[v],-400
'005290,동진쎄미켐,+92,+299,32457,-44500,[v],-2000
'007390,네이처셀,+84,+298,35627,-17810,[v],-470
'131970,두산테스나,+77,+263,34118,-102900,[v],-5400
'476060,온코닉테라퓨틱스,+82,+205,25000,-22900,[v],-150
'232140,와이씨,+168,+201,11926,-17850,[v],-890
'036810,에프에스티,+68,+163,23879,-38100,[v],-850
'393890,더블유씨피,+199,+153,7708,+13800,[^],+310
'241710,코스메카코리아,+22,+149,68899,-81900,[v],-2700
'171090,선익시스템,+30,+122,40797,-86900,[v],-5900
'452430,사피엔반도체,+40,+108,27349,-30950,[v],-1900
'123410,코리아에프티,+200,+105,5226,-7000,[v],-170
'365340,성일하이텍,+26,+102,39133,-59000,[v],-900
'394800,쓰리빌리언,+150,+101,6736,-13140,[v],-330
'260970,에스앤디,+9,+99,107185,-54000,[v],-2300
'137400,피엔티,+29,+99,34502,-49900,[v],-800
'200670,휴메딕스,+14,+96,69815,-34700,[v],-1100
'036220,오상헬스케어,+48,+87,18261,-8880,[v],-460
'058470,리노공업,+17,+81,47711,-99700,[v],-5200
'251970,펌텍코리아,+10,+64,63998,-46200,[v],-1400
'489460,바이오비쥬,+34,+62,18469,-8230,[v],-360
'101360,에코앤드림,+26,+62,23476,+17440,[^],+110
'263860,지니언스,+26,+60,22769,-13070,[v],-390
'340570,티앤엘,+8,+48,58484,-49800,[v],-2600
'131290,티에스이,+12,+47,39120,+111100,[^],+800
'416180,신성에스티,+10,+43,44449,-33650,[v],-100
'039440,에스티아이,+20,+40,19790,-29600,[v],-1150
'009520,포스코엠텍,+23,+36,15495,+17720,[^],+400
'190510,나무가,+20,+29,14638,-16810,[v],-420
'095340,ISC,+5,+25,52347,-247000,[v],-3000
'222800,심텍,+7,+23,32797,-52200,[v],-4000
'041190,우리기술투자,+20,+19,9370,-6290,[v],-220
'215000,골프존,+2,+13,66600,+48800,[^],+200
'036800,나이스정보통신,+4,+10,24599,-24900,[v],-1150
'214370,케어젠,+2,+8,48509,-91100,[v],-5800
'041920,메디아나,+10,+6,5870,+20850,[^],+950
'460940,피앤에스로보틱스,+1,+1,12988,-7720,[v],-250
'419050,삼기에너지솔루션즈,+0,+0,2314,-1538,[v],-14
