종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,+382,+28576,748017,-1006000,▼,-7000
'005930,삼성전자,+924,+12531,135681,-199800,▼,-700
'000150,두산,+130,+10911,841595,+1169000,▲,+20000
'298040,효성중공업,+49,+10303,2110372,+2719000,▲,+26000
'034020,두산에너빌리티,+1140,+10064,88258,+109600,▲,+3300
'017670,SK텔레콤,+1808,+9893,54707,+78300,▲,+100
'278470,에이피알,+289,+6609,228467,-361500,▼,-7500
'010130,고려아연,+47,+6199,1306338,-1605000,▼,-7000
'012330,현대모비스,+122,+5417,445537,-403500,▼,-9500
'035420,NAVER,+207,+5306,256278,+221000,▲,+500
'000880,한화,+433,+4998,115484,-121000,▼,-600
'010950,S-Oil,+532,+4618,86790,+111800,▲,+600
'005490,POSCO홀딩스,+131,+4567,347705,+343000,▲,+5000
'336260,두산퓨얼셀,+977,+3628,37144,-42900,▼,-3000
'011780,금호석유화학,+259,+3590,138549,-131700,▼,-2500
'000990,DB하이텍,+416,+3414,82007,-87400,▼,-500
'329180,HD현대중공업,+46,+2900,631345,-561000,▼,-6000
'006650,대한유화,+188,+2879,152764,+135200,▲,+1200
'015760,한국전력,+517,+2793,54041,+49050,▲,+750
'005935,삼성전자우,+270,+2788,103313,-139200,▼,-5000
'000120,CJ대한통운,+225,+2235,99464,+113300,▲,+500
'047050,포스코인터내셔널,+390,+2144,55025,+77700,▲,+5900
'052690,한전기술,+168,+1934,115026,+175400,▲,+7400
'377300,카카오페이,+380,+1921,50522,+63700,▲,+3500
'271560,오리온,+176,+1897,107494,+135200,▲,+4600
'489790,한화비전,+360,+1885,52334,-86700,▼,-500
'192820,코스맥스,+102,+1856,181662,+197800,▲,+18600
'002380,KCC,+42,+1845,443031,+543000,▲,+9000
'034230,파라다이스,+1036,+1762,17015,-18270,▼,-620
'069960,현대백화점,+173,+1655,95476,+90500,▲,+4500
'012450,한화에어로스페이스,+13,+1614,1250141,-1315000,▼,-60000
'010060,OCI홀딩스,+134,+1494,111356,+205000,▲,+6800
'105560,KB금융,+112,+1425,127211,-153800,▼,-1900
'298020,효성티앤씨,+58,+1388,239572,-369500,▼,-19000
'006280,녹십자,+84,+1383,163749,+147100,▲,+1900
'353200,대덕전자,+293,+1342,45792,+82800,▲,+5500
'007660,이수페타시스,+104,+1207,116551,-126900,▼,-2600
'207940,삼성바이오로직스,+6,+1204,1942526,+1602000,▲,+17000
'034730,SK,+41,+1198,295406,+358000,▲,+12000
'005850,에스엘,+252,+1181,46942,-63500,▼,-1000
'064350,현대로템,+53,+1180,222690,-180700,▼,-5600
'003230,삼양식품,+9,+1119,1209556,+1147000,▲,+47000
'047810,한국항공우주,+73,+1112,153220,-186200,▼,-4200
'456040,OCI,+156,+1085,69652,+97300,▲,+1700
'051600,한전KPS,+203,+1082,53208,+67400,▲,+6000
'000500,가온전선,+113,+1052,93493,+112700,▲,+1500
'066970,엘앤에프,+85,+1000,117206,+110700,▲,+2400
'018880,한온시스템,+3195,+981,3071,+4140,▲,+30
'001430,세아베스틸지주,+136,+925,67954,+65900,▲,+800
'004990,롯데지주,+327,+882,26972,+32100,▲,+1400
'009970,영원무역홀딩스,+41,+808,194711,-221000,▼,-500
'005300,롯데칠성,+61,+800,131274,+121200,▲,+4100
'103590,일진전기,+124,+774,62570,+82300,▲,+200
'004170,신세계,+26,+732,280977,+339500,▲,+4000
'005387,현대차2우B,+29,+731,249144,-264500,▼,-6000
'078930,GS,+115,+707,61696,+69200,▲,+3800
'020150,롯데에너지머티리얼즈,+195,+667,34128,+40800,▲,+3250
'062040,산일전기,+46,+667,143738,+157200,▲,+5500
'028260,삼성물산,+23,+661,288571,+299000,▲,+8000
'039490,키움증권,+19,+590,313636,+464000,▲,+15000
'103140,풍산,+43,+556,128627,-99300,▼,-600
'008770,호텔신라,+119,+552,46263,+44500,▲,+1200
'007810,코리아써키트,+105,+542,51662,+64500,▲,+2400
'111770,영원무역,+60,+528,87317,+83300,▲,+2000
'012510,더존비즈온,+54,+507,94405,+119300,▲,+200
'483650,달바글로벌,+33,+475,144159,+159000,▲,+4100
'003090,대웅,+214,+456,21322,+24550,▲,+900
'229640,LS에코에너지,+126,+454,36153,+45400,▲,+1400
'120110,코오롱인더,+94,+432,45767,-69900,▼,-600
'006040,동원산업,+93,+382,41225,+40600,▲,+1550
'011170,롯데케미칼,+53,+379,71775,+85100,▲,+2700
'005385,현대차우,+15,+356,244462,-265000,▼,-4000
'001800,오리온홀딩스,+171,+356,20816,+24850,▲,+100
'000725,현대건설우,+55,+345,62848,73900,-,0
'051910,LG화학,+9,+316,340411,+308000,▲,+4500
'030190,NICE평가정보,+194,+313,16136,+17000,▲,+820
'032640,LG유플러스,+201,+301,14965,+15690,▲,+70
'007310,오뚜기,+8,+299,382313,+371000,▲,+2500
'001720,신영증권,+21,+288,135335,+208000,▲,+1000
'454910,두산로보틱스,+32,+280,87219,+89800,▲,+600
'012750,에스원,+35,+277,78163,-87600,▼,-200
'105630,한세실업,+195,+275,14072,+12340,▲,+200
'316140,우리금융지주,+94,+260,27576,+33800,▲,+200
'026960,동서,+96,+249,25900,+26300,▲,+650
'322000,HD현대에너지솔루션,+42,+245,57793,-131000,▼,-5300
'204320,HL만도,+25,+223,88151,+54000,▲,+1000
'003490,대한항공,+66,+219,32986,+26150,▲,+1600
'013890,지누스,+170,+216,12731,+11510,▲,+10
'007070,GS리테일,+97,+201,20717,+20500,▲,+550
'023530,롯데쇼핑,+27,+196,71872,+113100,▲,+5600
'000670,영풍,+41,+196,47495,+60300,▲,+4800
'002240,고려제강,+90,+188,20879,+21750,▲,+400
'004800,효성,+14,+187,135247,+150000,▲,+5000
'180640,한진칼,+15,+179,119276,128000,-,0
'003160,디아이,+56,+173,30953,-38300,▼,-150
'241560,두산밥캣,+26,+161,61272,+63300,▲,+1500
