종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,-42883,-859144,200347,-199900,▼,-600
'000660,SK하이닉스,-6966,-706559,1014330,-1010000,▼,-3000
'005380,현대차,-3180,-167026,525253,522000,-,0
'032820,우리기술,-53257,-155596,29216,-28400,▼,-550
'005935,삼성전자우,-8286,-119428,144126,-139200,▼,-5000
'064350,현대로템,-5208,-98382,188924,-180600,▼,-5700
'000270,기아,-4305,-73893,171653,-170400,▼,-100
'272210,한화시스템,-4485,-64216,143194,-135900,▼,-5100
'006800,미래에셋증권,-6605,-44546,67438,+67900,▲,+1200
'047040,대우건설,-27207,-43943,16151,+19110,▲,+2940
'079550,LIG넥스원,-596,-41841,701620,-664000,▼,-38000
'010130,고려아연,-226,-36588,1622396,-1606000,▼,-6000
'015760,한국전력,-6064,-29389,48461,+49100,▲,+800
'009830,한화솔루션,-5720,-28895,50518,+52400,▲,+2650
'090710,휴림로봇,-17411,-25922,14888,-14020,▼,-310
'402340,SK스퀘어,-417,-25646,614709,-602000,▼,-9000
'035420,NAVER,-1022,-22587,221108,+221500,▲,+1000
'352820,하이브,-572,-20453,357433,-346500,▼,-8000
'082920,비츠로셀,-6584,-19985,30352,-29650,▼,-1300
'000720,현대건설,-1098,-18802,171247,-168200,▼,-1300
'071050,한국금융지주,-801,-18396,229762,+235000,▲,+6000
'012450,한화에어로스페이스,-132,-18324,1391524,-1320000,▼,-55000
'010950,S-Oil,-1503,-17118,113914,+112000,▲,+800
'006360,GS건설,-6525,-16982,26027,+32150,▲,+6200
'000150,두산,-143,-16497,1151709,+1178000,▲,+29000
'051910,LG화학,-536,-16419,306465,+309500,▲,+6000
'011930,신성이엔지,-47828,-15860,3316,-3010,▼,-70
'012510,더존비즈온,-1310,-15614,119193,+119300,▲,+200
'226950,올릭스,-810,-14685,181308,+186900,▲,+5100
'0126Z0,삼성에피스홀딩스,-255,-13813,542197,+553000,▲,+21000
'180640,한진칼,-1051,-13708,130366,+130600,▲,+2600
'050890,쏠리드,-9625,-13066,13576,+13120,▲,+220
'018880,한온시스템,-31833,-13052,4100,+4140,▲,+30
'417200,LS머트리얼즈,-5324,-12503,23487,+25300,▲,+1550
'039490,키움증권,-277,-12200,440445,+460000,▲,+11000
'047810,한국항공우주,-621,-11989,193052,-185800,▼,-4600
'035720,카카오,-2359,-11814,50071,+50200,▲,+200
'047050,포스코인터내셔널,-1594,-11676,73249,+77700,▲,+5900
'263750,펄어비스,-2523,-11405,45205,-41500,▼,-4500
'028260,삼성물산,-352,-10341,293664,+303000,▲,+12000
'010060,OCI홀딩스,-518,-10261,198250,+204000,▲,+5800
'036460,한국가스공사,-2778,-10185,36660,+37550,▲,+1300
'005490,POSCO홀딩스,-283,-9579,338772,+343500,▲,+5500
'005387,현대차2우B,-354,-9569,270399,-264500,▼,-6000
'086900,메디톡스,-870,-9403,108043,+107900,▲,+2200
'088350,한화생명,-18866,-9399,4982,+5230,▲,+300
'103140,풍산,-902,-9145,101379,-99600,▼,-300
'000810,삼성화재,-187,-8977,480768,+479000,▲,+500
'207940,삼성바이오로직스,-53,-8496,1591680,+1604000,▲,+19000
'950160,코오롱티슈진,-861,-8430,97862,+98200,▲,+1000
'475150,SK이터닉스,-1344,-8419,62657,+59400,▲,+5700
