종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'489500,엘케이켐,+335,+1120,33403,+38700,▲,+2650
'358570,지아이이노베이션,+537,+945,17599,-14590,▼,-30
'200710,에이디테크놀로지,+239,+826,34518,+47250,▲,+650
'080220,제주반도체,+337,+768,22833,+44300,▲,+1400
'347700,스피어,+527,+736,13952,-45250,▼,-600
'424870,이뮨온시아,+534,+707,13246,+8700,▲,+200
'053700,삼보모터스,+1034,+690,6673,+6340,▲,+90
'473980,노머스,+251,+686,27277,+19100,▲,+1240
'226590,엠디바이스,+463,+611,13201,-36200,▼,-50
'294570,쿠콘,+206,+581,28158,+30950,▲,+1350
'403870,HPSP,+164,+549,33435,-51200,▼,-500
'214370,케어젠,+74,+548,73850,+111700,▲,+1700
'476060,온코닉테라퓨틱스,+265,+541,20407,-23900,▼,-1200
'0009K0,에임드바이오,+92,+531,57991,-55800,▼,-500
'290650,엘앤씨바이오,+84,+521,61661,+75700,▲,+300
'058610,에스피지,+60,+501,83347,-120300,▼,-2900
'081180,쎄크,+299,+479,16045,-12450,▼,-200
'318060,그래피,+185,+450,24322,+50900,▲,+4700
'304360,에스바이오메딕스,+114,+425,37360,32950,-,0
'277810,레인보우로보틱스,+9,+415,465949,-668000,▼,-50000
'143160,아이디스,+214,+385,17973,-17950,▼,-10
'950160,코오롱티슈진,+47,+371,79321,+98200,▲,+1000
'308430,셀비온,+155,+366,23585,+30450,▲,+3600
'380550,뉴로핏,+158,+359,22720,-22600,▼,-350
'178320,서진시스템,+137,+350,25513,+48000,▲,+2600
'482630,삼양엔씨켐,+145,+333,22966,+18440,▲,+490
'028300,HLB,+63,+331,52550,+51300,▲,+900
'049070,인탑스,+159,+322,20228,+17740,▲,+50
'452430,사피엔반도체,+82,+305,37343,-34900,▼,-1150
'029480,광무,+1381,+301,2176,+2300,▲,+35
'336570,원텍,+377,+289,7666,+7070,▲,+150
'005290,동진쎄미켐,+78,+288,36894,+49850,▲,+1300
'488900,비츠로넥스텍,+147,+285,19438,-18960,▼,-660
'131970,두산테스나,+50,+269,53478,+99900,▲,+8000
'290690,소룩스,+582,+269,4615,-3700,▼,-445
'317690,퀀타매트릭스,+526,+266,5055,+3675,▲,+75
'372320,큐로셀,+58,+263,45056,+49650,▲,+3350
'042520,한스바이오메드,+90,+254,28263,-52900,▼,-2800
'376900,로킷헬스케어,+38,+253,66315,+130700,▲,+2000
'309710,아이티켐,+68,+248,36175,-32550,▼,-2600
'090360,로보스타,+28,+231,82976,-64600,▼,-1100
