종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'058610,에스피지,-869,-6786,78101,-120300,▼,-2900
'214450,파마리서치,-167,-6369,381303,+327500,▲,+7000
'278280,천보,-959,-5703,59493,+47300,▲,+300
'0096B0,삼성스팩12호,-20908,-4632,2215,2015,-,0
'310210,보로노이,-218,-4512,207306,+324500,▲,+4500
'494120,큐리오시스,-502,-3360,66997,-66100,▼,-2100
'083650,비에이치아이,-548,-3212,58660,+109800,▲,+5500
'356860,티엘비,-412,-2418,58710,-77400,▼,-2400
'086520,에코프로,-207,-2284,110265,-150900,▼,-200
'456160,지투지바이오,-283,-2040,72218,+88700,▲,+1800
'295310,에이치브이엠,-538,-1914,35614,92200,-,0
'437730,삼현,-340,-1732,50942,-55400,▼,-600
'036000,예림당,-4213,-1562,3707,+3135,▲,+5
'317830,에스피시스템스,-1062,-1410,13268,+10190,▲,+110
'241710,코스메카코리아,-209,-1396,66748,+77500,▲,+3700
'222800,심텍,-254,-1281,50486,+62500,▲,+2400
'486990,노타,-279,-1182,42416,-43000,▼,-1850
'257720,실리콘투,-280,-1163,41565,+38600,▲,+2100
'098460,고영,-446,-1160,25972,-29050,▼,-650
'117730,티로보틱스,-575,-1156,20101,-19940,▼,-10
'337930,젝시믹스,-1811,-1044,5765,+4490,▲,+80
'358570,지아이이노베이션,-530,-1014,19134,-14590,▼,-30
'095340,ISC,-87,-895,102488,+245000,▲,+500
'462350,이노스페이스,-761,-889,11689,-16520,▼,-650
'089970,브이엠,-298,-797,26745,-47800,▼,-1000
'458870,씨어스테크놀로지,-68,-793,116726,-184800,▼,-4200
'299170,더블유에스아이,-3023,-773,2558,+2635,▲,+40
'058470,리노공업,-118,-728,61592,-112000,▼,-5100
'061090,세나테크놀로지,-145,-724,49826,+37300,▲,+200
'376900,로킷헬스케어,-89,-706,79142,+130700,▲,+2000
'448900,한국피아이엠,-108,-657,60845,+120700,▲,+2200
'122870,와이지엔터테인먼트,-92,-570,61850,+60200,▲,+100
'211050,인카금융서비스,-392,-567,14448,+12660,▲,+40
'067310,하나마이크론,-220,-526,23844,+34750,▲,+1250
'119850,지엔씨에너지,-155,-522,33758,+35400,▲,+1750
'445680,큐리옥스바이오시스템즈,-51,-509,100526,-122800,▼,-8900
'141080,리가켐바이오,-28,-494,173837,+213000,▲,+13100
'277810,레인보우로보틱스,-10,-482,482280,-668000,▼,-50000
'240810,원익IPS,-77,-468,60470,+124000,▲,+3100
'067160,SOOP,-67,-464,69348,+63100,▲,+500
'0091W0,신영스팩11호,-2247,-451,2008,-2075,▼,-5
'382900,범한퓨얼셀,-150,-441,29485,-29650,▼,-850
'364950,에이아이코리아,-499,-438,8776,+6770,▲,+120
'126340,비나텍,-58,-425,72996,+143700,▲,+4300
'112040,위메이드,-156,-424,27230,-22000,▼,-100
'099320,쎄트렉아이,-66,-397,59899,-177800,▼,-8400
'0015N0,아로마티카,-279,-360,12889,+9870,▲,+190
'039030,이오테크닉스,-14,-358,255063,+425000,▲,+12500
'200670,휴메딕스,-83,-351,42125,+35700,▲,+550
'475830,오름테라퓨틱,-37,-350,94963,+125300,▲,+400
