종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'277810,레인보우로보틱스,+183,+13756,753421,-668000,▼,-50000
'032500,케이엠더블유,+2392,+6228,26037,+32450,▲,+3250
'000250,삼천당제약,+74,+5840,786807,+900000,▲,+105000
'036810,에프에스티,+1292,+5454,42206,-42400,▼,-600
'257720,실리콘투,+1432,+5315,37113,+38600,▲,+2100
'476830,알지노믹스,+295,+5255,178316,+215000,▲,+1000
'347700,스피어,+792,+4217,53217,-45250,▼,-600
'099320,쎄트렉아이,+204,+4078,200279,-177800,▼,-8400
'440110,파두,+577,+3777,65446,+59200,▲,+2200
'475830,오름테라퓨틱,+253,+3307,130612,+125300,▲,+400
'448900,한국피아이엠,+246,+3182,129477,+120700,▲,+2200
'247540,에코프로비엠,+135,+2696,199199,+190100,▲,+400
'178320,서진시스템,+574,+2567,44732,+48000,▲,+2600
'107640,한중엔시에스,+417,+2541,60971,+52000,▲,+300
'234340,헥토파이낸셜,+629,+2338,37189,+40000,▲,+1450
'319660,피에스케이,+346,+2095,60553,+85500,▲,+3000
'033160,엠케이전자,+1294,+1737,13428,+18070,▲,+360
'050890,쏠리드,+1324,+1672,12627,+13120,▲,+220
'230240,에치에프알,+520,+1377,26482,+27000,▲,+1500
'253590,네오셈,+671,+1372,20459,+19100,▲,+350
'077360,덕산하이메탈,+904,+1299,14378,-11860,▼,-470
'456160,지투지바이오,+110,+1269,115348,+88700,▲,+1800
'468530,프로티나,+152,+1269,83283,-80500,▼,-1300
'141080,리가켐바이오,+57,+1063,186134,+213000,▲,+13100
'014620,성광벤드,+279,+1012,36244,+37500,▲,+5750
'038500,삼표시멘트,+526,+1006,19143,+17370,▲,+70
'476060,온코닉테라퓨틱스,+426,+964,22623,-23900,▼,-1200
'108490,로보티즈,+35,+895,254806,-260500,▼,-6500
'033500,동성화인텍,+324,+894,27632,+26650,▲,+400
'083650,비에이치아이,+75,+754,100444,+109800,▲,+5500
'458870,씨어스테크놀로지,+45,+716,158999,-184800,▼,-4200
'389260,대명에너지,+300,+618,20586,+23450,▲,+2750
'019210,와이지-원,+501,+591,11786,-12550,▼,-260
'403870,HPSP,+132,+575,43400,-51200,▼,-500
'441270,파인엠텍,+550,+560,10177,+11360,▲,+710
'357580,아모센스,+226,+533,23560,-21400,▼,-400
'024850,HLB이노베이션,+1515,+527,3482,-4945,▼,-105
'127120,제이에스링크,+117,+456,38937,+39700,▲,+450
'331740,아우토크립트,+204,+417,20408,-17000,▼,-420
'950160,코오롱티슈진,+40,+400,101126,+98200,▲,+1000
'041510,에스엠,+39,+389,98675,+98000,▲,+900
'125490,한라캐스트,+235,+382,16272,+17140,▲,+880
'240810,원익IPS,+30,+365,121074,+124000,▲,+3100
'124500,아이티센글로벌,+51,+359,70426,-61600,▼,-3600
'319400,현대무벡스,+112,+357,31952,+30400,▲,+500
'065350,신성델타테크,+52,+337,65293,+63000,▲,+1200
'080580,오킨스전자,+177,+337,19013,-20350,▼,-500
'215200,메가스터디교육,+65,+304,47086,+48000,▲,+2050
'082920,비츠로셀,+130,+294,22570,-29100,▼,-1850
'211050,인카금융서비스,+220,+283,12873,+12660,▲,+40
'036620,감성코퍼레이션,+460,+281,6115,-5430,▼,-50
'218410,RFHIC,+23,+281,119740,+81600,▲,+2900
'272290,이녹스첨단소재,+80,+276,34541,+33250,▲,+1900
'048410,현대바이오,+160,+267,16720,-14700,▼,-540
'473980,노머스,+139,+253,18268,+19100,▲,+1240
'295310,에이치브이엠,+17,+221,128664,92200,-,0
'098070,한텍,+53,+215,40386,+47550,▲,+2950
'461300,아이스크림미디어,+122,+207,16966,-18810,▼,-180
'376900,로킷헬스케어,+20,+206,102417,+130700,▲,+2000
'213420,덕산네오룩스,+49,+200,41168,+47700,▲,+3200
'042520,한스바이오메드,+45,+196,43451,-52900,▼,-2800
'006730,서부T&D,+126,+187,14811,14840,-,0
'200710,에이디테크놀로지,+38,+183,48588,+47250,▲,+650
'119850,지엔씨에너지,+50,+181,36081,+35400,▲,+1750
'189300,인텔리안테크,+12,+175,141912,-121800,▼,-1600
'044490,태웅,+33,+166,49936,+58600,▲,+13300
'226400,오스테오닉,+241,+161,6702,-6550,▼,-30
'183300,코미코,+14,+158,113260,+119900,▲,+1000
'033100,제룡전기,+32,+158,49544,+49950,▲,+1350
'420770,기가비스,+21,+158,75690,+78700,▲,+300
'452280,한선엔지니어링,+112,+150,13320,+15490,▲,+80
'123330,제닉,+56,+144,25698,+24950,▲,+1400
'131970,두산테스나,+22,+141,65133,+99900,▲,+8000
'095340,ISC,+7,+128,179231,+245000,▲,+500
'0011A0,액스비스,+35,+126,35559,-28650,▼,-850
'023760,한국캐피탈,+1210,+125,1036,+1007,▲,+36
'488280,에스투더블유,+70,+125,17868,-15540,▼,-160
'079370,제우스,+68,+118,17262,-17500,▼,-360
