종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'003230,삼양식품,+55,+6465,1165726,-1127000,▼,-24000
'007810,코리아써키트,+994,+6087,61234,-59900,▼,-4700
'010950,S-Oil,+535,+6001,112221,-103000,▼,-8800
'011070,LG이노텍,+164,+4879,296722,-283500,▼,-12500
'178320,서진시스템,+1012,+4561,45044,-44250,▼,-3750
'044490,태웅,+823,+4449,54043,-51300,▼,-6000
'006360,GS건설,+1340,+4269,31848,-30050,▼,-1750
'039200,오스코텍,+740,+3884,52486,-50800,▼,-5200
'090460,비에이치,+1596,+3756,23535,+23450,▲,+1300
'388210,씨엠티엑스,+254,+3753,147978,-140600,▼,-10600
'234340,헥토파이낸셜,+929,+3732,40174,-39900,▼,-100
'105560,KB금융,+245,+3573,145738,-144600,▼,-10600
'120110,코오롱인더,+495,+3372,68062,-65300,▼,-4800
'375500,DL이앤씨,+495,+3369,68021,-62500,▼,-4900
'161890,한국콜마,+422,+3323,78714,-76000,▼,-700
'347700,스피어,+748,+3192,42671,-40350,▼,-4400
'100840,SNT에너지,+587,+3164,53870,-52600,▼,-700
'241710,코스메카코리아,+402,+3152,78377,+77400,▲,+600
'000250,삼천당제약,+32,+2971,942778,+923000,▲,+16000
'131970,두산테스나,+269,+2924,108550,-102000,▼,-400
'023160,태광,+760,+2775,36502,-34000,▼,-1700
'098070,한텍,+512,+2712,52977,+56700,▲,+8800
'078600,대주전자재료,+204,+2591,126787,-121600,▼,-4600
'088980,맥쿼리인프라,+2043,+2337,11441,-11370,▼,-140
'330860,네패스아크,+750,+2092,27888,+28000,▲,+3000
'083650,비에이치아이,+199,+2083,104887,-100700,▼,-8800
'079550,LIG넥스원,+31,+2011,645224,-623000,▼,-38000
'237690,에스티팜,+138,+1988,144511,-141600,▼,-9200
'295310,에이치브이엠,+218,+1962,89786,-84800,▼,-7500
'195940,HK이노엔,+353,+1802,51099,-49750,▼,-2350
'257720,실리콘투,+430,+1674,38895,-37800,▼,-700
'166090,하나머티리얼즈,+273,+1655,60733,-57900,▼,-4100
'192820,코스맥스,+75,+1525,202346,-192400,▼,-3700
'298020,효성티앤씨,+39,+1523,386950,+372000,▲,+5000
'293490,카카오게임즈,+1075,+1478,13749,-13520,▼,-270
'456040,OCI,+151,+1452,96227,-93400,▼,-4400
'389020,자람테크놀로지,+253,+1326,52459,-50800,▼,-2100
'441270,파인엠텍,+1182,+1318,11155,-10910,▼,-650
'085620,미래에셋생명,+816,+1310,16063,-15350,▼,-1860
'213420,덕산네오룩스,+247,+1244,50321,+48500,▲,+550
'053690,한미글로벌,+444,+1243,28015,-27050,▼,-150
'458870,씨어스테크놀로지,+66,+1222,186123,-177900,▼,-5000
'460930,현대힘스,+603,+1213,20102,+21200,▲,+3180
'356860,티엘비,+149,+1126,75401,-71600,▼,-6500
'001120,LX인터내셔널,+231,+1103,47662,-46000,▼,-1150
'122640,예스티,+371,+1091,29416,-27200,▼,-1600
'217590,티엠씨,+395,+1085,27489,+25650,▲,+2050
'141080,리가켐바이오,+53,+1082,205688,-188500,▼,-24500
'128940,한미약품,+21,+1075,508867,-495500,▼,-64500
'047050,포스코인터내셔널,+134,+1045,78269,-75600,▼,-1400
'393890,더블유씨피,+742,+1023,13777,+13460,▲,+230
'437730,삼현,+197,+1006,51181,-49100,▼,-6400
'010060,OCI홀딩스,+51,+997,195395,-187500,▼,-15500
'125490,한라캐스트,+626,+988,15784,-15620,▼,-1520
'490470,세미파이브,+318,+976,30734,-30100,▼,-800
'353200,대덕전자,+111,+922,83020,-79200,▼,-3600
'357580,아모센스,+431,+919,21324,-21200,▼,-200
'200710,에이디테크놀로지,+172,+868,50320,+48500,▲,+800
'004170,신세계,+27,+855,321315,-315000,▼,-29000
'042520,한스바이오메드,+165,+803,48812,-47250,▼,-5750
'395400,SK리츠,+1239,+783,6323,-6260,▼,-50
'032350,롯데관광개발,+378,+753,19923,-19500,▼,-1900
'143240,사람인,+438,+745,17006,+16980,▲,+2630
