종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'005380,현대차,+215,+11401,529518,522000,-,0
'000150,두산,+95,+10580,1117054,+1169000,▲,+20000
'032830,삼성생명,+362,+8567,236964,-226500,▼,-4000
'005830,DB손해보험,+373,+7678,206049,+185300,▲,+800
'000270,기아,+395,+6835,172976,-170200,▼,-300
'004990,롯데지주,+1618,+6174,38167,+32100,▲,+1400
'003230,삼양식품,+44,+5541,1268505,+1147000,▲,+47000
'079550,LIG넥스원,+112,+5521,491249,-664000,▼,-38000
'329180,HD현대중공업,+73,+4456,606523,-561000,▼,-6000
'062040,산일전기,+252,+4150,164499,+157200,▲,+5500
'032350,롯데관광개발,+1433,+3657,25525,+21550,▲,+600
'353200,대덕전자,+565,+3397,60142,+82800,▲,+5500
'007660,이수페타시스,+313,+3319,106065,-126900,▼,-2600
'009540,HD한국조선해양,+70,+3236,465683,-404500,▼,-9000
'017960,한국카본,+770,+3077,39979,+49300,▲,+950
'009150,삼성전기,+70,+3023,431133,-462000,▼,-17500
'096770,SK이노베이션,+220,+2836,129042,+113600,▲,+3300
'002380,KCC,+46,+2746,602293,+543000,▲,+9000
'204320,HL만도,+384,+2316,60235,+54000,▲,+1000
'006650,대한유화,+127,+2234,176398,+135200,▲,+1200
'111770,영원무역,+192,+1756,91308,+83300,▲,+2000
'034230,파라다이스,+850,+1752,20623,-18270,▼,-620
'086790,하나금융지주,+134,+1731,129212,-112400,▼,-800
'064350,현대로템,+76,+1692,222914,-180700,▼,-5600
'010120,LS ELECTRIC,+22,+1627,724844,+889000,▲,+16000
'489790,한화비전,+228,+1438,63084,-86700,▼,-500
'066570,LG전자,+97,+1310,135170,+117300,▲,+1100
'195870,해성디에스,+214,+1267,59146,+58500,▲,+2500
'000240,한국앤컴퍼니,+356,+1225,34463,+26800,▲,+200
'139480,이마트,+103,+1167,113267,+100200,▲,+5800
'010690,화신,+839,+1082,12904,+12210,▲,+250
'018880,한온시스템,+2277,+1062,4664,+4140,▲,+30
'000880,한화,+83,+1034,125050,-121000,▼,-600
'009155,삼성전기우,+59,+1025,174895,-183800,▼,-6600
'023530,롯데쇼핑,+87,+1001,115337,+113100,▲,+5600
'499790,GS피앤엘,+162,+974,60156,-48450,▼,-1300
'005690,파미셀,+510,+950,18621,+16100,▲,+170
'001440,대한전선,+245,+848,34579,+30700,▲,+600
'000120,CJ대한통운,+59,+821,139034,+113300,▲,+500
'047050,포스코인터내셔널,+108,+802,73954,+77700,▲,+5900
'003570,SNT다이내믹스,+127,+771,60650,-47700,▼,-350
'005387,현대차2우B,+26,+754,287844,-264500,▼,-6000
'007810,코리아써키트,+123,+745,60484,+64500,▲,+2400
'009420,한올바이오파마,+120,+721,60325,+55900,▲,+400
'034220,LG디스플레이,+499,+706,14154,+12030,▲,+310
'007310,오뚜기,+17,+700,411896,+371000,▲,+2500
'005180,빙그레,+80,+692,86757,+75400,▲,+600
'005300,롯데칠성,+46,+677,148039,+121200,▲,+4100
'014830,유니드,+81,+657,81498,+85400,▲,+1800
'280360,롯데웰푸드,+47,+640,135799,+112800,▲,+1600
'003490,대한항공,+231,+613,26548,+26150,▲,+1600
'194370,제이에스코퍼레이션,+390,+570,14608,+12140,▲,+280
'282330,BGF리테일,+40,+557,137724,+123100,▲,+2400
'089590,제주항공,+847,+549,6477,+5340,▲,+330
'034310,NICE,+340,+517,15207,+14510,▲,+40
'475150,SK이터닉스,+152,+454,29963,+58600,▲,+4900
