종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,-1896,-38488,202971,-199800,▼,-700
'005380,현대차,-489,-25662,525289,522000,-,0
'003670,포스코퓨처엠,-555,-11049,199044,+199200,▲,+1200
'015760,한국전력,-2276,-11021,48433,+49100,▲,+800
'000660,SK하이닉스,-101,-10473,1035369,-1010000,▼,-3000
'277810,레인보우로보틱스,-129,-9263,718633,-667000,▼,-51000
'035420,NAVER,-385,-8472,219934,+221500,▲,+1000
'005490,POSCO홀딩스,-244,-8261,338985,+343500,▲,+5500
'006800,미래에셋증권,-1111,-7477,67310,+67900,▲,+1200
'066970,엘앤에프,-677,-7337,108435,+111200,▲,+2900
'064350,현대로템,-334,-6337,189591,-180500,▼,-5800
'131970,두산테스나,-625,-5720,91534,+101400,▲,+9500
'263750,펄어비스,-1213,-5716,47110,-41500,▼,-4500
'352820,하이브,-140,-5034,360665,-346500,▼,-8000
'012330,현대모비스,-115,-4728,410821,-403500,▼,-9500
'012510,더존비즈온,-393,-4680,119148,+119300,▲,+200
'018260,삼성에스디에스,-280,-4525,161555,+163100,▲,+1600
'267250,HD현대,-165,-4304,261191,+265500,▲,+4500
'051900,LG생활건강,-175,-4224,242080,+254500,▲,+11500
'207940,삼성바이오로직스,-26,-4145,1594178,+1604000,▲,+19000
'047050,포스코인터내셔널,-446,-3225,72277,+77700,▲,+5900
'271560,오리온,-231,-3007,130067,+136300,▲,+5700
'456160,지투지바이오,-324,-2842,87814,+89100,▲,+2200
'251270,넷마블,-521,-2672,51297,+52200,▲,+1200
'302440,SK바이오사이언스,-628,-2629,41888,+42700,▲,+750
'357780,솔브레인,-60,-2527,422286,+430000,▲,+8000
'373220,LG에너지솔루션,-67,-2488,372920,+374000,▲,+3000
'454910,두산로보틱스,-277,-2474,89390,+89600,▲,+400
'122870,와이지엔터테인먼트,-404,-2444,60524,+60200,▲,+100
'397030,에이프릴바이오,-391,-2443,62530,+64800,▲,+2300
'140410,메지온,-280,-2425,86651,+91600,▲,+100
'010950,S-Oil,-214,-2386,111653,+112000,▲,+800
'011200,HMM,-1137,-2376,20892,+21200,▲,+350
'041510,에스엠,-244,-2354,96664,+98300,▲,+1200
'035900,JYP Ent.,-344,-2284,66472,-66600,▼,-300
'035250,강원랜드,-1196,-2147,17950,+18180,▲,+330
'003550,LG,-227,-2051,90422,+95500,▲,+5000
'009540,HD한국조선해양,-49,-2041,414993,-405500,▼,-8000
'034730,SK,-56,-1954,346364,+360500,▲,+14500
'950160,코오롱티슈진,-200,-1946,97310,+98200,▲,+1000
'050890,쏠리드,-1500,-1945,12964,+13120,▲,+220
'004170,신세계,-58,-1944,336406,+342000,▲,+6500
'443060,HD현대마린솔루션,-108,-1927,179181,+182100,▲,+3900
'326030,SK바이오팜,-192,-1868,97071,+98200,▲,+700
'383220,F&F,-307,-1838,59919,+62300,▲,+2200
'078930,GS,-275,-1791,65048,+69500,▲,+4100
'035720,카카오,-351,-1756,50013,+50200,▲,+200
'259960,크래프톤,-75,-1751,232631,+236000,▲,+4000
'004370,농심,-46,-1699,371088,+379500,▲,+8500
'393890,더블유씨피,-1030,-1543,14978,-13230,▼,-1870
'004020,현대제철,-424,-1528,36038,+37350,▲,+1500
'001800,오리온홀딩스,-617,-1519,24642,+25000,▲,+250
'476830,알지노믹스,-66,-1409,213116,+216000,▲,+2000
'010120,LS ELECTRIC,-16,-1363,873402,+891000,▲,+18000
'204320,HL만도,-251,-1332,52994,+53900,▲,+900
'005387,현대차2우B,-47,-1279,271075,-264500,▼,-6000
'010140,삼성중공업,-442,-1262,28578,+28800,▲,+300
'237690,에스티팜,-82,-1235,150401,+150900,▲,+1400
