종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'089030,테크윙,+755,+4668,61813,-58000,▼,-500
'348210,넥스틴,+696,+4173,59979,-79800,▼,-200
'031980,피에스케이홀딩스,+505,+2634,52111,+111000,▲,+4200
'214450,파마리서치,+44,+2543,573591,+327500,▲,+7000
'297090,씨에스베어링,+4241,+2516,5933,+8620,▲,+740
'042520,한스바이오메드,+881,+2508,28484,-52900,▼,-2800
'170920,엘티씨,+1055,+1863,17657,-34000,▼,-100
'241710,코스메카코리아,+253,+1787,70511,+77500,▲,+3700
'086520,에코프로,+197,+1737,88137,-150900,▼,-200
'240810,원익IPS,+299,+1683,56203,+124000,▲,+3100
'101490,에스앤에스텍,+261,+1597,61182,-85700,▼,-200
'035900,JYP Ent.,+192,+1431,74393,-66800,▼,-100
'200710,에이디테크놀로지,+522,+1386,26533,+47250,▲,+650
'247540,에코프로비엠,+84,+1380,164415,+190100,▲,+400
'030530,원익홀딩스,+548,+1359,24810,+34350,▲,+1850
'348370,엔켐,+125,+1128,89943,-48950,▼,-4150
'309710,아이티켐,+261,+1090,41757,-32550,▼,-2600
'204270,제이앤티씨,+364,+953,26188,+18010,▲,+80
'131970,두산테스나,+179,+863,48164,+99900,▲,+8000
'440110,파두,+378,+838,22173,+59200,▲,+2200
'107640,한중엔시에스,+158,+778,49107,+52000,▲,+300
'089890,코세스,+287,+711,24824,-25550,▼,-1250
'222800,심텍,+128,+664,51946,+62500,▲,+2400
'114810,한솔아이원스,+428,+638,14891,-15260,▼,-340
'141080,리가켐바이오,+43,+590,137260,+213000,▲,+13100
'277810,레인보우로보틱스,+16,+536,342006,-668000,▼,-50000
'121600,나노신소재,+80,+519,64568,+61800,▲,+1200
'257720,실리콘투,+109,+469,43029,+38600,▲,+2100
'416180,신성에스티,+101,+452,44785,-34500,▼,-400
'950160,코오롱티슈진,+99,+442,44715,+98200,▲,+1000
'082270,젬백스,+77,+372,48217,-38100,▼,-100
'419530,SAMG엔터,+71,+366,51880,+35900,▲,+1450
'290650,엘앤씨바이오,+65,+324,49810,+75700,▲,+300
'482630,삼양엔씨켐,+145,+311,21516,+18440,▲,+490
'372320,큐로셀,+80,+306,38124,+49650,▲,+3350
'287840,인투셀,+68,+293,43327,-47450,▼,-150
'204620,글로벌텍스프리,+518,+293,5651,+4830,▲,+370
'078600,대주전자재료,+35,+260,75389,+127500,▲,+7800
'036890,진성티이씨,+181,+240,13268,+16910,▲,+790
'140860,파크시스템스,+9,+216,239999,-272500,▼,-5000
'200670,휴메딕스,+40,+206,51366,+35700,▲,+550
'096530,씨젠,+77,+197,25761,+22800,▲,+650
'052400,코나아이,+39,+197,50785,-57500,▼,-1000
'437730,삼현,+62,+190,30593,-55400,▼,-600
'160190,하이젠알앤엠,+31,+173,56284,-43600,▼,-10100
'089970,브이엠,+73,+165,22651,-47800,▼,-1000
'452430,사피엔반도체,+56,+165,29425,-34900,▼,-1150
'260970,에스앤디,+19,+149,78696,+54500,▲,+400
'161580,필옵틱스,+40,+148,37472,-39050,▼,-1050
'080220,제주반도체,+69,+144,20995,+44300,▲,+1400
'036810,에프에스티,+35,+135,38589,-42400,▼,-600
'222080,씨아이에스,+163,+123,7521,-12510,▼,-60
'074600,원익QnC,+50,+119,23571,+34300,▲,+550
'214370,케어젠,+19,+117,61450,+111700,▲,+1700
'389470,인벤티지랩,+30,+115,38241,+80900,▲,+2100
'126340,비나텍,+24,+115,47517,+143700,▲,+4300
'323280,태성,+47,+114,24580,+69800,▲,+400
'065710,서호전기,+28,+114,40097,+46350,▲,+150
'214430,아이쓰리시스템,+14,+110,80546,+96600,▲,+200
'053610,프로텍,+32,+106,32941,-57700,▼,-1400
'389650,넥스트바이오메디컬,+15,+101,65364,+79100,▲,+3100
'054950,제이브이엠,+30,+94,31300,+25450,▲,+600
'338840,와이바이오로직스,+50,+91,18251,-34600,▼,-1000
'058970,엠로,+20,+91,44516,-30550,▼,-200
'252990,샘씨엔에스,+121,+91,7509,+10470,▲,+30
'101360,에코앤드림,+36,+81,22443,+17340,▲,+40
'031330,에스에이엠티,+225,+80,3537,-5310,▼,-10
'036540,SFA반도체,+174,+74,4289,+7100,▲,+30
'237690,에스티팜,+8,+74,96243,+150100,▲,+600
'032820,우리기술,+170,+72,4241,-28400,▼,-550
'042370,비츠로테크,+80,+72,8995,+11980,▲,+820
'194700,노바렉스,+40,+71,17752,-13400,▼,-30
'098070,한텍,+17,+69,40086,+47550,▲,+2950
'417200,LS머트리얼즈,+64,+68,10637,+25300,▲,+1550
'475230,엔알비,+54,+64,12032,+24750,▲,+2700
'460930,현대힘스,+28,+64,22851,+18200,▲,+640
'036200,유니셈,+62,+60,9784,+10180,▲,+130
'457550,우진엔텍,+24,+60,25141,+30450,▲,+2100
'388610,지에프씨생명과학,+30,+56,18785,+10330,▲,+250
'051360,토비스,+38,+56,14928,+16770,▲,+820
