종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'483650,달바글로벌,+1630,+18029,110588,-148800,[v],-5700
'064350,현대로템,+537,+6428,119796,-179300,[v],-4900
'207940,삼성바이오로직스,+56,+6219,1119296,-1534000,[v],-72000
'015760,한국전력,+963,+2865,29739,-42100,[v],-1800
'000120,CJ대한통운,+243,+1932,79618,-105200,[v],-3000
'004170,신세계,+104,+1810,174748,-309500,[v],-27500
'006260,LS,+103,+1542,149914,-261500,[v],-6500
'352820,하이브,+52,+1445,278491,-302000,[v],-5000
'011200,HMM,+590,+1312,22232,-19540,[v],-120
'00680K,미래에셋증권2우B,+2447,+1257,5138,-19340,[v],-1160
'047810,한국항공우주,+139,+1214,87271,-174400,[v],-12100
'322000,HD현대에너지솔루션,+254,+1128,44391,+135100,[^],+11900
'034020,두산에너빌리티,+291,+1124,38617,-94400,[v],-3700
'028260,삼성물산,+62,+1095,177954,-260500,[v],-8500
'005180,빙그레,+116,+1025,88126,-72200,[v],-2000
'010140,삼성중공업,+676,+987,14607,-24600,[v],-1400
'373220,LG에너지솔루션,+34,+957,278015,+409500,[^],+15000
'012450,한화에어로스페이스,+10,+872,833410,-1299000,[v],-36000
'011760,현대코퍼레이션,+343,+841,24515,-25300,[v],-850
'128940,한미약품,+26,+779,294256,-526000,[v],-23000
'033780,KT&G,+54,+644,119768,-157100,[v],-900
'009150,삼성전기,+53,+632,119743,-429500,[v],-4500
'005385,현대차우,+43,+630,145798,-243500,[v],-13500
'005440,현대지에프홀딩스,+856,+619,7226,-14140,[v],-220
'002380,KCC,+22,+615,278022,-504000,[v],-21000
'005940,NH투자증권,+357,+569,15925,-31200,[v],-3050
'008770,호텔신라,+108,+531,49056,-45050,[v],-2400
'000155,두산우,+19,+521,277283,-464500,[v],-33000
'000720,현대건설,+91,+443,48617,-147500,[v],-2300
'111770,영원무역,+73,+418,57046,-80400,[v],-1400
'175330,JB금융지주,+237,+409,17278,-30300,[v],-800
'307950,현대오토에버,+29,+406,137844,-376000,[v],-18000
'017960,한국카본,+175,+369,21138,-39200,[v],-1300
'071320,지역난방공사,+48,+359,74177,-75400,[v],-4000
'003490,대한항공,+154,+350,22737,-24450,[v],-850
'001720,신영증권,+30,+335,111704,-192900,[v],-13100
'114090,GKL,+228,+319,13991,-11520,[v],-360
'000157,두산2우B,+9,+313,339608,-408000,[v],-43000
'009540,HD한국조선해양,+10,+284,289698,-350000,[v],-17000
'028050,삼성E&A,+130,+274,21084,+33400,[^],+300
'034120,SBS,+116,+271,23268,-15960,[v],-290
'032350,롯데관광개발,+230,+258,11228,-18300,[v],-1550
'302440,SK바이오사이언스,+55,+245,44307,-42200,[v],-1000
'023530,롯데쇼핑,+29,+225,77834,-107100,[v],-7300
'139480,이마트,+25,+218,87169,-97400,[v],-2600
'029780,삼성카드,+51,+216,42542,-54000,[v],-1000
'066570,LG전자,+29,+205,69917,-108600,[v],-3400
'005070,코스모신소재,+64,+199,31332,+53300,[^],+1600
'484870,엠앤씨솔루션,+18,+196,110474,-99000,[v],-4200
'066575,LG전자우,+56,+194,34563,-49350,[v],-1850
'071055,한국금융지주우,+26,+185,71832,-154800,[v],-8600
'001430,세아베스틸지주,+93,+176,18951,-66700,[v],-2800
'003925,남양유업우,+42,+172,40952,+40500,[^],+500
'097950,CJ제일제당,+7,+167,227768,+218000,[^],+3500
'214320,이노션,+92,+162,17563,-17940,[v],-240
'066970,엘앤에프,+30,+156,52487,+156800,[^],+1500
'096770,SK이노베이션,+15,+138,95040,+112700,[^],+1300
'488720,WON 종합채권(AA-이상)액티브,+26,+137,52117,-49195,[v],-35
'039130,하나투어,+27,+129,47589,-40900,[v],-550
'035150,백산,+83,+120,14441,-12790,[v],-170
'102260,동성케미컬,+298,+118,3969,-4185,[v],-90
'001070,대한방직,+173,+107,6199,+6870,[^],+10
'007540,샘표,+24,+104,43721,-53500,[v],-900
'004700,조광피혁,+18,+104,59223,-69100,[v],-1200
'001270,부국증권,+29,+103,35418,-74900,[v],-900
'034230,파라다이스,+75,+102,13624,-16630,[v],-1200
'000640,동아쏘시오홀딩스,+10,+101,102786,-96500,[v],-1900
'009680,모토닉,+100,+101,10095,-10670,[v],-90
'003670,포스코퓨처엠,+9,+98,104125,+217000,[^],+8000
'005300,롯데칠성,+10,+97,101589,-113700,[v],-4200
'036460,한국가스공사,+25,+94,38235,-35050,[v],-350
'267290,경동도시가스,+48,+89,18390,-21700,[v],-400
'036530,SNT홀딩스,+21,+88,41681,-59300,[v],-2900
'011785,금호석유화학우,+15,+81,53361,-56500,[v],-1700
'086280,현대글로비스,+7,+74,110244,-216000,[v],-15500
'361610,SK아이이테크놀로지,+35,+72,20660,+22200,[^],+550
'002020,코오롱,+30,+71,23786,-66500,[v],-3300
