종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,+7059,+110860,157058,-199800,▼,-700
'000660,SK하이닉스,+631,+54593,865271,-1006000,▼,-7000
'005380,현대차,+396,+19609,494912,522000,-,0
'402340,SK스퀘어,+78,+4039,518835,-604000,▼,-7000
'298040,효성중공업,+13,+2977,2374093,+2719000,▲,+26000
'012450,한화에어로스페이스,+21,+2634,1235572,-1315000,▼,-60000
'009150,삼성전기,+90,+2594,288453,-462000,▼,-17500
'139480,이마트,+264,+2394,90617,+100200,▲,+5800
'005387,현대차2우B,+91,+2372,261314,-264500,▼,-6000
'034730,SK,+70,+2221,316257,+358000,▲,+12000
'272210,한화시스템,+193,+1856,96062,-135800,▼,-5200
'006400,삼성SDI,+43,+1582,371788,-399500,▼,-3000
'023590,다우기술,+317,+1560,49265,+51200,▲,+2250
'267260,HD현대일렉트릭,+17,+1418,828400,-957000,▼,-1000
'105560,KB금융,+96,+1324,137404,-153800,▼,-1900
'012330,현대모비스,+28,+1226,441092,-403500,▼,-9500
'001530,DI동일,+610,+1192,19555,-21700,▼,-250
'004490,세방전지,+151,+935,62071,+61200,▲,+800
'035720,카카오,+158,+925,58465,+50300,▲,+300
'096770,SK이노베이션,+74,+791,107126,+113600,▲,+3300
'032830,삼성생명,+40,+735,182687,-226500,▼,-4000
'298020,효성티앤씨,+19,+708,366266,-369500,▼,-19000
'030200,KT,+123,+683,55503,+60000,▲,+700
'294870,HDC현대산업개발,+305,+619,20284,+24350,▲,+2800
'204320,HL만도,+97,+610,62643,+54000,▲,+1000
'035250,강원랜드,+351,+603,17171,+18180,▲,+330
'011070,LG이노텍,+25,+590,239847,+295500,▲,+9500
'039130,하나투어,+125,+570,45587,+42550,▲,+1000
'267270,HD건설기계,+50,+558,111898,+133600,▲,+1900
'03473K,SK우,+23,+512,223754,+260500,▲,+9500
'489790,한화비전,+82,+491,59538,-86700,▼,-500
'051910,LG화학,+16,+489,307841,+308000,▲,+4500
'100840,SNT에너지,+114,+487,42683,+53800,▲,+12250
'033240,자화전자,+157,+484,30872,-39050,▼,-100
'281820,케이씨텍,+106,+481,45477,-49600,▼,-1200
'004020,현대제철,+159,+471,29620,+37100,▲,+1250
'326030,SK바이오팜,+41,+468,114570,+98300,▲,+800
'001430,세아베스틸지주,+64,+467,72745,+65900,▲,+800
'003530,한화투자증권,+725,+444,6124,+7920,▲,+540
'097520,엠씨넥스,+145,+430,29597,+23950,▲,+550
'195870,해성디에스,+64,+428,66305,+58500,▲,+2500
'001440,대한전선,+150,+422,28163,+30700,▲,+600
'005940,NH투자증권,+163,+418,25567,+35300,▲,+1900
'003490,대한항공,+184,+412,22425,+26150,▲,+1600
'007810,코리아써키트,+58,+399,68790,+64500,▲,+2400
'298050,HS효성첨단소재,+17,+383,229790,+227500,▲,+6500
'285130,SK케미칼,+58,+377,64932,+59100,▲,+2000
'003540,대신증권,+124,+374,30073,+40450,▲,+800
'002030,아세아,+13,+371,283274,-274500,▼,-2000
'00279K,아모레퍼시픽홀딩스3우C,+157,+354,22514,+24550,▲,+1200
'010120,LS ELECTRIC,+6,+352,558334,+889000,▲,+16000
'005850,에스엘,+60,+324,54289,-63500,▼,-1000
'036460,한국가스공사,+80,+317,39539,+37500,▲,+1250
'377300,카카오페이,+49,+316,64690,+63700,▲,+3500
'005305,롯데칠성우,+39,+312,79109,+82800,▲,+2500
'034220,LG디스플레이,+272,+304,11175,+12030,▲,+310
'028670,팬오션,+629,+301,4794,+5330,▲,+280
'081660,미스토홀딩스,+64,+297,46322,-44400,▼,-50
'030000,제일기획,+140,+294,21063,+21300,▲,+350
'000670,영풍,+46,+274,59991,+60300,▲,+4800
'003545,대신증권우,+122,+271,22295,+27350,▲,+250
'499790,GS피앤엘,+53,+269,50742,-48450,▼,-1300
'066970,엘앤에프,+20,+265,135161,+110700,▲,+2400
'082640,동양생명,+382,+263,6895,+9100,▲,+290
'011200,HMM,+131,+259,19733,+21250,▲,+400
'064400,LG씨엔에스,+39,+258,66448,+66800,▲,+1900
'071055,한국금융지주우,+16,+256,157085,+172000,▲,+5600
'298690,에어부산,+1425,+254,1784,+1879,▲,+49
'439260,대한조선,+35,+245,70353,-91200,▼,-3700
'008770,호텔신라,+51,+243,47835,+44500,▲,+1200
