종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'196170,알테오젠,-702,-31794,453066,-354000,▼,-6000
'082270,젬백스,-9785,-29095,29733,-38100,▼,-100
'086520,에코프로,-1706,-19240,112766,-150900,▼,-200
'310210,보로노이,-756,-16340,216025,+324500,▲,+4500
'089030,테크윙,-3622,-15683,43296,-58000,▼,-500
'087010,펩트론,-360,-9817,272699,+343500,▲,+26000
'028300,HLB,-1943,-9384,48309,+51300,▲,+900
'099190,아이센스,-4382,-7055,16098,+20550,▲,+250
'064550,바이오니아,-4728,-6552,13858,+11870,▲,+50
'000250,삼천당제약,-263,-6234,236782,+900000,▲,+105000
'277810,레인보우로보틱스,-126,-5895,467698,-668000,▼,-50000
'091700,파트론,-7388,-5468,7402,+8400,▲,+40
'039030,이오테크닉스,-194,-5221,269434,+425000,▲,+12500
'095500,미래나노텍,-4343,-5183,11935,+9170,▲,+60
'115450,HLB테라퓨틱스,-16032,-5131,3200,-3015,▼,-140
'094360,칩스앤미디어,-2475,-4673,18880,+17000,▲,+290
'317330,덕산테코피아,-2288,-4551,19892,+15950,▲,+30
'298380,에이비엘바이오,-230,-4442,193511,+190200,▲,+200
'035900,JYP Ent.,-634,-4274,67445,-66800,▼,-100
'394280,오픈엣지테크놀로지,-3380,-4210,12455,+16820,▲,+860
'141080,리가켐바이오,-226,-4199,185422,+213000,▲,+13100
'053610,프로텍,-1190,-4104,34489,-57700,▼,-1400
'058470,리노공업,-631,-4066,64462,-112000,▼,-5100
'140860,파크시스템스,-188,-4052,215887,-272500,▼,-5000
'309710,아이티켐,-944,-4005,42436,-32550,▼,-2600
'257720,실리콘투,-925,-3822,41297,+38600,▲,+2100
'240810,원익IPS,-580,-3577,61682,+124000,▲,+3100
'420770,기가비스,-1055,-3454,32729,+78700,▲,+300
'456160,지투지바이오,-420,-3259,77677,+88700,▲,+1800
'049070,인탑스,-1962,-3079,15689,+17740,▲,+50
'114840,아이패밀리에스씨,-2026,-3013,14873,+11700,▲,+510
'140410,메지온,-345,-2566,74324,+91600,▲,+100
'005290,동진쎄미켐,-657,-2484,37809,+49850,▲,+1300
'074600,원익QnC,-1200,-2466,20553,+34300,▲,+550
'041510,에스엠,-241,-2466,102149,+98000,▲,+900
'091120,이엠텍,-2974,-2407,8094,+6740,▲,+30
'263750,펄어비스,-644,-2398,37262,-41100,▼,-4900
'039200,오스코텍,-397,-2353,59264,-56400,▼,-1100
'101490,에스앤에스텍,-491,-2300,46862,-85700,▼,-200
'290650,엘앤씨바이오,-343,-2284,66570,+75700,▲,+300
'348370,엔켐,-329,-2241,68115,-48950,▼,-4150
'068760,셀트리온제약,-349,-2188,62665,+60800,▲,+600
'357780,솔브레인,-82,-2141,262634,+430000,▲,+8000
'034950,한국기업평가,-214,-2131,99412,+101600,▲,+900
'267980,매일유업,-591,-2129,36027,+37150,▲,+450
'183300,코미코,-250,-2118,84697,+119900,▲,+1000
'293490,카카오게임즈,-1287,-2051,15935,+13860,▲,+110
'067310,하나마이크론,-829,-2040,24607,+34750,▲,+1250
'145020,휴젤,-87,-1991,227673,+263500,▲,+1500
'214370,케어젠,-268,-1966,73294,+111700,▲,+1700
'007390,네이처셀,-885,-1939,21902,+18060,▲,+340
'058610,에스피지,-260,-1895,72926,-120300,▼,-2900
'065350,신성델타테크,-297,-1887,63520,+63000,▲,+1200
'095340,ISC,-168,-1820,108433,+245000,▲,+500
'064760,티씨케이,-122,-1785,146016,+253500,▲,+11000
'261520,이지스,-568,-1745,30739,-9260,▼,-220
'098460,고영,-624,-1693,27116,-29050,▼,-650
'214150,클래시스,-274,-1636,59794,+53700,▲,+1200
'078600,대주전자재료,-215,-1607,74588,+127500,▲,+7800
'122870,와이지엔터테인먼트,-258,-1590,61603,+60200,▲,+100
'200670,휴메딕스,-365,-1588,43475,+35700,▲,+550
'195940,HK이노엔,-303,-1580,52107,+52600,▲,+1200
'403870,HPSP,-530,-1560,29412,-51200,▼,-500
'241710,코스메카코리아,-221,-1502,68121,+77500,▲,+3700
'178320,서진시스템,-535,-1437,26840,+48000,▲,+2600
'085660,차바이오텍,-921,-1435,15572,+19020,▲,+270
'137400,피엔티,-321,-1360,42315,+47750,▲,+1000
'213420,덕산네오룩스,-343,-1357,39585,+47700,▲,+3200
'328130,루닛,-361,-1354,37492,-36800,▼,-2100
'084850,아이티엠반도체,-1263,-1352,10699,+10490,▲,+370
'096530,씨젠,-530,-1330,25083,+22800,▲,+650
'035760,CJ ENM,-210,-1293,61435,+62500,▲,+900
'237690,에스티팜,-100,-1288,129247,+150100,▲,+600
'031980,피에스케이홀딩스,-290,-1255,43343,+111000,▲,+4200
'121600,나노신소재,-206,-1223,59412,+61800,▲,+1200
'131970,두산테스나,-273,-1181,43172,+99900,▲,+8000
'417200,LS머트리얼즈,-949,-1128,11893,+25300,▲,+1550
'086900,메디톡스,-90,-1113,123924,+107500,▲,+1800
'042000,카페24,-339,-1094,32257,+29600,▲,+400
'018290,브이티,-583,-1092,18748,+15930,▲,+1280
'218410,RFHIC,-349,-1085,31128,+81600,▲,+2900
'036930,주성엔지니어링,-373,-1069,28665,+72800,▲,+11800
'168360,펨트론,-615,-1027,16687,+23450,▲,+550
'230240,에치에프알,-839,-998,11891,+27000,▲,+1500
'358570,지아이이노베이션,-482,-980,20329,-14590,▼,-30
'067160,SOOP,-131,-918,70109,+63100,▲,+500
'0105P0,유진스팩12호,-2928,-903,3083,2015,-,0
'025320,시노펙스,-1282,-877,6836,-5990,▼,-80
'166090,하나머티리얼즈,-201,-876,43501,+62000,▲,+2900
'399720,가온칩스,-179,-875,48943,+66000,▲,+600
'084370,유진테크,-113,-868,76876,-129200,▼,-2700
