종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,-83863,-1581740,188610,-185300,▼,-14100
'005380,현대차,-6532,-320972,491404,-483000,▼,-34000
'034020,두산에너빌리티,-22712,-235392,103641,-99000,▼,-10600
'028050,삼성E&A,-44480,-165866,37290,-34250,▼,-1050
'000660,SK하이닉스,-1529,-145726,953138,-933000,▼,-74000
'010140,삼성중공업,-40073,-106543,26587,-26050,▼,-2500
'047040,대우건설,-38295,-69655,18189,-17060,▼,-2050
'329180,HD현대중공업,-1258,-64916,516077,-505000,▼,-54000
'006360,GS건설,-19780,-63876,32293,-30050,▼,-1750
'006800,미래에셋증권,-9959,-62723,62984,-60300,▼,-7400
'375500,DL이앤씨,-8951,-61043,68193,-62500,▼,-4900
'009830,한화솔루션,-11550,-57746,49997,-45000,▼,-6700
'298380,에이비엘바이오,-2599,-45236,174036,-165200,▼,-25300
'007660,이수페타시스,-3740,-44186,118145,-114400,▼,-12400
'000250,삼천당제약,-444,-41756,941342,+923000,▲,+16000
'035720,카카오,-8607,-40948,47573,-46400,▼,-3600
'000270,기아,-2500,-40326,161284,-161600,▼,-6900
'402340,SK스퀘어,-691,-38508,557018,-550000,▼,-58000
'032820,우리기술,-13219,-37462,28340,-26350,▼,-2050
'036930,주성엔지니어링,-4692,-34777,74113,-71500,▼,-1300
'042700,한미반도체,-1111,-33133,298251,-295000,▼,-14500
'001510,SK증권,-117889,-32065,2720,-2375,▼,-210
'010120,LS ELECTRIC,-363,-30654,844114,-811000,▼,-75000
'006400,삼성SDI,-788,-30053,381193,-371500,▼,-29000
'047050,포스코인터내셔널,-3744,-29791,79571,-75600,▼,-1400
'001440,대한전선,-9873,-28415,28781,-28200,▼,-2500
'066570,LG전자,-2516,-27693,110065,-107600,▼,-10300
'064350,현대로템,-1638,-27576,168312,-165100,▼,-15000
'087010,펩트론,-782,-27098,346510,-338500,▼,-7500
'403870,HPSP,-5137,-26553,51693,-49200,▼,-2000
'005490,POSCO홀딩스,-779,-25472,326802,-322000,▼,-21500
'009540,HD한국조선해양,-632,-23895,377924,-367500,▼,-37000
'100090,SK오션플랜트,-7785,-22554,28969,+26150,▲,+600
'015760,한국전력,-4773,-22140,46385,-45500,▼,-3650
'035420,NAVER,-987,-20844,211280,-207500,▼,-14000
'024110,기업은행,-8952,-20732,23158,-23050,▼,-1050
'003490,대한항공,-7954,-19619,24665,-24200,▼,-2150
'071050,한국금융지주,-910,-19382,213038,-210500,▼,-24000
'105560,KB금융,-1284,-18549,144454,-144600,▼,-10600
'316140,우리금융지주,-5723,-18317,32004,-31600,▼,-2300
'000880,한화,-1600,-17659,110368,-108400,▼,-12300
'000720,현대건설,-1102,-17641,160038,-149600,▼,-14400
'006260,LS,-611,-17110,280089,-270500,▼,-33000
'0126Z0,삼성에피스홀딩스,-319,-16514,517727,-505000,▼,-47000
'052690,한전기술,-981,-16254,165616,-156900,▼,-18600
'096770,SK이노베이션,-1499,-16176,107886,-104800,▼,-9100
'042660,한화오션,-1315,-16139,122750,-116200,▼,-12900
'011200,HMM,-7936,-15966,20119,-19700,▼,-1550
'051600,한전KPS,-2353,-15384,65384,-62800,▼,-4700
'005935,삼성전자우,-1152,-15253,132448,-130900,▼,-8300
'100840,SNT에너지,-2664,-15015,56363,-52600,▼,-700
'034220,LG디스플레이,-12528,-14267,11389,-11190,▼,-840
'051910,LG화학,-483,-14180,293700,-288000,▼,-22000
'064400,LG씨엔에스,-2216,-14178,63971,-61800,▼,-5800
'352820,하이브,-464,-13995,301791,-282500,▼,-61500
'240810,원익IPS,-1150,-13725,119303,-113200,▼,-11800
'000150,두산,-124,-13542,1094482,-1062000,▼,-124000
'005940,NH투자증권,-3928,-13043,33205,-32350,▼,-3250
'047810,한국항공우주,-746,-12619,169208,-166200,▼,-19500
'003230,삼양식품,-108,-12527,1158973,-1127000,▼,-24000
'083650,비에이치아이,-1182,-12506,105790,-100700,▼,-8800
'086790,하나금융지주,-1168,-12306,105391,-105600,▼,-7600
'006910,보성파워텍,-10227,-12140,11871,-11330,▼,-1520
'178320,서진시스템,-2656,-11956,45008,-44250,▼,-3750
'004020,현대제철,-3316,-11541,34803,-34150,▼,-3300
'226950,올릭스,-647,-11140,172276,-173200,▼,-13700
'003550,LG,-1188,-10438,87863,-86100,▼,-9400
'298040,효성중공업,-39,-10258,2604229,-2570000,▼,-165000
'028300,HLB,-2076,-10246,49354,-48350,▼,-3350
'039490,키움증권,-237,-9982,420451,-416500,▼,-44000
'017670,SK텔레콤,-1325,-9886,74637,-73600,▼,-5200
'097230,HJ중공업,-3633,-9537,26250,-26400,▼,-2050
'000100,유한양행,-1001,-9496,94896,-92800,▼,-7500
'003670,포스코퓨처엠,-495,-9346,188843,-183700,▼,-15500
'000990,DB하이텍,-1064,-9148,85941,-82300,▼,-5800
'217590,티엠씨,-3368,-9140,27135,+25650,▲,+2050
'108490,로보티즈,-373,-8962,240174,-233500,▼,-27500
'005880,대한해운,-37238,-8863,2380,-2235,▼,-115
'017800,현대엘리베이터,-1041,-8808,84577,-82900,▼,-5900
'103590,일진전기,-1104,-8624,78102,-75100,▼,-7500
'088350,한화생명,-17588,-8619,4900,-4800,▼,-430
'347850,디앤디파마텍,-1180,-8531,72310,-69400,▼,-8700
'003280,흥아해운,-22264,-8278,3718,+3625,▲,+595
'003380,하림지주,-5125,-8206,16010,-15300,▼,-2400
'018260,삼성에스디에스,-516,-8018,155444,-150700,▼,-11900
'267260,HD현대일렉트릭,-88,-8011,910701,-902000,▼,-57000
'086280,현대글로비스,-366,-7950,217143,-214500,▼,-16000
'078600,대주전자재료,-625,-7896,126298,-121600,▼,-4600
'388050,지투파워,-6026,-7564,12552,-12100,▼,-1400
'103140,풍산,-806,-7468,92708,-90500,▼,-8300
'034730,SK,-224,-7373,329613,-325000,▼,-35000
'326030,SK바이오팜,-782,-7260,92788,-90700,▼,-7900
'353200,대덕전자,-871,-7045,80914,-79200,▼,-3600
'263750,펄어비스,-1611,-6979,43317,-40100,▼,-1400
'131970,두산테스나,-591,-6905,116794,-102000,▼,-400
'018000,유니슨,-40461,-6893,1704,-1650,▼,-32
'028670,팬오션,-13749,-6820,4961,-4820,▼,-510
'000815,삼성화재우,-177,-6791,383360,-380000,▼,-15000
'141080,리가켐바이오,-350,-6704,191334,-188500,▼,-24500
'071970,HD현대마린엔진,-857,-6447,75191,-72500,▼,-7900
