종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'445680,큐리옥스바이오시스템즈,-800,-11425,142814,-123500,▼,-8200
'476830,알지노믹스,-502,-10321,205561,+216000,▲,+2000
'376900,로킷헬스케어,-668,-8658,129591,+131200,▲,+2500
'373220,LG에너지솔루션,-151,-5659,375055,+374000,▲,+3000
'047040,대우건설,-2341,-3847,16434,+19110,▲,+2940
'015760,한국전력,-761,-3675,48292,+49150,▲,+850
'352820,하이브,-95,-3469,365286,-347000,▼,-7500
'329180,HD현대중공업,-60,-3422,568849,-562000,▼,-5000
'018000,유니슨,-24202,-3249,1342,+1682,▲,+289
'000720,현대건설,-182,-3092,169514,-168300,▼,-1200
'289930,웨이비스,-1415,-2870,20286,-18690,▼,-1210
'277810,레인보우로보틱스,-40,-2830,715593,-668000,▼,-50000
'440110,파두,-447,-2564,57405,+59200,▲,+2200
'080580,오킨스전자,-1227,-2557,20838,-20350,▼,-500
'011070,LG이노텍,-79,-2264,286309,+296500,▲,+10500
'425040,티이엠씨,-1778,-2103,11829,-10880,▼,-1010
'251270,넷마블,-352,-1815,51518,+52200,▲,+1200
'456160,지투지바이오,-208,-1813,87200,+89100,▲,+2200
'024850,HLB이노베이션,-2961,-1604,5417,-4945,▼,-105
'458870,씨어스테크놀로지,-86,-1575,182626,-183200,▼,-5800
'108490,로보티즈,-58,-1557,270341,-261500,▼,-5500
'033640,네패스,-835,-1495,17909,+21050,▲,+3070
'006120,SK디스커버리,-249,-1486,59617,+62400,▲,+2100
'226950,올릭스,-81,-1484,182370,+186900,▲,+5100
'490470,세미파이브,-462,-1479,32011,-30900,▼,-350
'107640,한중엔시에스,-271,-1417,52256,+52800,▲,+1100
'035420,NAVER,-61,-1348,221193,+221500,▲,+1000
'055550,신한지주,-136,-1265,93058,+97400,▲,+900
'122870,와이지엔터테인먼트,-194,-1170,60192,+60200,▲,+100
'263750,펄어비스,-267,-1146,42879,-41500,▼,-4500
'086520,에코프로,-76,-1130,149435,+151400,▲,+300
'009150,삼성전기,-25,-1096,436481,-464000,▼,-15500
'042660,한화오션,-83,-1088,131014,-129400,▼,-600
'124500,아이티센글로벌,-172,-1088,63277,-62200,▼,-3000
'001740,SK네트웍스,-1930,-1042,5400,-5340,▼,-150
'089030,테크윙,-173,-1013,58600,-58000,▼,-500
'036930,주성엔지니어링,-150,-914,61144,+72800,▲,+11800
'003670,포스코퓨처엠,-45,-902,200419,+199200,▲,+1200
'00680K,미래에셋증권2우B,-421,-853,20253,+21600,▲,+1400
'052400,코나아이,-128,-754,58964,-57900,▼,-600
'241560,두산밥캣,-121,-751,61987,+63600,▲,+1800
'009830,한화솔루션,-150,-741,49425,+52400,▲,+2650
'475150,SK이터닉스,-147,-719,48866,+59400,▲,+5700
'310210,보로노이,-22,-710,321200,+325500,▲,+5500
'101490,에스앤에스텍,-82,-699,85627,-85400,▼,-500
'004690,삼천리,-47,-690,147121,+152900,▲,+6900
'214370,케어젠,-62,-681,110294,+112200,▲,+2200
'141080,리가켐바이오,-34,-669,194186,+215500,▲,+15600
'035720,카카오,-133,-664,49981,+50200,▲,+200
'105560,KB금융,-40,-623,154545,+155900,▲,+200
'425420,티에프이,-101,-622,61615,+66100,▲,+5400
'314130,지놈앤컴퍼니,-715,-608,8493,+8960,▲,+500
'171090,선익시스템,-55,-569,104042,-103000,▼,-500
'247540,에코프로비엠,-29,-564,191299,+191200,▲,+1500
'322000,HD현대에너지솔루션,-40,-558,139701,-131000,▼,-5300
'475580,에이럭스,-396,-558,14071,-13130,▼,-780
'058610,에스피지,-45,-554,122610,-120600,▼,-2600
'046120,오르비텍,-469,-539,11509,+13700,▲,+2720
'475830,오름테라퓨틱,-43,-532,122688,+127500,▲,+2600
'145720,덴티움,-101,-531,52496,+52800,▲,+900
'007340,DN오토모티브,-133,-528,39627,+39800,▲,+200
'253590,네오셈,-257,-491,19144,+19100,▲,+350
'267260,HD현대일렉트릭,-5,-489,952004,+962000,▲,+4000
'033160,엠케이전자,-282,-488,17305,+18070,▲,+360
'360350,코셈,-302,-483,16020,+16930,▲,+1150
'005680,삼영전자,-317,-477,15053,+15770,▲,+370
'000210,DL,-90,-465,51779,+64800,▲,+13500
'087010,펩트론,-15,-461,315605,+343500,▲,+26000
'298380,에이비엘바이오,-24,-456,188252,+190400,▲,+400
'003540,대신증권,-111,-443,39718,+40500,▲,+850
'307950,현대오토에버,-10,-435,417307,+428500,▲,+2500
'019210,와이지-원,-300,-407,13538,-12550,▼,-260
'222080,씨아이에스,-321,-399,12414,-12510,▼,-60
'389650,넥스트바이오메디컬,-52,-398,76217,+79600,▲,+3600
'052020,에스티큐브,-245,-393,16029,-14150,▼,-1550
'139480,이마트,-41,-384,94352,+101300,▲,+6900
'461300,아이스크림미디어,-186,-356,19097,-18810,▼,-180
'099320,쎄트렉아이,-19,-349,188272,-176900,▼,-9300
'475400,씨메스,-94,-346,36775,-35450,▼,-750
'039200,오스코텍,-60,-343,57162,-56800,▼,-700
'066970,엘앤에프,-31,-330,106837,+111200,▲,+2900
'100090,SK오션플랜트,-143,-311,21808,+25550,-,+5870
'052710,아모텍,-224,-309,13806,-13450,▼,-570
'281740,레이크머티리얼즈,-155,-308,19809,+19980,▲,+160
'023160,태광,-107,-304,28527,+35750,▲,+6850
'053700,삼보모터스,-481,-303,6299,+6340,▲,+90
'001720,신영증권,-14,-294,206518,+209000,▲,+2000
'000270,기아,-17,-290,171689,-170400,▼,-100
'003280,흥아해운,-944,-282,2983,-3030,▼,-20
'011930,신성이엔지,-912,-279,3064,-3010,▼,-70
'214270,FSN,-1004,-269,2685,-2470,▼,-195
'011790,SKC,-26,-262,100021,+99500,▲,+400
'089970,브이엠,-55,-260,47389,-48350,▼,-450
'046970,우리로,-1351,-259,1920,+2710,-,+625
'018670,SK가스,-11,-257,243177,+263000,▲,+14000
'046890,서울반도체,-234,-257,11018,-10550,▼,-600
'094820,일진파워,-142,-250,17587,+18990,▲,+1490
'376270,HEM파마,-36,-250,69600,+70500,▲,+500
'327260,RF머트리얼즈,-41,-247,60806,+73900,▲,+13400
'389470,인벤티지랩,-30,-238,80419,+80600,▲,+1800
