종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
0126Z0,삼성에피스홀딩스,KOSPI,,552000,+20000,+3.76,+537000,+559000,-529000,77816,+134.86,13735400000000,24883000
178320,서진시스템,KOSDAQ,,48000,+2600,+5.73,+46300,+49600,-45050,5009486,+332.05,2819000000000,58728000
028300,HLB,KOSDAQ,,51700,+1300,+2.58,+50600,+51800,50400,609319,+116.66,6882200000000,133118000
418470,KT밀리의서재,KOSDAQ,,13550,+200,+1.50,13350,+13660,-13340,27037,-42.68,116100000000,8566000
054930,유신,KOSDAQ,,24250,+1100,+4.75,+23550,+24500,+23350,45668,+334.34,72800000000,3000000
478340,나라스페이스테크놀로지,KOSDAQ,,42900,+300,+0.70,+43400,+43500,-41950,148654,-72.12,494800000000,11534000
080580,오킨스전자,KOSDAQ,,20350,-500,-2.40,+21000,+21300,-19460,686634,-46.43,418800000000,20581000
089890,코세스,KOSDAQ,,25800,-1000,-3.73,+27150,+27150,-25500,262012,+187.98,427900000000,16585000
054950,제이브이엠,KOSDAQ,,25550,+700,+2.82,24850,+25550,24850,24421,-86.38,308900000000,12090000
032500,케이엠더블유,KOSDAQ,,32950,+3750,+12.84,+29700,+33800,-28900,1688929,+240.88,1360600000000,41291000
000210,DL,KOSPI,,64900,+13600,+26.51,+59000,+65500,+57500,886242,+524.55,1360000000000,20956000
323350,다원넥스뷰,KOSDAQ,,11890,+870,+7.89,+12450,+12490,+11320,613779,+136.14,95200000000,8011000
038500,삼표시멘트,KOSDAQ,,17370,+70,+0.40,-17290,+17630,-16880,2225836,+116.40,1874500000000,107916000
295310,에이치브이엠,KOSDAQ,,92300,+100,+0.11,+92600,+93300,-89900,164546,-69.85,1098500000000,11902000
086790,하나금융지주,KOSPI,,113200,0,0.00,-112000,+115400,-111900,2141242,+235.25,31506500000000,278326000
399720,가온칩스,KOSDAQ,,66300,+900,+1.38,+66300,+67200,-64100,85619,+100.14,769100000000,11600000
462860,더즌,KOSDAQ,,3720,+75,+2.06,-3640,+3765,-3625,270991,+114.38,267300000000,71844000
388610,지에프씨생명과학,KOSDAQ,,10330,+250,+2.48,+10090,+10450,10080,22329,+353.92,54800000000,5304000
012200,계양전기,KOSPI,,6810,0,0.00,+6840,+6900,-6720,317005,-68.69,185400000000,27223000
204270,제이앤티씨,KOSDAQ,,17880,-50,-0.28,+18120,+18600,-17700,225379,+105.40,1034300000000,57848000
098460,고영,KOSDAQ,,29050,-650,-2.19,+29900,+30700,-28750,1787833,+176.04,1994400000000,68655000
034730,SK,KOSPI,,360000,+14000,+4.05,+353000,+365000,+350500,403204,+312.50,26101000000000,72503000
096530,씨젠,KOSDAQ,,22900,+750,+3.39,+22250,+23100,+22250,191606,+123.18,1196000000000,52226000
219550,디와이디,KOSDAQ,,1564,+24,+1.56,1540,+1600,-1505,127871,-89.62,59000000000,37720000
373220,LG에너지솔루션,KOSPI,,375500,+4500,+1.21,+377000,+378000,+372000,200932,-94.22,87867000000000,234000000
000270,기아,KOSPI,,168500,-2000,-1.17,+172100,+172500,-168500,2000787,+221.17,65784600000000,390413000
108490,로보티즈,KOSDAQ,,261000,-6000,-2.25,+273000,+275000,-256500,456247,+190.21,3824400000000,14653000
398120,에스지헬스케어,KOSDAQ,,4200,+195,+4.87,-3965,+4355,-3960,188038,+268.43,49600000000,11819000
002030,아세아,KOSPI,,276000,-500,-0.18,-272000,276500,-270500,3067,-46.49,572100000000,2073000
019180,티에이치엔,KOSPI,,8830,-310,-3.39,+9200,+9260,-8760,534765,+121.10,158900000000,18000000
049070,인탑스,KOSDAQ,,17770,+80,+0.45,+17800,+18050,-17560,67195,+124.67,305600000000,17200000
003545,대신증권우,KOSPI,,27350,+250,+0.92,27100,+27600,-27050,90767,+131.30,711100000000,26000000
448900,한국피아이엠,KOSDAQ,,120700,+2200,+1.86,118500,+122200,-112100,159042,-58.45,724700000000,6004000
086900,메디톡스,KOSDAQ,,107600,+1900,+1.80,+106700,+109500,+106700,41013,-29.99,785300000000,7298000
110990,디아이티,KOSDAQ,,21700,-50,-0.23,+22200,+22250,-21450,119773,-79.55,410100000000,18900000
078020,LS증권,KOSDAQ,,8330,+330,+4.13,+8040,+8490,+8040,661335,+189.13,462200000000,55481000
140860,파크시스템스,KOSDAQ,,273000,-4500,-1.62,-275000,+280500,-268500,62521,-70.41,1910300000000,6998000
036830,솔브레인홀딩스,KOSDAQ,,52300,+600,+1.16,+52500,+52900,-51500,42387,-55.22,1072400000000,20504000
051370,인터플렉스,KOSDAQ,,13750,+580,+4.40,+13310,+13940,+13250,279625,+311.63,320800000000,23327000
047040,대우건설,KOSPI,,19110,+2940,+18.18,+16860,+19430,+16840,96685709,+124.97,7942500000000,415623000
023760,한국캐피탈,KOSDAQ,,1007,+36,+3.71,971,+1020,971,369205,+128.13,317800000000,315610000
006340,대원전선,KOSPI,,6410,-110,-1.69,+6700,+6740,-6320,8514627,-48.76,502600000000,78414000
018880,한온시스템,KOSPI,,4140,+30,+0.73,+4115,+4265,-4070,15391729,+110.64,4248700000000,1026263000
048410,현대바이오,KOSDAQ,,14700,-540,-3.54,15240,+15400,-14480,2925834,+107.91,1418600000000,96506000
389140,포바이포,KOSDAQ,,8940,-80,-0.89,9020,+9160,-8880,266464,-99.62,127600000000,14270000
036890,진성티이씨,KOSDAQ,,17020,+900,+5.58,+16490,+17200,+16450,224828,+153.05,375000000000,22033000
001510,SK증권,KOSPI,,2585,+405,+18.58,+2235,+2795,-2125,465952835,+127.85,1221600000000,472590000
104480,티케이케미칼,KOSDAQ,,2325,+410,+21.41,+1954,+2325,+1954,5739893,+1087.17,211300000000,90895000
017510,세명전기,KOSDAQ,,10040,+540,+5.68,+9610,+10200,+9610,551661,+166.35,153100000000,15246000
141080,리가켐바이오,KOSDAQ,,213000,+13100,+6.55,+201500,+218000,-196800,400384,+110.07,7798000000000,36610000
0001A0,덕양에너젠,KOSDAQ,,18170,-30,-0.16,+18400,+18750,-17830,287122,+104.99,450500000000,24791000
053030,바이넥스,KOSDAQ,,12570,+170,+1.37,+12530,+12930,+12440,162884,-75.54,410800000000,32684000
105840,우진,KOSPI,,31200,+5050,+19.31,+26600,+31700,+26300,7424471,+1393.77,630200000000,20198000
000815,삼성화재우,KOSPI,,395000,+2000,+0.51,+397000,+404500,+395000,17914,+159.50,1224300000000,3100000
310210,보로노이,KOSDAQ,,324500,+4500,+1.41,+330000,+335000,+322500,52657,-55.11,5968700000000,18394000
003670,포스코퓨처엠,KOSPI,,199200,+1200,+0.61,+201000,+202000,198000,213964,-71.74,17718100000000,88946000
002380,KCC,KOSPI,,546000,+12000,+2.25,+538000,+554000,+537000,27972,+113.08,4852000000000,8886000
086450,동국제약,KOSDAQ,,18760,+860,+4.80,+18160,+19140,+18060,393207,+199.74,848500000000,45230000
365270,큐라클,KOSDAQ,,18430,+620,+3.48,+18090,+18700,-17650,265411,-87.33,404100000000,21925000
030200,KT,KOSPI,,60700,+1400,+2.36,+59400,+60700,+59400,239308,-92.51,15297700000000,252022000
047050,포스코인터내셔널,KOSPI,,77000,+5200,+7.24,+74600,+79700,+74500,1726036,+195.70,13546100000000,175923000
000670,영풍,KOSPI,,60200,+4700,+8.47,+56600,+61100,+55700,123052,+322.15,1088300000000,18078000
458870,씨어스테크놀로지,KOSDAQ,,182900,-6100,-3.23,+192400,+192600,-175700,332151,+421.24,2320400000000,12687000
484870,엠앤씨솔루션,KOSPI,,115800,-1300,-1.11,-115800,-117000,-112900,19754,-51.93,1060000000000,9154000
001200,유진투자증권,KOSPI,,5240,+270,+5.43,+5040,+5340,+5020,2237441,+246.73,507600000000,96866000
480370,씨케이솔루션,KOSPI,,2755,+100,+3.77,-2635,+2755,-2620,48314,-75.10,30100000000,10935000
468530,프로티나,KOSDAQ,,80900,-900,-1.10,-79800,+82900,-77600,166840,+127.12,885000000000,10939000
