종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'033500,동성화인텍,-1796,-3907,21759,-22050,[v],-1250
'089030,테크윙,-833,-2433,29196,-48900,[v],-3100
'094480,갤럭시아머니트리,-966,-1105,11442,-8130,[v],-320
'042000,카페24,-235,-1044,44338,-26950,[v],-850
'179900,유티아이,-320,-766,23948,-16450,[v],-790
'218410,RFHIC,-289,-762,26385,-81000,[v],-1400
'141080,리가켐바이오,-53,-713,135555,-198700,[v],-14800
'293490,카카오게임즈,-387,-680,17564,-12260,[v],-940
'298380,에이비엘바이오,-104,-679,65359,-171600,[v],-8500
'086520,에코프로,-141,-672,47635,-147500,[v],-1500
'145020,휴젤,-18,-617,344136,-247000,[v],-12500
'067310,하나마이크론,-535,-586,10952,-29300,[v],-1800
'005290,동진쎄미켐,-187,-569,30532,-44500,[v],-2000
'027050,코리아나,-1500,-524,3495,-1802,[v],-45
'214150,클래시스,-91,-514,56157,-52900,[v],-1100
'098460,고영,-304,-450,14796,-26050,[v],-1250
'214450,파마리서치,-8,-433,565587,-304500,[v],-9000
'161580,필옵틱스,-112,-382,33996,-38200,[v],-1300
'183300,코미코,-55,-353,64354,-103400,[v],-4100
'206640,바디텍메드,-247,-344,13916,-11330,[v],-470
'036810,에프에스티,-168,-344,20441,-38100,[v],-850
'107640,한중엔시에스,-112,-305,27272,-51000,[v],-400
'251970,펌텍코리아,-46,-287,61822,-46200,[v],-1400
'018290,브이티,-77,-271,35062,-15210,[v],-520
'230240,에치에프알,-150,-267,17830,-28350,[v],-3200
'348210,넥스틴,-52,-252,48415,-69200,[v],-3800
'247540,에코프로비엠,-23,-244,106223,+205000,[^],+2500
'277810,레인보우로보틱스,-8,-210,266949,-544000,[v],-23000
'056190,에스에프에이,-84,-209,25040,-27300,[v],-450
'046890,서울반도체,-301,-209,6959,-8980,[v],-520
'068760,셀트리온제약,-37,-196,53368,-56800,[v],-1700
'093320,케이아이엔엑스,-22,-194,89972,-102700,[v],-1300
'104830,원익머트리얼즈,-84,-191,22776,-41550,[v],-450
'036930,주성엔지니어링,-61,-185,30144,-64200,[v],-5800
'053030,바이넥스,-105,-172,16338,-11350,[v],-510
'204270,제이앤티씨,-92,-163,17639,-16500,[v],-470
'083310,엘오티베큠,-150,-159,10614,-12570,[v],-610
'084370,유진테크,-38,-156,41170,-110900,[v],-5900
'328130,루닛,-33,-155,46545,-34100,[v],-500
'102710,이엔에프테크놀로지,-36,-142,39753,-48900,[v],-1700
'086960,MDS테크,-896,-142,1585,-1127,[v],-22
'089980,상아프론테크,-79,-138,17416,-23600,[v],-1700
'396270,넥스트칩,-184,-123,6713,-3805,[v],-195
'007390,네이처셀,-45,-120,26696,-17810,[v],-470
'112040,위메이드,-32,-107,33072,-21000,[v],-750
'200670,휴메딕스,-19,-106,54533,-34700,[v],-1100
'394280,오픈엣지테크놀로지,-78,-100,12799,-16200,[v],-1420
'137400,피엔티,-29,-96,32581,-49900,[v],-800
'086450,동국제약,-53,-96,18102,+23100,[^],+800
'148150,세경하이테크,-143,-88,6174,-4310,[v],-140
'211050,인카금융서비스,-67,-85,12563,-11940,[v],-310
'060250,NHN KCP,-49,-81,16669,-16310,[v],-740
'095610,테스,-27,-72,26497,-57400,[v],-3500
'058610,에스피지,-27,-70,26004,-106900,[v],-4400
'253450,스튜디오드래곤,-14,-66,47721,-37000,[v],-700
'033100,제룡전기,-17,-65,38547,-45600,[v],-1450
'065350,신성델타테크,-9,-60,69139,-55600,[v],-2400
'082270,젬백스,-10,-59,58513,-40950,[v],-100
'310200,애니플러스,-89,-53,5886,-2745,[v],-45
'195940,HK이노엔,-11,-46,42945,-50300,[v],-2800
'003380,하림지주,-44,-46,10428,-13810,[v],-1040
'260970,에스앤디,-4,-41,103015,-54000,[v],-2300
'347890,엠투아이,-61,-34,5521,-5290,[v],-160
'489460,바이오비쥬,-16,-33,21250,-8230,[v],-360
'095660,네오위즈,-11,-27,24243,-24450,[v],-650
'123410,코리아에프티,-50,-27,5407,-7000,[v],-170
'023160,태광,-10,-19,19101,-34500,[v],-150
'445680,큐리옥스바이오시스템즈,-5,-19,39185,-110500,[v],-2700
'086900,메디톡스,-1,-13,162525,-101200,[v],-2400
'226400,오스테오닉,-20,-13,6299,-6430,[v],-470
'043370,피에이치에이,-10,-12,11868,-12240,[v],-180
'058970,엠로,-2,-12,49219,-27800,[v],-800
'054950,제이브이엠,-4,-9,24658,-24200,[v],-650
'059210,메타바이오메드,-14,-7,5221,-4305,[v],-190
'114810,한솔아이원스,-5,-4,9267,-13590,[v],-410
'006730,서부T&D,-4,-4,9964,-13100,[v],-630
'228850,레이언스,-5,-3,6542,-6310,[v],-30
'215200,메가스터디교육,-0,-2,51372,+48500,[^],+750
'950140,잉글우드랩,-1,-1,13767,-12290,[v],-440
'096530,씨젠,-0,-1,32050,-22500,[v],-850
