종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,-840,-78811,938729,-933000,▼,-74000
'005930,삼성전자,-2695,-50939,189020,-185300,▼,-14100
'005380,현대차,-608,-29807,490043,-483000,▼,-34000
'009150,삼성전기,-660,-28461,431143,-420000,▼,-44500
'373220,LG에너지솔루션,-641,-22827,355918,-355500,▼,-20000
'277810,레인보우로보틱스,-342,-20433,596918,-587000,▼,-72000
'352820,하이브,-622,-18266,293865,-282500,▼,-61500
'456160,지투지바이오,-1503,-11986,79760,-74800,▼,-14400
'051910,LG화학,-379,-10990,290294,-288000,▼,-22000
'247540,에코프로비엠,-551,-9868,179203,-175800,▼,-16100
'006400,삼성SDI,-241,-9068,376946,-371500,▼,-29000
'086520,에코프로,-536,-7519,140299,-137300,▼,-13600
'058470,리노공업,-634,-6778,106830,-103500,▼,-8200
'012450,한화에어로스페이스,-51,-6440,1264551,-1242000,▼,-78000
'039490,키움증권,-144,-5985,416690,-416500,▼,-44000
'034020,두산에너빌리티,-579,-5979,103277,-99000,▼,-10600
'047040,대우건설,-3337,-5836,17492,-17060,▼,-2050
'003670,포스코퓨처엠,-291,-5446,186828,-183700,▼,-15500
'319660,피에스케이,-643,-5291,82227,-78300,▼,-8100
'015760,한국전력,-1124,-5177,46057,-45500,▼,-3650
'440110,파두,-917,-5173,56445,-56000,▼,-3200
'357780,솔브레인,-123,-5013,407396,-398500,▼,-29500
'028260,삼성물산,-174,-4807,276698,-270500,▼,-27000
'439260,대한조선,-479,-4301,89716,-87800,▼,-3400
'006800,미래에셋증권,-645,-4043,62717,-60300,▼,-7400
'089030,테크윙,-740,-4036,54549,-53900,▼,-4100
'272210,한화시스템,-312,-3940,126159,-120000,▼,-16000
'005290,동진쎄미켐,-825,-3814,46218,-44850,▼,-4950
'122870,와이지엔터테인먼트,-671,-3627,54038,-53100,▼,-6700
'347850,디앤디파마텍,-506,-3594,71070,-69400,▼,-8700
'042660,한화오션,-296,-3593,121385,-116200,▼,-12900
'240810,원익IPS,-308,-3584,116374,-113200,▼,-11800
'017960,한국카본,-646,-3024,46832,-46000,▼,-3800
'196170,알테오젠,-88,-2907,331000,-323500,▼,-30000
'195870,해성디에스,-537,-2887,53735,-52600,▼,-5900
'253590,네오셈,-1589,-2851,17948,-17650,▼,-1450
'298380,에이비엘바이오,-165,-2827,171530,-165200,▼,-25300
'323410,카카오뱅크,-1181,-2797,23685,-23050,▼,-2050
