종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005930,삼성전자,-61544,-1167246,189661,+190100,▲,+3800
'000660,SK하이닉스,-2904,-284309,979038,+984000,▲,+51000
'005380,현대차,-3097,-153169,494601,+495000,▲,+10000
'042700,한미반도체,-3111,-91795,295099,297000,-,0
'034020,두산에너빌리티,-9021,-90463,100285,-100300,▼,-400
'000270,기아,-3832,-60706,158430,-158500,▼,-3200
'028050,삼성E&A,-13099,-45061,34401,-34000,▼,-1950
'105560,KB금융,-2566,-37712,146969,+147700,▲,+2400
'352820,하이브,-1215,-35399,291346,+293500,▲,+3000
'055550,신한지주,-3520,-31689,90018,+90200,▲,+300
'006260,LS,-891,-24982,280227,+277000,▲,+3500
'003230,삼양식품,-162,-19627,1212613,+1204000,▲,+67000
'009540,HD한국조선해양,-495,-18741,378559,+380000,▲,+14000
'000810,삼성화재,-393,-18613,473302,+481000,▲,+25500
'001510,SK증권,-71290,-18556,2603,+2385,▲,+10
'010140,삼성중공업,-6787,-18017,26545,+26300,▲,+300
'024110,기업은행,-7698,-17856,23195,+23250,▲,+200
'267260,HD현대일렉트릭,-191,-17478,913905,+931000,▲,+18000
'377300,카카오페이,-2754,-15227,55284,-54500,▼,-5000
'006800,미래에셋증권,-2324,-14607,62859,-61300,▼,-600
'007660,이수페타시스,-1187,-13816,116396,+120200,▲,+4700
'086790,하나금융지주,-1227,-13136,107035,+107100,▲,+1100
'009150,삼성전기,-272,-11740,431728,+436500,▲,+9000
'316140,우리금융지주,-3479,-11216,32244,+32450,▲,+750
'100840,SNT에너지,-2249,-10998,48890,-49250,▼,-4950
'005940,NH투자증권,-2864,-9500,33175,+33200,▲,+500
'090460,비에이치,-4049,-9126,22537,-22850,▼,-150
'011200,HMM,-4208,-8344,19828,+19840,▲,+30
'329180,HD현대중공업,-159,-8233,517428,+517000,▲,+15000
'005830,DB손해보험,-434,-7962,183523,+184800,▲,+8000
'051600,한전KPS,-1227,-7658,62413,-61800,▼,-2700
'139480,이마트,-798,-7631,95599,+95600,▲,+200
'028260,삼성물산,-268,-7597,283808,+282000,▲,+7500
'062040,산일전기,-474,-7197,151848,-152200,▼,-500
'100090,SK오션플랜트,-2803,-7018,25040,-25200,▼,-2200
'105840,우진,-2537,-6800,26806,-25950,▼,-1450
'103590,일진전기,-818,-6287,76877,+77300,▲,+700
'011070,LG이노텍,-213,-6257,294068,+291000,▲,+1000
'010120,LS ELECTRIC,-67,-5895,878882,-820000,▼,-3000
'000990,DB하이텍,-700,-5797,82766,83500,-,0
'079550,LIG넥스원,-88,-5737,648679,-634000,▼,-6000
'064350,현대로템,-309,-5342,172962,+177000,▲,+8100
'207940,삼성바이오로직스,-34,-5269,1535670,+1550000,▲,+27000
'005385,현대차우,-206,-5198,252916,+250000,▲,+3000
'294870,HDC현대산업개발,-2325,-5121,22025,-22050,▼,-550
'375500,DL이앤씨,-808,-5095,63033,-60400,▼,-5800
'029780,삼성카드,-846,-4979,58886,+59500,▲,+500
'353200,대덕전자,-577,-4794,83147,-77600,▼,-1600
'006360,GS건설,-1695,-4741,27978,-28150,▼,-3700
'047810,한국항공우주,-269,-4719,175572,+176800,▲,+6900
'161890,한국콜마,-574,-4487,78176,+78100,▲,+1400
'047040,대우건설,-1421,-4413,31043,-16400,▼,-660
'003550,LG,-500,-4357,87126,+87800,▲,+1000
'0126Z0,삼성에피스홀딩스,-82,-4238,516311,+517000,▲,+6000
'012510,더존비즈온,-324,-3845,118695,-118400,▼,-200
'012330,현대모비스,-93,-3579,386293,+392000,▲,+11000
'032640,LG유플러스,-2334,-3565,15273,+15370,▲,+240
'001430,세아베스틸지주,-517,-3473,67167,+68400,▲,+8000
'018880,한온시스템,-8571,-3326,3881,+3930,▲,+35
'042660,한화오션,-258,-3078,119288,+121500,▲,+2600
'161390,한국타이어앤테크놀로지,-552,-3067,55538,+56100,▲,+1900
'278470,에이피알,-90,-3022,334577,+332000,▲,+7500
'020150,롯데에너지머티리얼즈,-735,-2984,40584,+39950,▲,+1100
'096770,SK이노베이션,-271,-2971,109755,+109100,▲,+3500
'007810,코리아써키트,-464,-2920,62920,+65400,▲,+4600
'0120G0,삼양바이오팜,-257,-2832,110310,+110200,▲,+7800
'139130,iM금융지주,-1681,-2804,16687,+16740,▲,+230
'021240,코웨이,-327,-2370,72557,+72900,▲,+2000
'000390,삼화페인트,-2124,-2337,11005,+9900,▲,+240
'035420,NAVER,-110,-2314,210075,+214000,▲,+5000
'090430,아모레퍼시픽,-167,-2284,136589,+136100,▲,+100
'336260,두산퓨얼셀,-570,-2226,39074,-38250,▼,-1750
'092220,KEC,-10152,-2129,2097,+1789,▲,+84
'034230,파라다이스,-1131,-2008,17752,+17850,▲,+1150
'003160,디아이,-576,-2003,34758,+35600,▲,+1000
'088350,한화생명,-3956,-1928,4875,+4845,▲,+45
'006650,대한유화,-142,-1914,134714,+136400,▲,+1700
'000500,가온전선,-160,-1815,113194,-113200,▼,-600
'018670,SK가스,-74,-1781,241952,-245000,▼,-9500
'017800,현대엘리베이터,-187,-1584,84629,+86200,▲,+2000
'003030,세아제강지주,-83,-1575,190248,+188400,▲,+100
'033780,KT&G,-99,-1575,158456,+157100,▲,+5300
'023530,롯데쇼핑,-150,-1570,104979,+104900,▲,+4300
'011170,롯데케미칼,-196,-1554,79125,-80700,▼,-600
