종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'005490,POSCO홀딩스,-336,-10570,314475,-342500,[v],-500
'005930,삼성전자,-1367,-9888,72344,-177000,[v],-2700
'086790,하나금융지주,-1135,-9683,85304,-107500,[v],-2900
'298040,효성중공업,-63,-8120,1283620,-2509000,[v],-167000
'042660,한화오션,-719,-7054,98139,-119100,[v],-4100
'051900,LG생활건강,-177,-5726,323082,-242000,[v],-5500
'329180,HD현대중공업,-105,-4931,469207,-481000,[v],-17500
'005380,현대차,-203,-4388,216019,-471000,[v],-24000
'034730,SK,-204,-4127,202406,-324500,[v],-9500
'450080,에코프로머티,-725,-3679,50749,-72100,[v],-1300
'017800,현대엘리베이터,-433,-3508,80961,-86000,[v],-1100
'068270,셀트리온,-196,-3471,177473,-201000,[v],-5000
'259960,크래프톤,-93,-3148,337561,-251500,[v],-3000
'011200,HMM,-1318,-3109,23583,-19570,[v],-90
'096770,SK이노베이션,-262,-2915,111324,+113100,[^],+1700
'000100,유한양행,-239,-2866,119863,-98200,[v],-2200
'181710,NHN,-820,-2798,34108,+42000,[^],+150
'000720,현대건설,-401,-2596,64754,-147600,[v],-2200
'090430,아모레퍼시픽,-190,-2482,130719,-140600,[v],-3800
'047050,포스코인터내셔널,-475,-2455,51658,+75700,[^],+1200
'011780,금호석유화학,-199,-2421,121663,-120300,[v],-6200
'032640,LG유플러스,-1669,-2373,14214,-15390,[v],-710
'008770,호텔신라,-481,-2260,47022,-44950,[v],-2500
'010950,S-Oil,-355,-2163,60854,-108800,[v],-900
'323410,카카오뱅크,-696,-1962,28200,-24350,[v],-300
'271560,오리온,-176,-1937,110179,-126900,[v],-7600
'004370,농심,-49,-1869,382209,-367000,[v],-8500
'035720,카카오,-330,-1830,55508,-47150,[v],-1650
'032830,삼성생명,-144,-1796,124916,-220000,[v],-3000
'001440,대한전선,-1079,-1701,15772,-27800,[v],-450
'267250,HD현대,-112,-1594,142070,-247000,[v],-10500
'032350,롯데관광개발,-964,-1581,16394,-18340,[v],-1510
'000660,SK하이닉스,-59,-1548,264222,-877000,[v],-45000
'028260,삼성물산,-88,-1511,171895,-260500,[v],-8500
