종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'388210,씨엠티엑스,-4047,-53650,132569,+150100,▲,+100
'054540,삼영엠텍,-2724,-4260,15638,+12340,▲,+510
'403850,더핑크퐁컴퍼니,-948,-3549,37419,+17930,▲,+190
'459550,알트,-6478,-3210,4955,-2980,▼,-50
'196170,알테오젠,-54,-3016,555054,-354000,▼,-6000
'126340,비나텍,-479,-2669,55715,+143700,▲,+4300
'475960,토모큐브,-475,-2032,42742,+57900,▲,+3100
'376270,HEM파마,-432,-1593,36920,-69800,▼,-200
'458870,씨어스테크놀로지,-114,-1496,131666,-184800,▼,-4200
'309710,아이티켐,-427,-1281,29999,-32550,▼,-2600
'310210,보로노이,-54,-1217,224295,+324500,▲,+4500
'204620,글로벌텍스프리,-1842,-1196,6495,+4830,▲,+370
'036620,감성코퍼레이션,-1968,-1108,5629,-5430,▼,-50
'108490,로보티즈,-42,-865,206182,-260500,▼,-6500
'089970,브이엠,-349,-850,24367,-47800,▼,-1000
'006730,서부T&D,-736,-843,11460,14840,-,0
'083450,GST,-277,-795,28645,30000,-,0
'222800,심텍,-116,-751,64549,+62500,▲,+2400
'095340,ISC,-66,-591,89288,+245000,▲,+500
'277810,레인보우로보틱스,-14,-539,384266,-668000,▼,-50000
'488280,에스투더블유,-209,-475,22756,-15540,▼,-160
'171090,선익시스템,-101,-469,46630,-102400,▼,-1100
'084370,유진테크,-48,-422,87744,-129200,▼,-2700
'440110,파두,-173,-410,23735,+59200,▲,+2200
'052400,코나아이,-74,-346,46999,-57500,▼,-1000
'468530,프로티나,-51,-345,67244,-80500,▼,-1300
'039030,이오테크닉스,-12,-344,276019,+425000,▲,+12500
'214430,아이쓰리시스템,-45,-315,70174,+96600,▲,+200
'067310,하나마이크론,-127,-310,24423,+34750,▲,+1250
'039200,오스코텍,-52,-309,59068,-56400,▼,-1100
'107640,한중엔시에스,-62,-287,46329,+52000,▲,+300
'112040,위메이드,-110,-277,25227,-22000,▼,-100
'319660,피에스케이,-83,-275,32964,+85500,▲,+3000
'031980,피에스케이홀딩스,-47,-241,51745,+111000,▲,+4200
'161580,필옵틱스,-57,-239,41916,-39050,▼,-1050
'486990,노타,-73,-239,32908,-43000,▼,-1850
'232140,와이씨,-176,-238,13525,+21150,▲,+450
'064290,인텍플러스,-196,-237,12080,-17180,▼,-770
'003100,선광,-117,-224,19157,+22600,▲,+1250
'060250,NHN KCP,-132,-219,16536,+20300,▲,+880
'045970,코아시아,-402,-216,5363,+5420,▲,+370
'058470,리노공업,-37,-214,57584,-112000,▼,-5100
'219130,타이거일렉,-126,-210,16699,+33900,▲,+1050
'320000,한울반도체,-964,-203,2106,+1692,▲,+32
'247540,에코프로비엠,-14,-200,145556,+190100,▲,+400
'327260,RF머트리얼즈,-108,-191,17706,+73900,▲,+13400
'211050,인카금융서비스,-138,-188,13654,+12660,▲,+40
'089030,테크윙,-39,-182,46292,-58000,▼,-500
'098070,한텍,-53,-178,33698,+47550,▲,+2950
'086900,메디톡스,-14,-175,124153,+107500,▲,+1800
'101490,에스앤에스텍,-37,-173,46843,-85700,▼,-200
'285490,노바텍,-85,-172,20172,+23050,▲,+550
'356680,엑스게이트,-206,-165,8027,+6920,▲,+20
'0008Z0,에스엔시스,-51,-162,31925,+30300,▲,+400
'234340,헥토파이낸셜,-104,-160,15465,+40000,▲,+1450
'166480,코아스템켐온,-1450,-157,1082,-2285,▼,-15
'194700,노바렉스,-100,-154,15384,-13400,▼,-30
'270520,앱튼,-3232,-152,470,+222,▲,+26
'067990,도이치모터스,-291,-139,4759,+4350,▲,+55
'000250,삼천당제약,-6,-131,234941,+900000,▲,+105000
'481070,에이유브랜즈,-82,-129,15719,+18290,▲,+250
'005670,푸드웰,-207,-128,6213,+5850,▲,+90
'419530,SAMG엔터,-29,-128,43632,+35900,▲,+1450
'121600,나노신소재,-22,-128,57052,+61800,▲,+1200
'090360,로보스타,-18,-126,68624,-64600,▼,-1100
'460930,현대힘스,-62,-117,18820,+18200,▲,+640
