종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'257720,실리콘투,+915,+5630,61523,-37800,[v],-1000
'328130,루닛,+663,+3819,57594,-34100,[v],-500
'214450,파마리서치,+66,+3184,483428,-304500,[v],-9000
'141080,리가켐바이오,+263,+2995,113846,-198700,[v],-14800
'196170,알테오젠,+67,+2490,372847,-354000,[v],-27000
'041510,에스엠,+161,+2318,144413,-89200,[v],-1800
'039830,오로라,+1114,+2009,18024,-9450,[v],-590
'226950,올릭스,+420,+1585,37761,-187000,[v],-13500
'122870,와이지엔터테인먼트,+165,+1573,95512,-53900,[v],-2300
'194700,노바렉스,+692,+1347,19477,-13650,[v],-350
'145020,휴젤,+37,+1333,358893,-247000,[v],-12500
'039200,오스코텍,+441,+1286,29140,-52200,[v],-2100
'295310,에이치브이엠,+379,+1134,29941,-87700,[v],-7500
'033500,동성화인텍,+417,+1102,26410,-22050,[v],-1250
'347850,디앤디파마텍,+87,+1055,121848,-71300,[v],-6300
'473980,노머스,+322,+1038,32186,-17150,[v],-330
'031980,피에스케이홀딩스,+281,+991,35229,-98800,[v],-900
'214150,클래시스,+154,+964,62459,-52900,[v],-1100
'087010,펩트론,+45,+887,195994,-295500,[v],-7500
'232140,와이씨,+846,+858,10142,-17850,[v],-890
'214430,아이쓰리시스템,+83,+830,100058,-91000,[v],-2300
'178320,서진시스템,+379,+825,21764,-42000,[v],-1350
'101160,월덱스,+344,+750,21787,-29850,[v],-150
'102710,이엔에프테크놀로지,+183,+709,38698,-48900,[v],-1700
'376900,로킷헬스케어,+390,+702,18026,+129700,[^],+5700
'298380,에이비엘바이오,+90,+599,66842,-171600,[v],-8500
'308430,셀비온,+260,+555,21350,+31700,[^],+500
'078600,대주전자재료,+71,+508,71239,+130300,[^],+100
'211050,인카금융서비스,+333,+477,14316,-11940,[v],-310
'481070,에이유브랜즈,+209,+470,22444,-17180,[v],-720
'304100,솔트룩스,+96,+453,46992,-22050,[v],-950
'160190,하이젠알앤엠,+118,+444,37705,-35800,[v],-2000
'413640,비아이매트릭스,+205,+433,21131,-8090,[v],-110
'095660,네오위즈,+167,+425,25383,-24450,[v],-650
'058470,리노공업,+79,+405,50992,-99700,[v],-5200
