종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'278470,에이피알,+386,+14267,369526,-361500,▼,-7500
'005935,삼성전자우,+868,+12551,144615,-139200,▼,-5000
'247540,에코프로비엠,+636,+12258,192596,+191200,▲,+1500
'066970,엘앤에프,+1082,+11751,108589,+111200,▲,+2900
'489790,한화비전,+1133,+9815,86645,87200,-,0
'003670,포스코퓨처엠,+482,+9672,200618,+199200,▲,+1200
'319660,피에스케이,+986,+8094,82051,+85900,▲,+3400
'010060,OCI홀딩스,+401,+7979,198793,+204000,▲,+5800
'353200,대덕전자,+783,+6106,77936,+82800,▲,+5500
'131970,두산테스나,+576,+5267,91499,+101400,▲,+9500
'001040,CJ,+259,+5117,197404,+207000,▲,+10000
'356860,티엘비,+662,+5111,77215,-78000,▼,-1800
'476830,알지노믹스,+226,+4743,209439,+216000,▲,+2000
'298040,효성중공업,+17,+4600,2723375,+2735000,▲,+42000
'079550,LIG넥스원,+64,+4531,706925,-663000,▼,-39000
'267270,HD건설기계,+321,+4211,131249,+133800,▲,+2100
'174900,앱클론,+444,+3581,80652,-78300,▼,-1500
'000250,삼천당제약,+44,+3527,799499,+906000,▲,+111000
'475150,SK이터닉스,+609,+3219,52834,+59300,▲,+5600
'298020,효성티앤씨,+81,+3190,395190,-369000,▼,-19500
'272210,한화시스템,+221,+3114,140591,-135900,▼,-5100
'000720,현대건설,+176,+3074,174248,-168300,▼,-1200
'095340,ISC,+127,+3061,241221,+246500,▲,+2000
'108490,로보티즈,+110,+2985,270281,-261500,▼,-5500
'032350,롯데관광개발,+1391,+2973,21372,+21550,▲,+600
'112610,씨에스윈드,+453,+2917,64445,+66200,▲,+1300
'010120,LS ELECTRIC,+33,+2889,873576,+891000,▲,+18000
'490470,세미파이브,+778,+2401,30849,-30900,▼,-350
'195870,해성디에스,+416,+2379,57142,+58700,▲,+2700
'322000,HD현대에너지솔루션,+159,+2201,138619,-131000,▼,-5300
'009150,삼성전기,+42,+2072,495242,-464000,▼,-15500
'033160,엠케이전자,+1143,+1953,17078,+18070,▲,+360
'068270,셀트리온,+91,+1865,204889,+202500,▲,+500
'009450,경동나비엔,+273,+1821,66657,-66500,▼,-300
'006260,LS,+62,+1814,292930,+306000,▲,+15500
'036810,에프에스티,+394,+1736,44090,-42900,▼,-100
'323410,카카오뱅크,+643,+1592,24757,+25050,▲,+400
'078600,대주전자재료,+128,+1544,120928,+126400,▲,+6700
'042520,한스바이오메드,+258,+1455,56361,-53200,▼,-2500
'222800,심텍,+238,+1444,60588,+62600,▲,+2500
'007660,이수페타시스,+108,+1406,130419,-127600,▼,-1900
'001120,LX인터내셔널,+316,+1398,44242,+47150,▲,+2650
'009830,한화솔루션,+271,+1364,50405,+52400,▲,+2650
'064350,현대로템,+66,+1244,187931,-180500,▼,-5800
'327260,RF머트리얼즈,+192,+1182,61639,+73900,▲,+13400
'019210,와이지-원,+914,+1178,12891,-12550,▼,-260
'080580,오킨스전자,+553,+1174,21214,-20350,▼,-500
'358570,지아이이노베이션,+764,+1111,14543,14620,-,0
'010950,S-Oil,+97,+1073,110814,+112000,▲,+800
'032830,삼성생명,+44,+1029,235483,-229000,▼,-1500
'001510,SK증권,+4505,+983,2183,+2585,▲,+405
'114810,한솔아이원스,+611,+954,15623,-15290,▼,-310
'003230,삼양식품,+8,+853,1123211,+1148000,▲,+48000
'007340,DN오토모티브,+211,+811,38428,+39800,▲,+200
'388210,씨엠티엑스,+54,+795,146452,150000,-,0
'499790,GS피앤엘,+151,+765,50675,-48600,▼,-1150
'006360,GS건설,+288,+756,26280,+32150,▲,+6200
'298380,에이비엘바이오,+39,+747,191025,+190400,▲,+400
'355150,코스텍시스,+298,+706,23656,+24050,▲,+100
'126700,하이비젼시스템,+359,+668,18630,-18380,▼,-20
'160980,싸이맥스,+274,+654,23886,-23650,▼,-300
'215200,메가스터디교육,+139,+643,46124,+48150,▲,+2200
'457190,이수스페셜티케미컬,+66,+605,92300,-91400,▼,-900
'090460,비에이치,+297,+585,19711,+22100,▲,+2220
'204620,글로벌텍스프리,+1287,+570,4432,+4830,▲,+370
'078520,에이블씨엔씨,+424,+550,12980,+12960,▲,+140
'083650,비에이치아이,+52,+547,104538,+110200,▲,+5900
'394280,오픈엣지테크놀로지,+326,+511,15651,+16910,▲,+950
'003545,대신증권우,+185,+501,27025,+27350,▲,+250
'032500,케이엠더블유,+169,+501,29592,+32850,▲,+3650
'389650,넥스트바이오메디컬,+62,+474,76478,+79600,▲,+3600
'015760,한국전력,+91,+449,49199,+49150,▲,+850
'111770,영원무역,+54,+443,81347,+83700,▲,+2400
'053690,한미글로벌,+190,+436,22951,+27200,▲,+4050
'007810,코리아써키트,+68,+426,62715,+64900,▲,+2800
'338840,와이바이오로직스,+116,+410,35195,-34900,▼,-700
'006730,서부T&D,+267,+402,15022,14840,-,0
'010955,S-Oil우,+69,+392,56460,+57400,▲,+500
'000500,가온전선,+35,+387,111938,+114500,▲,+3300
'375500,DL이앤씨,+69,+360,52028,+67400,-,+15500
'039490,키움증권,+8,+351,451612,+460000,▲,+11000
'0004V0,엔비알모션,+180,+342,19017,-18020,▼,-480
