종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'000660,SK하이닉스,-353,-31682,896615,+873000,[^],+43000
'015760,한국전력,-6454,-26031,40332,-40450,[v],-800
'003490,대한항공,-7560,-17340,22935,-23100,[v],-100
'005930,삼성전자,-786,-15004,191007,+185600,[^],+7200
'051910,LG화학,-450,-13674,304205,+305000,[^],+3000
'012330,현대모비스,-299,-11617,389140,+390000,[^],+500
'005387,현대차2우B,-337,-7952,236054,+238000,[^],+1500
'035420,NAVER,-385,-7642,198243,+197800,[^],+2000
'066570,LG전자,-665,-7213,108499,-108300,[v],-500
'009830,한화솔루션,-1680,-6828,40644,+39200,[^],+3600
'011780,금호석유화학,-527,-6190,117489,+118300,[^],+300
'000270,기아,-383,-5777,150695,+150800,[^],+200
'161390,한국타이어앤테크놀로지,-1057,-5576,52744,-52100,[v],-1800
'086280,현대글로비스,-251,-5226,208135,-210500,[v],-1000
'010950,S-Oil,-475,-5049,106230,+110400,[^],+3900
'000720,현대건설,-340,-5037,148185,+151100,[^],+2300
'035720,카카오,-1071,-4865,45407,45400,-,0
'007660,이수페타시스,-440,-4513,102591,+102800,[^],+1000
'024110,기업은행,-2007,-4301,21428,-21400,[v],-250
'047810,한국항공우주,-228,-4233,185579,-182700,[v],-1500
'352820,하이브,-149,-4030,269735,+269000,[^],+500
'138930,BNK금융지주,-2091,-3703,17713,+17720,[^],+90
'031210,서울보증보험,-765,-3703,48403,-48250,[v],-650
'032640,LG유플러스,-2303,-3525,15305,-15380,[v],-120
'028260,삼성물산,-132,-3466,262399,264000,-,0
'018260,삼성에스디에스,-223,-3399,152428,+152500,[^],+1900
'278470,에이피알,-103,-3396,329751,-328000,[v],-11500
'003670,포스코퓨처엠,-148,-3113,210028,-210500,[v],-2500
'035250,강원랜드,-1846,-3083,16702,-16660,[v],-120
'005380,현대차,-64,-3020,469161,+470500,[^],+5000
'128940,한미약품,-59,-3018,508681,+509000,[^],+4000
'034020,두산에너빌리티,-293,-2809,95784,+96400,[^],+2800
'055550,신한지주,-278,-2557,92093,+92500,[^],+800
'002380,KCC,-54,-2483,461570,+463000,[^],+500
