종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'017670,SK텔레콤,-6967,-35685,51218,-78100,[v],-1800
'042700,한미반도체,-2545,-21198,83302,-263000,[v],-12500
'006400,삼성SDI,-1070,-18251,170595,+413500,[^],+8000
'010140,삼성중공업,-12666,-18143,14325,-24650,[v],-1350
'051600,한전KPS,-3951,-15842,40098,-57400,[v],-1600
'035720,카카오,-4010,-15062,37563,-47250,[v],-1550
'064350,현대로템,-1439,-14974,104056,-179800,[v],-4400
'047810,한국항공우주,-1517,-13593,89592,-174700,[v],-11800
'097950,CJ제일제당,-510,-11907,233478,+217500,[^],+3000
'068270,셀트리온,-723,-11065,153018,-201500,[v],-4500
'373220,LG에너지솔루션,-342,-10447,305136,+409500,[^],+15000
'000155,두산우,-420,-9869,234750,-464500,[v],-33000
'012450,한화에어로스페이스,-110,-9008,818895,-1300000,[v],-35000
'180640,한진칼,-586,-8785,149812,-112100,[v],-5100
'128940,한미약품,-298,-8701,291910,-526000,[v],-23000
'005380,현대차,-430,-8365,194639,-470500,[v],-24500
'011790,SKC,-757,-7860,103899,-96200,[v],-2500
'071050,한국금융지주,-764,-7115,93106,-210500,[v],-9500
'010950,S-Oil,-1035,-5389,52087,-108600,[v],-1100
'036570,엔씨소프트,-340,-5316,156199,-221500,[v],-8500
'009150,삼성전기,-367,-4550,123832,-429000,[v],-5000
'000120,CJ대한통운,-533,-4255,79860,-105100,[v],-3100
'005935,삼성전자우,-879,-4155,47278,-121100,[v],-5100
'112610,씨에스윈드,-846,-4064,48024,+62700,[^],+2500
'352820,하이브,-130,-3580,274529,-302000,[v],-5000
'450080,에코프로머티,-698,-3448,49364,-72100,[v],-1300
'000150,두산,-86,-3387,393143,-1117000,[v],-86000
'454910,두산로보틱스,-648,-3360,51843,-81200,[v],-3700
'278470,에이피알,-291,-3239,111157,+328000,[^],+1000
'322000,HD현대에너지솔루션,-762,-3146,41302,+135100,[^],+11900
'001440,대한전선,-2447,-3058,12495,-27800,[v],-450
'005385,현대차우,-188,-2867,152871,-243500,[v],-13500
'086790,하나금융지주,-434,-2829,65207,-107500,[v],-2900
'062040,산일전기,-432,-2723,63111,-143600,[v],-5700
'009830,한화솔루션,-731,-2704,36973,+36050,[^],+400
'010130,고려아연,-33,-2674,819794,-1468000,[v],-15000
'006360,GS건설,-1292,-2414,18690,-25950,[v],-400
'031210,서울보증보험,-649,-2271,34976,-53300,[v],-500
'136490,선진,-2828,-2213,7826,-10050,[v],-340
'066570,LG전자,-278,-2000,71846,-108300,[v],-3700
'003160,디아이,-1240,-1964,15840,-31500,[v],-3000
'011200,HMM,-735,-1838,25015,-19560,[v],-100
'005180,빙그레,-191,-1792,93990,-72100,[v],-2100
'326030,SK바이오팜,-189,-1723,91104,-97300,[v],-3000
'011170,롯데케미칼,-286,-1681,58860,-82100,[v],-600
'475150,SK이터닉스,-895,-1645,18384,+57900,[^],+5500
'077970,STX엔진,-663,-1619,24434,-31750,[v],-1750
'079900,전진건설로봇,-293,-1463,50015,+53900,[^],+300
'008930,한미사이언스,-441,-1449,32819,-37250,[v],-1150
'011780,금호석유화학,-128,-1435,111933,-120200,[v],-6300
'004370,농심,-34,-1418,421445,-366500,[v],-9000
'075580,세진중공업,-1438,-1385,9634,-16480,[v],-620
'035510,신세계 I&C,-970,-1287,13268,-19230,[v],-630
'069960,현대백화점,-180,-1193,66277,-80000,[v],-4500
'096770,SK이노베이션,-127,-1134,89062,+112800,[^],+1400
'282330,BGF리테일,-111,-1121,100722,+138300,[^],+8000
'032830,삼성생명,-133,-1117,84068,-220000,[v],-3000
'008770,호텔신라,-247,-1107,44856,-45100,[v],-2350
'480370,씨케이솔루션,-854,-1094,12811,-2100,[v],-175
'005387,현대차2우B,-68,-1057,154644,-246000,[v],-11000
'003280,흥아해운,-6517,-1057,1621,+3065,[^],+115
'081660,미스토홀딩스,-282,-1056,37422,+41150,[^],+950
'229640,LS에코에너지,-297,-1049,35304,-42150,[v],-2150
'204320,HL만도,-286,-1043,36534,-49750,[v],-1450
'281820,케이씨텍,-341,-974,28530,-48250,[v],-550
'298050,HS효성첨단소재,-47,-963,205707,-220000,[v],-6000
'004170,신세계,-55,-934,169573,-309500,[v],-27500
'008970,KBI동양철관,-6798,-929,1367,+1721,[^],+13
'161000,애경케미칼,-823,-856,10403,+14820,-,+3420
'003490,대한항공,-367,-848,23128,-24450,[v],-850
'006660,삼성공조,-513,-839,16350,-11240,[v],-280
'006220,제주은행,-799,-828,10358,-12300,[v],-510
'097230,HJ중공업,-1090,-825,7572,-22550,[v],-2000
'000880,한화,-154,-781,50657,-108300,[v],-3200
'001740,SK네트웍스,-1792,-733,4089,-5200,[v],-160
'036460,한국가스공사,-200,-718,35855,-35050,[v],-350
'002790,아모레퍼시픽홀딩스,-310,-710,22889,-28500,[v],-850
'145720,덴티움,-109,-692,63570,-52200,[v],-800
'001250,GS글로벌,-2552,-657,2573,-2570,[v],-15
'051915,LG화학우,-64,-650,102046,-153500,[v],-3000
'012510,더존비즈온,-107,-633,59339,-119100,[v],-200
'020150,롯데에너지머티리얼즈,-286,-632,22066,-42050,[v],-50
'000157,두산2우B,-19,-629,326850,-408000,[v],-43000
'377300,카카오페이,-198,-588,29752,-50900,[v],-2600
