종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'003230,삼양식품,+113,+13157,1163627,-1127000,▼,-24000
'161890,한국콜마,+707,+5569,78760,-76000,▼,-700
'192820,코스맥스,+253,+5105,202036,-192400,▼,-3700
'131970,두산테스나,+412,+4432,107676,-102000,▼,-400
'257720,실리콘투,+1017,+3958,38917,-37800,▼,-700
'021240,코웨이,+518,+3705,71546,-70600,▼,-3800
'217590,티엠씨,+1216,+3388,27852,+25650,▲,+2050
'042700,한미반도체,+89,+2715,306441,-295000,▼,-14500
'036810,에프에스티,+654,+2640,40388,-38800,▼,-3700
'047050,포스코인터내셔널,+327,+2573,78722,-75600,▼,-1400
'003670,포스코퓨처엠,+111,+2089,188089,-183700,▼,-15500
'126700,하이비젼시스템,+1122,+1982,17675,-17600,▼,-780
'229640,LS에코에너지,+381,+1690,44401,-42550,▼,-2600
'018670,SK가스,+59,+1540,259735,-250500,▼,-9500
'204620,글로벌텍스프리,+2972,+1396,4695,-4540,▼,-290
'000210,DL,+205,+1314,64162,-61800,▼,-3100
'122640,예스티,+451,+1285,28515,-27200,▼,-1600
'139130,iM금융지주,+745,+1236,16584,-16490,▼,-750
'226950,올릭스,+59,+1167,199064,-173200,▼,-13700
'137400,피엔티,+236,+1135,48030,-46100,▼,-1800
'011070,LG이노텍,+38,+1121,295220,-283500,▼,-12500
'226590,엠디바이스,+308,+1077,34995,-35100,▼,-1100
'001120,LX인터내셔널,+216,+1030,47684,-46000,▼,-1150
'032640,LG유플러스,+649,+1018,15690,-15170,▼,-650
'015760,한국전력,+200,+962,48101,-45500,▼,-3650
'112610,씨에스윈드,+146,+935,64186,-60600,▼,-5500
'000500,가온전선,+81,+925,114305,-109900,▼,-4600
'355150,코스텍시스,+407,+912,22409,-22100,▼,-1950
'078600,대주전자재료,+71,+891,126302,-121600,▼,-4600
'336260,두산퓨얼셀,+218,+890,40805,-38950,▼,-2950
'003380,하림지주,+543,+878,16184,-15300,▼,-2400
'012630,HDC,+293,+820,27974,-26750,▼,-1300
'086670,비엠티,+524,+783,14934,+14660,▲,+520
'043260,성호전자,+176,+780,44315,-42550,▼,-2450
'174900,앱클론,+109,+770,70833,-70700,▼,-7600
'322000,HD현대에너지솔루션,+55,+757,137899,+135300,▲,+4300
'005385,현대차우,+30,+750,246432,-247000,▼,-18000
'0120G0,삼양바이오팜,+70,+723,103989,-99900,▼,-1800
'214370,케어젠,+67,+704,105363,-102800,▼,-9200
'403870,HPSP,+136,+683,50074,-49200,▼,-2000
'032350,롯데관광개발,+337,+673,19977,-19500,▼,-1900
'095340,ISC,+27,+662,247035,-230500,▼,-16500
'319660,피에스케이,+80,+659,82594,-78300,▼,-8100
'213420,덕산네오룩스,+132,+655,49774,+48500,▲,+550
'126340,비나텍,+44,+590,135029,-132600,▼,-11100
'486990,노타,+140,+565,40319,-39300,▼,-4450
'086790,하나금융지주,+53,+561,105770,-105600,▼,-7600
'057050,현대홈쇼핑,+68,+555,81123,-80100,▼,-4100
'082270,젬백스,+147,+526,35804,-35200,▼,-2600
'388210,씨엠티엑스,+35,+513,148573,-140600,▼,-10600
'097230,HJ중공업,+171,+458,26783,-26400,▼,-2050
'048410,현대바이오,+312,+453,14496,-14100,▼,-600
'389650,넥스트바이오메디컬,+61,+442,72637,-71200,▼,-8100
'450950,아스테라시스,+375,+429,11433,-11200,▼,-420
'066970,엘앤에프,+30,+418,140459,-110500,▼,-1600
'394280,오픈엣지테크놀로지,+242,+417,17222,-16380,▼,-520
'010170,대한광통신,+512,+415,8117,-7350,▼,-90
'490470,세미파이브,+134,+411,30704,-30100,▼,-800
'011170,롯데케미칼,+48,+401,82759,-79000,▼,-5200
'108380,대양전기공업,+150,+401,26749,-26400,▼,-1900
'003570,SNT다이내믹스,+81,+392,48475,+47900,▲,+450
'290650,엘앤씨바이오,+54,+389,71730,-69000,▼,-6700
'373220,LG에너지솔루션,+11,+387,361806,-355500,▼,-20000
'090460,비에이치,+161,+372,23024,+23450,▲,+1300
'200710,에이디테크놀로지,+72,+372,51922,+48500,▲,+800
'093320,케이아이엔엑스,+36,+367,100944,-98500,▼,-2400
'123330,제닉,+152,+364,23904,-23600,▼,-1350
'400760,NH올원리츠,+1123,+363,3234,-3235,▼,-45
'000157,두산2우B,+8,+354,435502,-419500,▼,-28000
'071050,한국금융지주,+17,+348,209021,-210500,▼,-24000
'037460,삼지전자,+157,+348,22214,-22100,▼,-1050
'004690,삼천리,+23,+346,151547,-150000,▼,-4400
'368770,파이버프로,+205,+343,16790,+16450,▲,+200
'181710,NHN,+92,+341,37091,-36650,▼,-1750
'007070,GS리테일,+164,+333,20375,-19980,▼,-470
'265740,엔에프씨,+359,+312,8703,-8610,▼,-390
'348370,엔켐,+69,+297,42910,-39550,▼,-9500
'241710,코스메카코리아,+38,+291,77687,+77400,▲,+600
'041510,에스엠,+32,+290,89887,-88800,▼,-9400
'215200,메가스터디교육,+61,+288,46920,-46400,▼,-1300
'006730,서부T&D,+196,+285,14558,-14210,▼,-630
'027410,BGF,+641,+282,4397,-4345,▼,-95
'123410,코리아에프티,+400,+282,7043,-6960,▼,-290
'014620,성광벤드,+71,+268,37708,-35400,▼,-1800
'090430,아모레퍼시픽,+19,+266,137340,-134500,▼,-6300
'251970,펌텍코리아,+56,+264,47261,-46200,▼,-950
'083650,비에이치아이,+23,+244,105222,-100700,▼,-8800
'032190,다우데이타,+99,+239,24018,-23300,▼,-2600
'097950,CJ제일제당,+11,+235,207756,-205500,▼,-6500
'001450,현대해상,+75,+227,30108,-29650,▼,-1650
'445680,큐리옥스바이오시스템즈,+19,+225,117272,-110000,▼,-11700
'207940,삼성바이오로직스,+1,+224,1503544,-1520000,▼,-81000
'460930,현대힘스,+112,+221,19681,+21200,▲,+3180
