종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'034020,두산에너빌리티,+18648,+205567,110235,+109600,▲,+3300
'000250,삼천당제약,+842,+73560,874108,+900000,▲,+105000
'036930,주성엔지니어링,+8028,+58263,72570,+72800,▲,+11800
'003490,대한항공,+18506,+47843,25853,+26150,▲,+1600
'042700,한미반도체,+1298,+40559,312382,+309500,▲,+2500
'347700,스피어,+8887,+38165,42947,-45250,▼,-600
'047050,포스코인터내셔널,+4017,+31032,77246,+77700,▲,+5900
'087010,펩트론,+827,+28205,340936,+343500,▲,+26000
'009830,한화솔루션,+5027,+27529,54762,+52200,▲,+2450
'032830,삼성생명,+1101,+24921,226266,-226500,▼,-4000
'003380,하림지주,+14432,+24803,17186,+17700,▲,+2600
'353200,대덕전자,+2992,+24741,82684,+82800,▲,+5500
'278470,에이피알,+648,+23719,366283,-361500,▼,-7500
'010950,S-Oil,+2047,+23158,113148,+111800,▲,+600
'263750,펄어비스,+5641,+23153,41046,-41100,▼,-4900
'006800,미래에셋증권,+2973,+20603,69303,+67900,▲,+1200
'047040,대우건설,+10632,+20399,19186,+19110,▲,+2940
'034730,SK,+567,+20373,359319,+358000,▲,+12000
'052690,한전기술,+1123,+19643,174967,+175400,▲,+7400
'044490,태웅,+3371,+18667,55374,+58600,▲,+13300
'011200,HMM,+8645,+18327,21200,+21250,▲,+400
'080220,제주반도체,+4161,+18298,43973,+44300,▲,+1400
'100840,SNT에너지,+3576,+17613,49260,+53800,▲,+12250
'014620,성광벤드,+4907,+17538,35742,+37500,▲,+5750
'192820,코스맥스,+889,+17320,194812,+197800,▲,+18600
'456160,지투지바이오,+1931,+17193,89017,+88700,▲,+1800
'066570,LG전자,+1397,+16550,118473,+117300,▲,+1100
'051600,한전KPS,+2294,+14853,64762,+67400,▲,+6000
'161890,한국콜마,+1978,+14739,74499,+77100,▲,+7300
'011070,LG이노텍,+499,+14627,293323,+295500,▲,+9500
'006910,보성파워텍,+10377,+13385,12900,+12850,▲,+730
'005490,POSCO홀딩스,+366,+12519,342356,+343000,▲,+5000
'178320,서진시스템,+2655,+12373,46598,+48000,▲,+2600
'375500,DL이앤씨,+2100,+12348,58790,+67400,-,+15500
'377300,카카오페이,+1947,+12226,62780,+63700,▲,+3500
'105840,우진,+4199,+12176,28996,+31200,▲,+5050
'240810,원익IPS,+931,+11572,124335,+124000,▲,+3100
'397030,에이프릴바이오,+1796,+11533,64209,+64800,▲,+2300
'030530,원익홀딩스,+3282,+11207,34144,+34350,▲,+1850
'064400,LG씨엔에스,+1673,+11193,66897,+66800,▲,+1900
'051900,LG생활건강,+435,+10991,252884,+253500,▲,+10500
'001440,대한전선,+3441,+10641,30925,+30700,▲,+600
'226950,올릭스,+562,+10516,186997,+185700,▲,+3900
'032500,케이엠더블유,+3239,+10261,31678,+32450,▲,+3250
'417200,LS머트리얼즈,+4071,+10230,25132,+25300,▲,+1550
'023160,태광,+3018,+9863,32682,+35200,▲,+6300
